sentence,words,tip,translation_en
"Das Wohnzimmer ist sehr hell.","Das|Wohnzimmer|ist|sehr|hell|.","'hell' means bright or light.","The living room is very bright."
"Ist die Küche groß?","Ist|die|Küche|groß|?","'groß' means big.","Is the kitchen big?"
"Das Schlafzimmer ist dunkel.","Das|Schlafzimmer|ist|dunkel|.","'dunkel' means dark.","The bedroom is dark."
"Mein Bett ist neu.","Mein|Bett|ist|neu|.","'neu' means new.","My bed is new."
"Der Schrank ist sehr hässlich.","Der|Schrank|ist|sehr|hässlich|.","'hässlich' means ugly.","The closet is very ugly."
"Die Lampe ist praktisch.","Die|Lampe|ist|praktisch|.","'praktisch' means practical.","The lamp is practical."
"Das Bad ist modern.","Das|Bad|ist|modern|.","'modern' is a loanword.","The bathroom is modern."
"Ist das Sofa bequem?","Ist|das|Sofa|bequem|?","'bequem' means comfortable.","Is the sofa comfortable?"
"Der Tisch ist rund.","Der|Tisch|ist|rund|.","'rund' means round.","The table is round."
"Die Wohnung ist sehr ruhig.","Die|Wohnung|ist|sehr|ruhig|.","'ruhig' means quiet.","The apartment is very quiet."
"Es gibt ein Sofa im Wohnzimmer.","Es|gibt|ein|Sofa|im|Wohnzimmer|.","'Es gibt' takes the accusative case.","There is a sofa in the living room."
"Gibt es einen Balkon?","Gibt|es|einen|Balkon|?","'Balkon' is masculine, so 'einen' is used in the accusative.","Is there a balcony?"
"Hier ist das Gästezimmer.","Hier|ist|das|Gästezimmer|.","'Gästezimmer' is a compound noun.","Here is the guest room."
"Wo ist die Küche?","Wo|ist|die|Küche|?","'Wo' asks for a static location.","Where is the kitchen?"
"Das Büro ist oben.","Das|Büro|ist|oben|.","'oben' means upstairs or above.","The office is upstairs."
"Die Garage ist unten.","Die|Garage|ist|unten|.","'unten' means downstairs or below.","The garage is downstairs."
"Der Schrank steht links.","Der|Schrank|steht|links|.","'links' means left.","The closet is on the left."
"Der Stuhl steht rechts.","Der|Stuhl|steht|rechts|.","'rechts' means right.","The chair is on the right."
"In der Mitte ist ein Tisch.","In|der|Mitte|ist|ein|Tisch|.","'In der Mitte' means in the middle.","In the middle is a table."
"Das Bild hängt an der Wand.","Das|Bild|hängt|an|der|Wand|.","'an der' indicates a vertical position.","The picture hangs on the wall."
"Die Lampe steht auf dem Tisch.","Die|Lampe|steht|auf|dem|Tisch|.","'auf dem' indicates a horizontal surface.","The lamp stands on the table."
"Das Buch liegt im Regal.","Das|Buch|liegt|im|Regal|.","'im' (in dem) indicates location inside.","The book is lying in the shelf."
"Ich suche eine neue Wohnung.","Ich|suche|eine|neue|Wohnung|.","'suchen' requires accusative.","I am looking for a new apartment."
"Die Miete ist sehr teuer.","Die|Miete|ist|sehr|teuer|.","'teuer' means expensive.","The rent is very expensive."
"Wir suchen eine Wohngemeinschaft.","Wir|suchen|eine|Wohngemeinschaft|.","A common way to share housing.","We are looking for a shared apartment."
"Er ist Single und sucht.","Er|ist|Single|und|sucht|.","'Single' is a common term for living alone.","He is single and looking."
"Das Dorf ist sehr klein.","Das|Dorf|ist|sehr|klein|.","'Dorf' means village.","The village is very small."
"Die Großstadt ist laut.","Die|Großstadt|ist|laut|.","'Großstadt' means big city/metropolis.","The big city is loud."
"Das Haus ist aus Stein.","Das|Haus|ist|aus|Stein|.","'aus' indicates the material.","The house is made of stone."
"Ist die Miete gratis?","Ist|die|Miete|gratis|?","'gratis' means free of charge.","Is the rent free?"
"Ich finde das langweilig.","Ich|finde|das|langweilig|.","'langweilig' means boring.","I find that boring."
"Das ist ein tolles Bild.","Das|ist|ein|tolles|Bild|.","'toll' means great.","That is a great picture."
"Hängen Sie das Bild auf.","Hängen|Sie|das|Bild|auf|.","'aufhängen' (to hang up) is separable.","Hang up the picture."
"Machen Sie das Licht an.","Machen|Sie|das|Licht|an|.","'anmachen' (to turn on) is separable.","Turn on the light."
"Machen Sie den Fernseher aus.","Machen|Sie|den|Fernseher|aus|.","'ausmachen' (to turn off) is separable.","Turn off the TV."
"Ich schicke dir den Plan.","Ich|schicke|dir|den|Plan|.","'schicken' (to send) takes the dative (dir) and accusative (den Plan).","I am sending you the plan."
"Senden Sie die E-Mail ab.","Senden|Sie|die|E-Mail|ab|.","'absenden' (to send off) is separable.","Send off the email."
"Wo ist der Park?","Wo|ist|der|Park|?","'Park' is masculine.","Where is the park?"
"Wir treffen uns im Stadtpark.","Wir|treffen|uns|im|Stadtpark|.","'im' (in dem) for the park.","We are meeting in the city park."
"Die S-Bahn ist sehr schnell.","Die|S-Bahn|ist|sehr|schnell|.","'schnell' means fast.","The S-Bahn is very fast."
"Der Bus fährt zur Schule.","Der|Bus|fährt|zur|Schule|.","'zur' (zu der) means to the.","The bus goes to school."
"Ich gehe zu Fuß.","Ich|gehe|zu|Fuß|.","Fixed expression: 'zu Fuß' (on foot).","I am going on foot."
"Ist das Zentrum weit weg?","Ist|das|Zentrum|weit|weg|?","'weit weg' means far away.","Is the center far away?"
"Das Zentrum ist nicht weit.","Das|Zentrum|ist|nicht|weit|.","'nicht weit' means not far.","The center is not far."
"Suchen Sie das Lösungswort.","Suchen|Sie|das|Lösungswort|.","Instruction to find the solution.","Find the solution word."
"Das ist mein Lieblingsplatz.","Das|ist|mein|Lieblingsplatz|.","'Lieblingsplatz' means favorite spot/place.","That is my favorite place."
"Wir wohnen in der dritten Etage.","Wir|wohnen|in|der|dritten|Etage|.","Ordinal numbers (dritte) used for floors.","We live on the third floor."
"Das ist ein modernes Haus.","Das|ist|ein|modernes|Haus|.","'modernes' matches the neuter noun 'Haus'.","That is a modern house."
"Die Wohnung ist hell und ruhig.","Die|Wohnung|ist|hell|und|ruhig|.","Simple description of an apartment.","The apartment is bright and quiet."
"Ich brauche eine Schere.","Ich|brauche|eine|Schere|.","'Schere' is feminine.","I need scissors."
"Gib mir die Zange, bitte.","Gib|mir|die|Zange|,|bitte|.","Imperative command.","Give me the pliers, please."
"Das Schlafzimmer ist klein.","Das|Schlafzimmer|ist|klein|.","'klein' means small.","The bedroom is small."
"Die Küche hat einen Tisch.","Die|Küche|hat|einen|Tisch|.","'haben' takes the accusative (einen Tisch).","The kitchen has a table."
"Das Haus ist aus Holz.","Das|Haus|ist|aus|Holz|.","'Holz' means wood.","The house is made of wood."
"Wo ist das WC?","Wo|ist|das|WC|?","'WC' is neutral.","Where is the toilet?"
"Ich finde das sehr wichtig.","Ich|finde|das|sehr|wichtig|.","'wichtig' means important.","I find that very important."
"Das ist ein altes Schloss.","Das|ist|ein|altes|Schloss|.","'Schloss' is neutral.","That is an old castle."
"Die Straße ist gesperrt.","Die|Straße|ist|gesperrt|.","'gesperrt' means closed/blocked.","The street is blocked."
"Können Sie vergleichen?","Können|Sie|vergleichen|?","'vergleichen' means to compare.","Can you compare?"
"Das ist eine schöne Lampe.","Das|ist|eine|schöne|Lampe|.","'schöne' matches feminine noun 'Lampe'.","That is a beautiful lamp."
"Wir haben viel Platz hier.","Wir|haben|viel|Platz|hier|.","'Platz' means space/room.","We have a lot of space here."
"Ich wohne im Zentrum.","Ich|wohne|im|Zentrum|.","'im' (in dem) for the center.","I live in the center."
"Die Miete ist nicht zu hoch.","Die|Miete|ist|nicht|zu|hoch|.","'zu hoch' means too high.","The rent is not too high."
"Er kauft die Möbel online.","Er|kauft|die|Möbel|online|.","'Möbel' is plural.","He buys the furniture online."
"Das Bild hängt oben.","Das|Bild|hängt|oben|.","'oben' means above.","The picture hangs above."
