sentence,words,tip,translation_en
"Hallo, ich heiße Emma.","Hallo|,|ich|heiße|Emma|.","'ich' takes the -e verb ending.","Hello, my name is Emma."
"Guten Morgen, Frau Schmidt.","Guten|Morgen|,|Frau|Schmidt|.","'Guten Morgen' is used in the early part of the day.","Good morning, Mrs. Schmidt."
"Guten Tag, Herr Kopp.","Guten|Tag|,|Herr|Kopp|.","'Guten Tag' is the standard daytime greeting.","Good day, Mr. Kopp."
"Guten Abend zusammen.","Guten|Abend|zusammen|.","'zusammen' means 'together' or 'everyone'.","Good evening everyone."
"Tschüss, bis morgen!","Tschüss|,|bis|morgen|!","'Tschüss' is the informal goodbye.","Bye, see you tomorrow!"
"Ja, danke.","Ja|,|danke|.","Always use a comma after 'Ja' when starting a sentence.","Yes, thank you."
"Nein, danke.","Nein|,|danke|.","Always use a comma after 'Nein'.","No, thank you."
"Wie bitte?","Wie|bitte|?","Standard phrase when you didn't hear or understand something.","Pardon? / Come again?"
"Entschuldigung, wie heißen Sie?","Entschuldigung|,|wie|heißen|Sie|?","'Entschuldigung' is used to get someone's attention politely.","Excuse me, what is your name?"
"Alles klar, danke!","Alles|klar|,|danke|!","'Alles klar' literally means 'everything clear'.","Alright, thanks!"
"Ich bin Fabio.","Ich|bin|Fabio|.","'bin' is the 1st person singular of the irregular verb 'sein' (to be).","I am Fabio."
"Mein Name ist Thomas.","Mein|Name|ist|Thomas|.","'Mein' is the possessive pronoun for masculine/neutral words (der Name).","My name is Thomas."
"Mein Vorname ist Paul.","Mein|Vorname|ist|Paul|.","'Vorname' specifically refers to the first name.","My first name is Paul."
"Mein Nachname ist Müller.","Mein|Nachname|ist|Müller|.","'Nachname' specifically refers to the last name.","My last name is Müller."
"Das ist Herr Gibson.","Das|ist|Herr|Gibson|.","'Das ist...' is used to introduce someone else.","That is Mr. Gibson."
"Das ist Frau Evans.","Das|ist|Frau|Evans|.","'Frau' means woman or Mrs.","That is Mrs. Evans."
"Das ist meine Freundin.","Das|ist|meine|Freundin|.","'meine' ends in -e because 'Freundin' is feminine.","That is my girlfriend/female friend."
"Das ist mein Freund.","Das|ist|mein|Freund|.","'mein' has no ending because 'Freund' is masculine.","That is my boyfriend/male friend."
"Wir sind zu zweit.","Wir|sind|zu|zweit|.","'zu zweit' means 'as a pair' or 'two of us'.","There are two of us."
"Er ist ein Star.","Er|ist|ein|Star|.","'er' means 'he', and takes the 'ist' form of 'sein'.","He is a star."
"Wie heißt du?","Wie|heißt|du|?","W-Question: 'Wie' is in position 1, verb in position 2.","What is your name? (informal)"
"Wie heißen Sie?","Wie|heißen|Sie|?","Formal address uses 'Sie' (capitalized) and the -en verb ending.","What is your name? (formal)"
"Wer ist das?","Wer|ist|das|?","'Wer' means 'Who'. Verb is in position 2.","Who is that?"
"Sind Sie Herr Meier?","Sind|Sie|Herr|Meier|?","Yes/No question: the conjugated verb sits in Position 1.","Are you Mr. Meier?"
"Bist du Emma?","Bist|du|Emma|?","'Bist' is the 'du' form of the verb 'sein' (to be).","Are you Emma?"
"Wie ist Ihr Name?","Wie|ist|Ihr|Name|?","'Ihr' (capitalized) is the formal possessive 'Your'.","What is your name? (formal possessive)"
"Wie ist dein Name?","Wie|ist|dein|Name|?","'dein' is the informal possessive 'your'.","What is your name? (informal possessive)"
"Wie ist Ihr Vorname?","Wie|ist|Ihr|Vorname|?","'Vorname' is a masculine noun.","What is your first name? (formal)"
"Wie ist der Nachname?","Wie|ist|der|Nachname|?","Asking for the last name with the definite article 'der'.","What is the last name?"
"Ist das Fabio?","Ist|das|Fabio|?","Verb first makes it a Yes/No question.","Is that Fabio?"
"Ich komme aus Italien.","Ich|komme|aus|Italien|.","Use the preposition 'aus' for countries of origin.","I come from Italy."
"Er kommt aus Spanien.","Er|kommt|aus|Spanien|.","'er' (he) takes the -t ending on regular verbs.","He comes from Spain."
"Sie kommt aus Polen.","Sie|kommt|aus|Polen|.","'sie' (she) takes the -t ending on regular verbs.","She comes from Poland."
"Wir kommen aus Deutschland.","Wir|kommen|aus|Deutschland|.","'Wir' (we) takes the infinitive -en ending.","We come from Germany."
