test_text,answer,test_verb,tip,meaning,grammar_tip
"Ich null später Arzt.","werde","werden","to become (I)","I will become a doctor later.","'werden' (to become): 1st person singular has no vowel change (ich werde)."
"Was null du von Beruf?","wirst","werden","to become (you)","What will you become by profession?","'werden' is irregular: The 'du' form changes the vowel from 'e' to 'i' (du wirst)."
"Er null bald Chef.","wird","werden","to become (he)","He will soon become boss.","'werden': 3rd person singular changes the vowel to 'i' (er wird)."
"Wir null gute Kollegen.","werden","werden","to become (we)","We will become good colleagues.","'werden': The 'wir' form is regular (wir werden)."
"null ihr Architekten?","Werdet","werden","to become (you pl.)","Are you guys becoming architects?","'werden': The 'ihr' form is regular and takes a '-et' ending (ihr werdet)."
"Sie null Studenten an der Uni.","werden","werden","to become (they)","They become students at the university.","'werden': The 'sie' (plural) form is regular (sie werden)."
"Das Wetter null besser.","wird","werden","to become (it)","The weather is getting better.","'werden' can also mean 'to get/become' a certain condition (es wird)."
"Sie arbeitet null Kellnerin.","als","(Preposition)","as","She works as a waitress.","When stating your job or profession, always use 'als' (as)."
"Ich mache ein Praktikum null Programmierer.","als","(Preposition)","as","I am doing an internship as a programmer.","Use 'als' for professional roles."
"Er arbeitet null Siemens.","bei","(Preposition)","at","He works at Siemens.","When stating the name of the company you work for, use 'bei'."
"Ich bin Praktikant null BMW.","bei","(Preposition)","at","I am an intern at BMW.","Use 'bei' for company names."
"Wir arbeiten null einer großen Firma.","in","(Preposition)","in (dative)","We work in a big company.","When not naming the company but describing it, use 'in' + Dative (in einer Firma)."
"Herzlichen Glückwunsch null Geburtstag!","zum","(Preposition)","to the (masc)","Heartfelt congratulations on your birthday!","Fixed phrase: 'Glückwunsch zum' (zu + dem). 'Geburtstag' is masculine."
"Gratuliere null neuen Job!","zum","(Preposition)","to the (masc)","Congratulations on the new job!","'gratulieren' takes 'zu' + Dative. 'Job' is masculine."
"Ich gratuliere null sehr herzlich.","Ihnen","(Dative Pronoun)","you (formal)","I congratulate you very cordially.","The verb 'gratulieren' ALWAYS requires the Dative case for the person (Sie -> Ihnen)."
"Wir gratulieren null zur Prüfung.","dir","(Dative Pronoun)","you (informal)","We congratulate you on the exam.","'gratulieren' takes the Dative case (du -> dir)."
"Er gratuliert null zum Erfolg.","mir","(Dative Pronoun)","me","He congratulates me on the success.","'gratulieren' takes the Dative case (ich -> mir)."
"Ich freue mich null das Wochenende.","auf","(Preposition)","to","I am looking forward to the weekend.","'sich freuen auf' + Accusative is used for looking forward to FUTURE events."
"Wir freuen uns null die Party.","auf","(Preposition)","to","We are looking forward to the party.","'sich freuen auf' (looking forward to the future)."
"Freust du dich null den Urlaub?","auf","(Preposition)","to","Are you looking forward to the vacation?","'sich freuen auf' + Accusative."
"Ich freue mich null das schöne Geschenk.","über","(Preposition)","about","I am happy about the beautiful gift.","'sich freuen über' + Accusative is used for being happy about PRESENT or PAST events (things you already have)."
"Wir freuen uns null die guten Noten.","über","(Preposition)","about","We are happy about the good grades.","'sich freuen über' (happy about something that happened)."
"Heute ist der null Mai.","erste","(Ordinal)","first (nom)","Today is the first of May.","Nominative Date: Ordinal numbers 1-19 take '-te' (der erste)."
"Das Fest ist am null Mai.","ersten","(Ordinal)","first (dat)","The festival is on the first of May.","Dative Date: After 'am', ordinal numbers MUST take an '-n' (am ersten)."
"Heute ist der null Juni.","dritte","(Ordinal)","third (nom)","Today is the third of June.","Nominative Date: 3 is irregular -> 'dritte'."
"Ich komme am null Juni.","dritten","(Ordinal)","third (dat)","I am coming on the third of June.","Dative Date: After 'am' -> 'dritten'."
"Das ist der null August.","zwanzigste","(Ordinal)","twentieth (nom)","That is the twentieth of August.","Nominative Date: Numbers 20+ take '-ste' (zwanzigste)."
"Wir feiern am null August.","zwanzigsten","(Ordinal)","twentieth (dat)","We celebrate on the twentieth of August.","Dative Date: Numbers 20+ take '-sten' after 'am'."
"Der Urlaub ist null 5. bis zum 15. Juli.","vom","(Preposition)","from the","The vacation is from the 5th to the 15th of July.","Timeframes: 'vom' is short for 'von dem' (Dative)."
"Der Kurs ist vom 1. null 10. Mai.","bis zum","(Preposition)","until the","The course is from the 1st to the 10th of May.","Timeframes: Use 'bis zum' (until the) to close a 'vom...' timeframe."
"Das Büro ist null Montag bis Freitag offen.","von","(Preposition)","from","The office is open from Monday to Friday.","Without articles (just days/months), use 'von ... bis'."
"Das Büro ist von Montag null Freitag offen.","bis","(Preposition)","until","The office is open from Monday to Friday.","Without articles, use 'von ... bis'."
"Ich habe die schwere Prüfung null.","bestanden","bestehen","to pass","I passed the difficult exam.","Perfekt tense: 'bestehen' is an inseparable irregular verb. Partizip II is 'bestanden'."
"Er hat sein Studium erfolgreich null.","abgeschlossen","abschließen","to complete","He successfully completed his studies.","Perfekt tense: 'abschließen' is separable and irregular (ab-ge-schlossen)."
"Wir haben am Wochenende viel null.","gefeiert","feiern","to celebrate","We celebrated a lot on the weekend.","Perfekt tense: Regular verb (ge-feier-t)."
"Hast du die Einladung null?","gelesen","lesen","to read","Have you read the invitation?","Perfekt tense: Irregular verb 'lesen' -> 'gelesen'."
"Ich null dich zu meiner Party ein.","lade","einladen","to invite","I invite you to my party.","Separable verb 'einladen'. The 'ich' form is regular."
"Er null mich zum Abendessen ein.","lädt","einladen","to invite","He invites me to dinner.","Separable irregular verb: 'einladen' changes vowel to 'ä' for er/sie/es (er lädt)."
"Wir haben viele Leute null.","eingeladen","einladen","to invite","We invited many people.","Perfekt tense of a separable verb: ein-ge-laden."
"Ich habe gute Erfahrungen null.","gesammelt","sammeln","to collect","I gathered good experiences.","Perfekt tense: Regular verb 'sammeln' -> 'gesammelt'."
"Was bedeutet dieses null?","Wort","das Wort","word","What does this word mean?","Vocabulary context."
"Bitte schreiben Sie einen null.","Satz","der Satz","sentence","Please write a sentence.","'Satz' is masculine accusative here (einen Satz)."
"Wir machen morgen einen null.","Test","der Test","test","We are doing a test tomorrow.","'Test' is masculine accusative (einen Test)."
"Die Kollegen arbeiten gut null.","zusammen","(Adverb)","together","The colleagues work well together.","'zusammen' (together) often goes at the end of the clause."
"Ich brauche null Informationen.","mehr","(Adverb)","more","I need more information.","'mehr' is used as an uninflected comparative."
"Das Projekt ist ein großer null.","Erfolg","der Erfolg","success","The project is a big success.","'Erfolg' is masculine nominative here (ein großer Erfolg)."
"Ich bin mit dem Job null.","zufrieden","(Adjective)","satisfied","I am satisfied with the job.","Fixed combination: 'zufrieden sein mit' (to be satisfied with)."
"Bist du null deinem Gehalt zufrieden?","mit","(Preposition)","with","Are you satisfied with your salary?","'zufrieden' takes 'mit' + Dative."
"Wir wünschen dir alles null!","Gute","(Adjective)","good","We wish you all the best!","Fixed phrase: 'Alles Gute!' (Capitalized as a noun)."
"Ich habe null Ziel erreicht.","mein","(Possessive)","my","I have reached my goal.","'Ziel' is neutral, so in accusative it takes 'mein' (no ending)."
