sentence,words,tip,translation_en
"Mein Kopf tut weh.","Mein|Kopf|tut|weh|.","'wehtun' (to hurt) is a separable verb.","My head hurts."
"Meine Beine tun weh.","Meine|Beine|tun|weh|.","Plural subject (Beine) requires the plural verb 'tun'.","My legs hurt."
"Tut dein Arm weh?","Tut|dein|Arm|weh|?","Question with a separable verb.","Does your arm hurt?"
"Der Bauch tut weh.","Der|Bauch|tut|weh|.","'Bauch' is masculine.","The stomach hurts."
"Meine Augen tun sehr weh.","Meine|Augen|tun|sehr|weh|.","'Augen' is plural.","My eyes hurt a lot."
"Ich bin heute leider krank.","Ich|bin|heute|leider|krank|.","'krank' means sick/ill.","I am unfortunately sick today."
"Er hat hohes Fieber.","Er|hat|hohes|Fieber|.","'Fieber' is neutral.","He has a high fever."
"Ich habe starken Husten.","Ich|habe|starken|Husten|.","'Husten' is masculine accusative here.","I have a bad cough."
"Sie hat leichten Schnupfen.","Sie|hat|leichten|Schnupfen|.","'Schnupfen' means runny nose / sniffles.","She has a slight cold/sniffles."
"Ich brauche dringend ein Aspirin.","Ich|brauche|dringend|ein|Aspirin|.","'Aspirin' is neutral.","I urgently need an aspirin."
"Nehmen Sie diese Tablette.","Nehmen|Sie|diese|Tablette|.","Formal imperative command.","Take this pill."
"Nimm eine Tablette gegen Kopfschmerzen!","Nimm|eine|Tablette|gegen|Kopfschmerzen|!","Informal imperative (du form) of 'nehmen' is 'nimm'.","Take a pill for the headache!"
"Der Arzt verschreibt ein Antibiotikum.","Der|Arzt|verschreibt|ein|Antibiotikum|.","'Antibiotikum' is neutral.","The doctor prescribes an antibiotic."
"Ich muss zum Doktor gehen.","Ich|muss|zum|Doktor|gehen|.","'zum' = zu dem.","I must go to the doctor."
"Der Doktor untersucht den Patienten.","Der|Doktor|untersucht|den|Patienten|.","'Patient' is a weak noun (takes -en in accusative).","The doctor examines the patient."
"Können Sie mich krankschreiben?","Können|Sie|mich|krankschreiben|?","'krankschreiben' means to write a sick note.","Can you write me a sick note?"
"Ich bin für eine Woche krankgeschrieben.","Ich|bin|für|eine|Woche|krankgeschrieben|.","Perfekt participle of a separable verb.","I am signed off sick for a week."
"Machen Sie den Mund auf!","Machen|Sie|den|Mund|auf|!","Separable verb 'aufmachen' (to open).","Open your mouth!"
"Machen Sie die Augen zu!","Machen|Sie|die|Augen|zu|!","Separable verb 'zumachen' (to close).","Close your eyes!"
"Bitte atmen Sie tief ein.","Bitte|atmen|Sie|tief|ein|.","Separable verb 'einatmen' (to breathe in).","Please breathe in deeply."
"Jetzt atmen Sie langsam aus.","Jetzt|atmen|Sie|langsam|aus|.","Separable verb 'ausatmen' (to breathe out).","Now breathe out slowly."
"Heben Sie den rechten Arm.","Heben|Sie|den|rechten|Arm|.","'heben' means to lift/raise.","Lift your right arm."
"Legen Sie sich ins Bett.","Legen|Sie|sich|ins|Bett|.","Reflexive imperative 'sich legen'.","Lie down in bed."
"Sie sehen nicht gut aus.","Sie|sehen|nicht|gut|aus|.","Separable verb 'aussehen' (to look/appear).","You do not look well."
"Was soll ich tun?","Was|soll|ich|tun|?","Modal verb 'sollen' (supposed to/should).","What should I do?"
"Du sollst viel Wasser trinken.","Du|sollst|viel|Wasser|trinken|.","'sollen' conjugation: du sollst.","You should drink a lot of water."
"Er soll im Bett bleiben.","Er|soll|im|Bett|bleiben|.","'sollen' conjugation: er soll.","He should stay in bed."
"Wir sollen Hühnersuppe essen.","Wir|sollen|Hühnersuppe|essen|.","'Hühnersuppe' is chicken soup (good for colds!).","We should eat chicken soup."
"Soll ich das Fenster aufmachen?","Soll|ich|das|Fenster|aufmachen|?","Position 1 for yes/no question.","Should I open the window?"
"Ihr sollt heute relaxen.","Ihr|sollt|heute|relaxen|.","'sollen' conjugation: ihr sollt.","You guys should relax today."
"Sie sollen zweimal täglich Tabletten nehmen.","Sie|sollen|zweimal|täglich|Tabletten|nehmen|.","Formal instruction from a doctor.","You should take pills twice daily."
"Darf ich hier rauchen?","Darf|ich|hier|rauchen|?","Modal verb 'dürfen' (allowed to/may).","May I smoke here?"
"Nein, das ist streng verboten!","Nein|,|das|ist|streng|verboten|!","'verboten' means forbidden.","No, that is strictly forbidden!"
"Hier dürfen Sie nicht parken.","Hier|dürfen|Sie|nicht|parken|.","Formal 'dürfen' with negation.","You are not allowed to park here."
"Du darfst jetzt aufstehen.","Du|darfst|jetzt|aufstehen|.","'dürfen' conjugation: du darfst.","You may get up now."
"Das Baby darf nicht fernsehen.","Das|Baby|darf|nicht|fernsehen|.","'Baby' is neutral. 'dürfen' conjugation: er/sie/es darf.","The baby is not allowed to watch TV."
"Wir dürfen heute spielen.","Wir|dürfen|heute|spielen|.","'dürfen' conjugation: wir dürfen.","We are allowed to play today."
"Dürft ihr schon schwimmen?","Dürft|ihr|schon|schwimmen|?","'dürfen' conjugation: ihr dürft.","Are you guys allowed to swim yet?"
"Rauchen ist hier absolut verboten.","Rauchen|ist|hier|absolut|verboten|.","'absolut' means absolutely.","Smoking is absolutely forbidden here."
"Trinken Sie Tee gegen den Husten.","Trinken|Sie|Tee|gegen|den|Husten|.","'gegen' takes the accusative case.","Drink tea for (against) the cough."
"Was hilft gegen Schnupfen?","Was|hilft|gegen|Schnupfen|?","Common medical question.","What helps against a cold?"
"Wie oft soll ich das nehmen?","Wie|oft|soll|ich|das|nehmen|?","'Wie oft' asks for frequency.","How often should I take that?"
"Nehmen Sie das zweimal am Tag.","Nehmen|Sie|das|zweimal|am|Tag|.","'zweimal' means twice.","Take that twice a day."
"Nehmen Sie das dreimal pro Woche.","Nehmen|Sie|das|dreimal|pro|Woche|.","'pro' means per.","Take that three times per week."
"Welche Sportart machst du gerne?","Welche|Sportart|machst|du|gerne|?","'Sportart' means type of sport.","Which type of sport do you like to do?"
"Mein Lieblingssport ist Basketball.","Mein|Lieblingssport|ist|Basketball|.","Compound noun.","My favorite sport is basketball."
"Wir spielen am Wochenende Tennis.","Wir|spielen|am|Wochenende|Tennis|.","'Tennis' is a neutral loanword.","We play tennis on the weekend."
"Der Athlet trainiert jeden Tag.","Der|Athlet|trainiert|jeden|Tag|.","'Athlet' is a masculine weak noun.","The athlete trains every day."
"Das Training ist sehr hart.","Das|Training|ist|sehr|hart|.","'Training' is a neutral gerund.","The training is very hard."
"Unser Team ist wirklich klasse!","Unser|Team|ist|wirklich|klasse|!","'Team' is neutral.","Our team is really great!"
