test_text,answer,test_verb,tip,meaning,grammar_tip
"Ich brauche null Apfel.","einen","(Indefinite Article)","a (masc)","I need an apple.","'Apfel' is masculine. In the accusative case (direct object), 'ein' becomes 'einen'."
"Wir kaufen null Salat.","einen","(Indefinite Article)","a (masc)","We are buying a salad.","'Salat' is masculine. After the verb 'kaufen' (requires accusative), we use 'einen'."
"Er möchte null Kaffee.","einen","(Indefinite Article)","a (masc)","He would like a coffee.","'Kaffee' is masculine. The accusative form of 'ein' is 'einen'."
"Sie braucht null Tomate.","eine","(Indefinite Article)","a (fem)","She needs a tomato.","'Tomate' is feminine. The accusative form is exactly the same as the nominative: 'eine'."
"Ich kaufe null Flasche Wein.","eine","(Indefinite Article)","a (fem)","I am buying a bottle of wine.","'Flasche' is feminine. The article 'eine' remains 'eine' in the accusative case."
"Wir brauchen null Ei.","ein","(Indefinite Article)","an (neut)","We need an egg.","'Ei' is neutral. The accusative form is exactly the same as the nominative: 'ein'."
"Er kauft null Brot.","ein","(Indefinite Article)","a (neut)","He is buying a bread.","'Brot' is neutral. The article 'ein' remains 'ein' in the accusative case."
"Ich nehme null Apfel.","den","(Definite Article)","the (masc)","I will take the apple.","'Apfel' is masculine. The definite article changes from 'der' to 'den' in the accusative case."
"Brauchst du null Joghurt?","den","(Definite Article)","the (masc)","Do you need the yogurt?","'Joghurt' is masculine. The direct object takes the accusative 'den'."
"Wir kaufen null Gurke.","die","(Definite Article)","the (fem)","We are buying the cucumber.","'Gurke' is feminine. The definite article 'die' stays 'die' in the accusative case."
"Ich bezahle null Brot.","das","(Definite Article)","the (neut)","I am paying for the bread.","'Brot' is neutral. The definite article 'das' stays 'das' in the accusative case."
"Er kauft null Äpfel.","die","(Definite Article)","the (plural)","He buys the apples.","Plural definite articles are always 'die' in the accusative case, regardless of gender."
"Ich habe null Hunger.","keinen","(Negative Article)","no (masc)","I am not hungry (I have no hunger).","'Hunger' is masculine. Negating it in the accusative case requires 'keinen'."
"Wir brauchen null Schinken.","keinen","(Negative Article)","no (masc)","We need no ham.","'Schinken' is masculine. The direct object negation is 'keinen'."
"Ich esse null Marmelade.","keine","(Negative Article)","no (fem)","I eat no jam.","'Marmelade' is feminine. Negating it in the accusative case is 'keine'."
"Er möchte null Milch.","keine","(Negative Article)","no (fem)","He wants no milk.","'Milch' is feminine. The negative article is 'keine'."
"Ich trinke null Bier.","kein","(Negative Article)","no (neut)","I drink no beer.","'Bier' is neutral. Negating it in the accusative case is 'kein'."
"Wir essen null Fleisch.","kein","(Negative Article)","no (neut)","We eat no meat.","'Fleisch' is neutral. The negative article is 'kein'."
"Ich brauche null Eier.","keine","(Negative Article)","no (plural)","I need no eggs.","'Eier' is plural. Plural nouns are negated with 'keine'."
"Wir haben null Tomaten mehr.","keine","(Negative Article)","no (plural)","We have no tomatoes anymore.","'Tomaten' is plural. The plural negative article is 'keine'."
"Ich trinke null Wasser.","-","(Nullartikel)","(zero article)","I drink water.","Uncountable liquids like 'Wasser' take the Nullartikel (no article) when speaking generally."
"Er isst gerne null Fleisch.","-","(Nullartikel)","(zero article)","He likes to eat meat.","Uncountable materials and foods like 'Fleisch' take the Nullartikel."
"Wir kaufen null Tomaten.","-","(Nullartikel)","(zero article)","We are buying tomatoes.","Plural nouns without a specific quantity or definite 'the' take the Nullartikel (they have no indefinite 'a/an')."
"Ich null einen Apfel.","esse","essen","to eat","I am eating an apple.","Regular 'ich' conjugation for 'essen'. Notice the double 's'."
"Was null du gerne?","isst","essen","to eat","What do you like to eat?","Irregular verb! The vowel changes from 'e' to 'i' for the 'du' form (du isst)."
"Er null Fleisch mit Reis.","isst","essen","to eat","He is eating meat with rice.","Irregular verb! The vowel changes from 'e' to 'i' for the 'er/sie/es' form."
"Wir null zusammen.","essen","essen","to eat","We eat together.","The 'wir' (we) form is identical to the infinitive (essen)."
"null ihr gerne Pizza?","Esst","essen","to eat","Do you (plural) like eating pizza?","The 'ihr' (you all) form is regular: stem 'ess' + 't' = 'esst'."
"Ich null einen Kaffee, bitte.","möchte","möchten","would like","I would like a coffee, please.","'möchten' is a polite way to order. The 'ich' form ends in '-e'."
"Was null du trinken?","möchtest","möchten","would like","What would you like to drink?","The 'du' form adds '-est'. Notice how it pushes the main verb (trinken) to the end of the sentence."
"Er null zahlen.","möchte","möchten","would like","He would like to pay.","Irregular! The 'er/sie/es' form of 'möchten' is exactly the same as the 'ich' form (möchte, NOT möchtet)."
"Wir null ein Wasser.","möchten","möchten","would like","We would like a water.","The 'wir' form takes the standard '-en' ending."
"Was null Sie essen?","möchten","möchten","would like","What would you like to eat? (formal)","The formal 'Sie' takes the standard '-en' ending."
"Das null zwei Euro.","kostet","kosten","to cost","That costs two euros.","If the subject is singular (Das / Ein Kilo), the verb takes the singular '-t' ending (kostet)."
"Zwei Kilo Äpfel null vier Euro.","kosten","kosten","to cost","Two kilos of apples cost four euros.","If the subject implies a plural amount (Zwei Kilo), the verb takes the plural '-en' ending (kosten)."
