text,question,answer,distractor1,distractor2,distractor3,translation,tip
"Was kommt heute Abend im Fernsehen? Um 20 Uhr gibt es einen spannenden Krimi.","Was läuft heute um 20 Uhr im Fernsehen?","Ein spannender Krimi.","Eine lustige Komödie.","Die Nachrichten.","Ein Dokumentarfilm.","What is on TV tonight? At 8 PM there is an exciting crime thriller.","Listen for the type of program at 20 Uhr ('Krimi')."
"Ich schaue keine Serien. Ich finde Dokumentationen über Tiere viel interessanter.","Was schaut die Person lieber?","Dokumentationen über Tiere.","Krimis.","Serien auf Netflix.","Die Nachrichten.","I don't watch series. I find documentaries about animals much more interesting.","Listen for the preference 'Dokumentationen über Tiere'."
"Kannst du bitte umschalten? Diese Sendung auf dem Sender ist furchtbar langweilig!","Warum möchte die Person umschalten?","Weil die Sendung langweilig ist.","Weil der Fernseher kaputt ist.","Weil die Nachrichten kommen.","Weil sie ins Bett gehen will.","Can you please change the channel? This show on the channel is terribly boring!","Listen for the reason 'Sendung ... langweilig'."
"Wo ist eigentlich die Fernbedienung? Sie liegt unter dem Sofa, ich hole sie.","Wo ist die Fernbedienung?","Unter dem Sofa.","Auf dem Tisch.","Im Schrank.","Auf dem Fernseher.","Where is the remote control actually? It's lying under the sofa, I'll get it.","Listen for the location 'unter dem Sofa'."
"Ich schalte zuerst den Fernseher ein, dann hole ich mir einen Snack.","Was macht die Person zuerst?","Den Fernseher einschalten.","Einen Snack holen.","Das Internet benutzen.","Einschlafen.","I turn on the TV first, then I get myself a snack.","Listen to the sequence with 'zuerst'."
"Wozu nutzt du das Tablet? Ich lese E-Books und surfe im Internet.","Wofür benutzt sie das Tablet?","Um E-Books zu lesen und im Internet zu surfen.","Um Filme zu schauen.","Um Spiele zu spielen.","Um Musik zu hören.","What do you use the tablet for? I read e-books and surf the internet.","Listen for 'E-Books lesen und surfe'."
"Meine Tastatur ist kaputt. Ich kann am Laptop keine E-Mails mehr schreiben.","Was ist kaputt?","Die Tastatur.","Der Bildschirm.","Der Drucker.","Die Maus.","My keyboard is broken. I cannot write emails on the laptop anymore.","Listen for the broken part 'Tastatur'."
"Ich habe eine neue App für das Kino heruntergeladen, aber ich kann sie nicht installieren.","Was ist das Problem mit der App?","Sie kann sie nicht installieren.","Sie kostet viel Geld.","Sie ist langweilig.","Sie hat sie gelöscht.","I downloaded a new app for the cinema, but I cannot install it.","Listen for 'kann sie nicht installieren'."
"Haben Sie hier WLAN? Mein Smartphone hat leider kein Internet mehr.","Was braucht die Person?","WLAN (Internet).","Eine neue App.","Einen Drucker.","Eine Tastatur.","Do you have Wi-Fi here? My smartphone unfortunately has no internet anymore.","Listen for the request 'WLAN'."
"Als Gastgeber möchte ich euch etwas anbieten. Möchtet ihr Cola oder lieber Wasser?","Was bietet der Gastgeber an?","Cola oder Wasser.","Kaffee oder Tee.","Wein oder Bier.","Snacks oder Essen.","As a host, I would like to offer you guys something. Would you like cola or rather water?","Listen for the drinks offered 'Cola oder Wasser'."
"Die Gäste haben leckere Snacks mitgebracht: Nüsse, Chips und Schokolade!","Was haben die Gäste mitgebracht?","Nüsse, Chips und Schokolade.","Nur Getränke.","Eine Kette.","Einen Fernseher.","The guests brought delicious snacks along: nuts, chips, and chocolate!","Listen for the three snack types."
"Wir essen zuerst die Snacks, dann spielen wir das neue Spiel auf dem Tablet.","Was passiert nach den Snacks?","Sie spielen ein Spiel auf dem Tablet.","Sie gucken einen Film.","Sie gehen schlafen.","Sie trinken Cola.","First we eat the snacks, then we play the new game on the tablet.","Listen for the action after 'dann'."
