test_text,answer,test_verb,tip,meaning,grammar_tip
"null wartest du? - Auf den Bus. (For what)","Worauf","warten","For what (thing)","What are you waiting for? - For the bus.","Präpositionaladverbien für Sachen: Wo + r + auf -> Worauf."
"null wartest du? - Auf Maria. (For whom)","Auf wen","warten","For whom (person)","Who are you waiting for? - For Maria.","Präposition für Personen: Auf + Akkusativ (wen)."
"Ich warte auf den Zug. Ich warte null. (for it)","darauf","warten","for it (thing)","I am waiting for the train. I am waiting for it.","Präpositionaladverbien für Sachen: Da + r + auf -> darauf."
"null freust du dich? - Auf die Reise. (To what)","Worauf","freuen","To what (thing)","What are you looking forward to? - To the trip.","Präpositionaladverbien für Sachen: Wo + r + auf -> Worauf."
"null freust du dich? - Auf meinen Onkel. (To whom)","Auf wen","freuen","To whom (person)","Who are you looking forward to? - To my uncle.","Präposition für Personen: Auf + Akkusativ (wen)."
"Ich freue mich auf den Urlaub. Ich freue mich null. (to it)","darauf","freuen","to it (thing)","I look forward to the vacation. I look forward to it.","Präpositionaladverbien für Sachen: Da + r + auf -> darauf."
"null träumst du? - Von einem Haus am Meer. (Of what)","Wovon","träumen","Of what (thing)","What do you dream of? - Of a house by the sea.","Präpositionaladverbien für Sachen: Wo + von -> Wovon."
"null träumst du? - Von dem Schauspieler. (Of whom)","Von wem","träumen","Of whom (person)","Who do you dream of? - Of the actor.","Präposition für Personen: Von + Dativ (wem)."
"Er träumt von einem Auto. Er träumt null. (of it)","davon","träumen","of it (thing)","He dreams of a car. He dreams of it.","Präpositionaladverbien für Sachen: Da + von -> davon."
"null interessierst du dich? - Für Kunst. (For what)","Wofür","interessieren","For what (thing)","What are you interested in? - In art.","Präpositionaladverbien für Sachen: Wo + für -> Wofür."
"null interessierst du dich? - Für den Sänger. (For whom)","Für wen","interessieren","For whom (person)","Who are you interested in? - In the singer.","Präposition für Personen: Für + Akkusativ (wen)."
"Ich interessiere mich für Mode. Ich interessiere mich null. (for it)","dafür","interessieren","for it (thing)","I am interested in fashion. I am interested in it.","Präpositionaladverbien für Sachen: Da + für -> dafür."
"null erinnerst du dich? - An das alte Haus. (To what/of what)","Woran","erinnern","Of what (thing)","What do you remember? - The old house.","Präpositionaladverbien für Sachen: Wo + r + an -> Woran."
"null erinnerst du dich? - An meine Lehrerin. (Of whom)","An wen","erinnern","Of whom (person)","Who do you remember? - My teacher.","Präposition für Personen: An + Akkusativ (wen)."
"Wir sprechen über den Urlaub. Wir sprechen null. (about it)","darüber","sprechen","about it (thing)","We are talking about the vacation. We are talking about it.","Präpositionaladverbien für Sachen: Da + r + über -> darüber."
"null sprecht ihr? - Über Politik. (About what)","Worüber","sprechen","About what (thing)","What are you talking about? - About politics.","Präpositionaladverbien für Sachen: Wo + r + über -> Worüber."
"null sprecht ihr? - Über den Chef. (About whom)","Über wen","sprechen","About whom (person)","Who are you talking about? - About the boss.","Präposition für Personen: Über + Akkusativ (wen)."
"Wir fahren null Ostsee. (to the - f)","an die","fahren","to the Baltic Sea (Akkusativ, f)","We are driving to the Baltic Sea.","Wechselpräposition 'an' + Akkusativ (Wohin?) -> an die."
"Ich fahre null Meer. (to the - n)","ans","fahren","to the sea (an + das)","I am driving to the sea.","Wechselpräposition 'an' + Akkusativ: an das -> ans."
"Sie fliegen null eine Insel. (to/onto)","auf","fliegen","onto an island (Akkusativ, f)","They are flying to an island.","Wechselpräposition 'auf' + Akkusativ (Wohin?)."
"Wir reisen null USA. (into the - pl)","in die","reisen","into the USA (Akkusativ, pl)","We are traveling to the USA.","Wechselpräposition 'in' + Akkusativ (Länder mit Pluralartikel)."
"Ich fahre null Süden. (into the - m)","in den","fahren","into the South (Akkusativ, m)","I am driving to the South.","Wechselpräposition 'in' + Akkusativ."
