text,question,answer,distractor1,distractor2,distractor3,translation,tip
"Kann ich Ihnen helfen? Ja, können Sie mir bitte die Hosen zeigen?","Was sucht der Kunde?","Hosen.","Eine Jacke.","Einen Mantel.","Schuhe.","Can I help you? Yes, can you please show me the pants?","Listen for the plural noun 'Hosen'."
"Welche Größe brauchen Sie? Ich glaube, ich brauche M.","Welche Größe braucht die Person?","Größe M.","Größe S.","Größe L.","Größe XL.","What size do you need? I think I need M.","Listen for the letter of the size."
"Wow, der Mantel steht dir richtig gut. Ja, aber er ist zu eng.","Wie findet die Person den Mantel?","Er ist zu eng.","Er ist zu weit.","Er ist zu groß.","Er ist zu billig.","Wow, the coat looks really good on you. Yes, but it is too tight.","Listen for the problem with the fit ('zu eng')."
"Du, das T-Shirt hier gefällt mir gut. Ja, aber sieh mal, es ist viel zu klein.","Warum kauft sie das T-Shirt nicht?","Es ist viel zu klein.","Es ist zu teuer.","Es ist nicht schön.","Die Farbe ist schlecht.","Hey, I like this t-shirt here a lot. Yes, but look, it is much too small.","Listen for 'viel zu klein'."
"Was trägst du am liebsten? Ich trage am liebsten Jeans und T-Shirts.","Was trägt die Person am liebsten?","Jeans und T-Shirts.","Röcke und Blusen.","Einen Anzug.","Einen Mantel.","What do you like to wear the most? I prefer wearing jeans and t-shirts the most.","Listen for 'Jeans und T-Shirts'."
"Berliner Mode ist jung, kreativ und chic.","Wie ist die Berliner Mode?","Jung, kreativ und chic.","Teuer und alt.","Langweilig.","Billig.","Berlin fashion is young, creative and chic.","Listen for the three adjectives 'jung, kreativ, chic'."
"Büros sind in München sehr teuer, aber in Berlin geht es.","Wo sind Büros sehr teuer?","In München.","In Berlin.","In Paris.","In Bangladesch.","Offices are very expensive in Munich, but in Berlin it's okay.","Listen for 'München'."
"Meine Haare sind lang und blond, und meine Augen sind braun.","Wie sieht die Person aus?","Lange blonde Haare, braune Augen.","Kurze schwarze Haare.","Lange rote Haare, blaue Augen.","Kurze blonde Haare.","My hair is long and blonde, and my eyes are brown.","Listen for 'lang und blond' and 'braun'."
"Seine Haare sind dunkel, na ja, eigentlich schwarz. Und er ist ziemlich klein.","Wie ist die Person?","Klein und hat schwarze Haare.","Groß und hat blonde Haare.","Groß und hat eine Brille.","Klein und hat blaue Augen.","His hair is dark, well, actually black. And he is quite short.","Listen for 'klein' and 'schwarz'."
"Sie hat blaue Augen, trägt eine Brille und ist sehr groß.","Trägt die Person eine Brille?","Ja, sie trägt eine Brille.","Nein, sie trägt keine Brille.","Sie hat Kontaktlinsen.","Das wird nicht gesagt.","She has blue eyes, wears glasses and is very tall.","Listen for 'trägt eine Brille'."
"Welcher Mantel gefällt dir? Dieser braune Mantel gefällt mir besser.","Welchen Mantel findet die Person besser?","Den braunen Mantel.","Den schwarzen Mantel.","Den blauen Mantel.","Die rote Jacke.","Which coat do you like? I like this brown coat better.","Listen for 'Dieser braune Mantel'."
"Welche Jacke kaufst du? Ich kaufe diese schwarze Jacke hier.","Welche Farbe hat die Jacke?","Schwarz.","Braun.","Blau.","Rot.","Which jacket are you buying? I am buying this black jacket here.","Listen for 'schwarze Jacke'."
"Ich finde, das Kleid steht dir besser als der Rock.","Was steht ihr besser?","Das Kleid.","Der Rock.","Die Hose.","Das T-Shirt.","I think the dress looks better on you than the skirt.","Listen for 'besser als der Rock'."
"Er isst gerne Pizza, aber Pasta isst er lieber.","Was isst er lieber?","Pasta.","Pizza.","Salat.","Suppe.","He likes eating pizza, but he prefers eating pasta.","Listen for what he eats 'lieber' (Pasta)."
"Am liebsten trage ich im Sommer kurze Hosen.","Was trägt die Person am liebsten im Sommer?","Kurze Hosen.","Lange Röcke.","Einen Mantel.","Stiefel.","Most of all, I like to wear short pants in the summer.","Listen for 'kurze Hosen'."
"Diese Schuhe sind billig, aber jene sind schöner.","Wie findet er die anderen Schuhe?","Sie sind schöner.","Sie sind billiger.","Sie sind zu groß.","Sie passen nicht.","These shoes are cheap, but those are more beautiful.","Listen for the comparison 'schöner'."
"Wie sieht Carlotta aus? Sie ist sehr groß und hat kurze Haare.","Hat Carlotta lange Haare?","Nein, sie hat kurze Haare.","Ja, sie hat lange Haare.","Sie hat keine Haare.","Das weiß man nicht.","What does Carlotta look like? She is very tall and has short hair.","Listen for 'kurze Haare'."
"Ist das dein Lieblingsstar? Ja, er ist so groß und hat tolle braune Augen!","Welche Augenfarbe hat der Star?","Braun.","Blau.","Grün.","Schwarz.","Is that your favorite star? Yes, he is so tall and has great brown eyes!","Listen for 'braune Augen'."
"Welche Nationalität hat er? Er kommt aus Spanien, er ist Spanier.","Aus welchem Land kommt er?","Aus Spanien.","Aus Frankreich.","Aus Italien.","Aus Deutschland.","What nationality is he? He comes from Spain, he is a Spaniard.","Listen for 'aus Spanien'."
"Ich brauche unbedingt neue Stiefel für den Winter.","Was braucht die Person?","Neue Stiefel.","Einen neuen Mantel.","Eine warme Jacke.","Einen Anzug.","I definitely need new boots for the winter.","Listen for 'neue Stiefel'."
"Der Anzug ist chic, aber leider viel zu teuer.","Warum kauft er den Anzug nicht?","Er ist zu teuer.","Er ist nicht chic.","Er ist zu eng.","Er ist zu groß.","The suit is chic, but unfortunately much too expensive.","Listen for 'viel zu teuer'."
"Mode aus Paris ist oft sehr teuer und erfolgreich.","Wie ist die Mode aus Paris?","Teuer und erfolgreich.","Billig und jung.","Kreativ aber unbekannt.","Nicht gut.","Fashion from Paris is often very expensive and successful.","Listen for 'teuer und erfolgreich'."
"Ich trage heute ein rotes Kleid und schwarze Schuhe.","Welche Farbe hat das Kleid?","Rot.","Schwarz.","Weiß.","Blau.","I am wearing a red dress and black shoes today.","Listen for 'rotes Kleid'."
"Können Sie mir helfen? Diese Hose passt mir nicht.","Was ist das Problem?","Die Hose passt nicht.","Das T-Shirt ist zu klein.","Sie findet die Boutique nicht.","Der Mantel ist zu eng.","Can you help me? These pants don't fit me.","Listen for 'Hose passt mir nicht'."
"Ich empfehle dir diese Boutique in der Stadtmitte.","Was macht die Person?","Sie empfiehlt eine Boutique.","Sie kauft einen Mantel.","Sie beschreibt einen Filmstar.","Sie fragt nach der Haarfarbe.","I recommend this boutique in the city center to you.","Listen for the verb 'empfehle' and 'Boutique'."
"Ihre Haare sind rot und sie trägt gerne grüne Kleidung.","Welche Farbe trägt sie gerne?","Grün.","Rot.","Blau.","Schwarz.","Her hair is red and she likes wearing green clothing.","Listen for 'grüne Kleidung'."
"Dieser Filmstar ist der erfolgreichste in Deutschland.","Wie erfolgreich ist der Filmstar?","Am erfolgreichsten in Deutschland.","Nicht so erfolgreich.","Erfolgreicher als in Amerika.","Er ist gar nicht bekannt.","This movie star is the most successful in Germany.","Listen for 'der erfolgreichste'."
"Das T-Shirt ist viel zu weit. Haben Sie das auch in Größe S?","Welche Größe sucht die Person?","Größe S.","Größe M.","Größe L.","Größe XL.","The t-shirt is much too loose. Do you also have it in size S?","Listen for the request 'in Größe S'."
"Der Mantel steht dir super! Den musst du kaufen!","Soll die Person den Mantel kaufen?","Ja, der andere sagt, sie muss ihn kaufen.","Nein, er ist zu teuer.","Nein, er passt nicht.","Sie hat ihn schon gekauft.","The coat looks great on you! You must buy it!","Listen for 'steht dir super' and 'musst du kaufen'."
"Welches Kleid kaufst du? Ich glaube, ich nehme dieses blaue hier.","Welches Kleid nimmt sie?","Das blaue Kleid.","Das rote Kleid.","Das grüne Kleid.","Das schwarze Kleid.","Which dress are you buying? I think I'll take this blue one here.","Listen for 'dieses blaue'."
"Ich finde, du siehst heute sehr chic aus in deiner neuen Bluse.","Wie findet die Person die Bluse?","Sehr chic.","Zu eng.","Zu bunt.","Nicht gut.","I think you look very chic today in your new blouse.","Listen for 'sehr chic'."
"Er trägt keine Brille mehr. Er hat jetzt Kontaktlinsen.","Trägt er eine Brille?","Nein, keine Brille mehr.","Ja, immer noch.","Nur beim Lesen.","Nur im Sommer.","He doesn't wear glasses anymore. He has contact lenses now.","Listen for 'keine Brille mehr'."
"Am meisten liebe ich die Musik von diesem Star.","Was liebt sie am meisten?","Die Musik.","Die Filme.","Die Kleidung.","Die Haare.","Most of all I love the music of this star.","Listen for 'die Musik'."
"Berliner Designer sind jung und produzieren ethisch korrekt.","Wie produzieren die Designer?","Ethisch korrekt.","Sehr teuer.","Billig in Bangladesch.","Gar nicht.","Berlin designers are young and produce ethically correctly.","Listen for 'ethisch korrekt'."
"Die Kundin fragt den Verkäufer nach der richtigen Größe.","Mit wem spricht die Kundin?","Mit dem Verkäufer.","Mit einem Filmstar.","Mit ihrem Mann.","Mit einer Freundin.","The customer asks the salesman for the right size.","Listen for 'den Verkäufer'."
"Diese Schuhe sind viel bequemer als jene dort.","Wie sind diese Schuhe im Vergleich?","Bequemer.","Teurer.","Schöner.","Enger.","These shoes are much more comfortable than those there.","Listen for the comparative 'bequemer'."
"Am liebsten gehe ich in diese kleine Boutique einkaufen.","Wo kauft sie am liebsten ein?","In der kleinen Boutique.","Im großen Kaufhaus.","Im Internet.","In Paris.","I prefer shopping in this small boutique the most.","Listen for 'in diese kleine Boutique'."
"Sein Lieblingsstar ist klein, blond und sehr lustig.","Wie ist der Lieblingsstar?","Klein, blond und lustig.","Groß, dunkel und chic.","Alt und erfolgreich.","Groß und trägt eine Brille.","His favorite star is short, blonde and very funny.","Listen for the three descriptors 'klein, blond, lustig'."
"Ich habe braune Haare, aber im Sommer sind sie fast blond.","Welche Farbe haben die Haare normalerweise?","Braun.","Blond.","Schwarz.","Rot.","I have brown hair, but in the summer it is almost blonde.","Listen for the normal state 'braune Haare'."
"Die Jacke ist schön, aber ich mag den Mantel noch lieber.","Was mag die Person lieber?","Den Mantel.","Die Jacke.","Das T-Shirt.","Die Hose.","The jacket is beautiful, but I like the coat even more.","Listen for the comparative 'Mantel noch lieber'."
