test_text,answer,test_verb,tip,meaning,grammar_tip
"Als Kind null ich Astronaut werden. (wanted)","wollte","wollen","Präteritum: ich wollte","As a child I wanted to become an astronaut.","Modalverb Präteritum: ich wollte"
"null du früher Pilot werden? (Did you want)","Wolltest","wollen","Präteritum: du wolltest","Did you want to be a pilot in the past?","Modalverb Präteritum: du wolltest"
"Er null nach Berlin ziehen. (wanted)","wollte","wollen","Präteritum: er wollte","He wanted to move to Berlin.","Modalverb Präteritum: er wollte"
"Wir null immer viel reisen. (wanted)","wollten","wollen","Präteritum: wir wollten","We always wanted to travel a lot.","Modalverb Präteritum: wir wollten"
"In der Schule null ich nicht gut singen. (could)","konnte","können","Präteritum: ich konnte","In school I couldn't sing well.","Modalverb Präteritum: ich konnte"
"null du in Englisch alles verstehen? (could)","Konntest","können","Präteritum: du konntest","Could you understand everything in English?","Modalverb Präteritum: du konntest"
"Sie null sehr schnell laufen. (could - she)","konnte","können","Präteritum: sie konnte","She could run very fast.","Modalverb Präteritum: sie konnte"
"Wir null gestern nicht kommen. (could)","konnten","können","Präteritum: wir konnten","We couldn't come yesterday.","Modalverb Präteritum: wir konnten"
"Ich null jeden Tag Vokabeln lernen. (had to)","musste","müssen","Präteritum: ich musste","I had to learn vocabulary every day.","Modalverb Präteritum: ich musste"
"null du am Wochenende arbeiten? (did you have to)","Musstest","müssen","Präteritum: du musstest","Did you have to work on the weekend?","Modalverb Präteritum: du musstest"
"Er null früh aufstehen. (had to)","musste","müssen","Präteritum: er musste","He had to get up early.","Modalverb Präteritum: er musste"
"Wir null für die Prüfung viel lesen. (had to)","mussten","müssen","Präteritum: wir mussten","We had to read a lot for the exam.","Modalverb Präteritum: wir mussten"
"Als Kind null ich nicht lange fernsehen. (was allowed to)","durfte","dürfen","Präteritum: ich durfte","As a child I wasn't allowed to watch TV long.","Modalverb Präteritum: ich durfte"
"null du abends lange aufbleiben? (were you allowed to)","Durftest","dürfen","Präteritum: du durftest","Were you allowed to stay up late in the evenings?","Modalverb Präteritum: du durftest"
"Sie null kein Schokolade essen. (was allowed to - she)","durfte","dürfen","Präteritum: sie durfte","She wasn't allowed to eat chocolate.","Modalverb Präteritum: sie durfte"
"Wir null nicht im Garten spielen. (were allowed to)","durften","dürfen","Präteritum: wir durften","We weren't allowed to play in the garden.","Modalverb Präteritum: wir durften"
"Der Lehrer sagte, ich null mehr üben. (should)","sollte","sollen","Präteritum: ich sollte","The teacher said I should practice more.","Modalverb Präteritum: ich sollte"
"Ihr null doch das Buch lesen! (should)","solltet","sollen","Präteritum: ihr solltet","You guys were supposed to read the book!","Modalverb Präteritum: ihr solltet"
"Ich null das Fach Mathe überhaupt nicht. (liked)","mochte","mögen","Präteritum: ich mochte","I didn't like the subject math at all.","Modalverb Präteritum: ich mochte"
"null du deinen Deutschlehrer? (did you like)","Mochtest","mögen","Präteritum: du mochtest","Did you like your German teacher?","Modalverb Präteritum: du mochtest"
"Wir null die Schule sehr. (liked)","mochten","mögen","Präteritum: wir mochten","We liked school a lot.","Modalverb Präteritum: wir mochten"
"Ich trinke Kaffee null Zucker. (without)","ohne","ohne","without + Akkusativ","I drink coffee without sugar.","ohne + Akkusativ"
"Er geht nicht null mich ins Kino. (without)","ohne","ohne","without + Akkusativ (mich)","He doesn't go to the cinema without me.","ohne + Akkusativ"
"Wir arbeiten null den Computer. (without)","ohne","ohne","without + Akkusativ (den Computer)","We work without the computer.","ohne + Akkusativ (der Computer -> den Computer)"
"Sie kommt null ihre Freundin zur Party. (without)","ohne","ohne","without + Akkusativ (ihre Freundin)","She comes to the party without her friend.","ohne + Akkusativ (die Freundin -> ihre Freundin)"
"Ich fahre null dem Auto zur Arbeit. (with)","mit","mit","with + Dativ (dem Auto)","I drive to work with the car.","mit + Dativ (das Auto -> dem Auto)"
"Sprichst du null deinem Chef? (with)","mit","mit","with + Dativ (deinem Chef)","Are you talking with your boss?","mit + Dativ (der Chef -> deinem Chef)"
"Wir gehen null den Kollegen essen. (with)","mit","mit","with + Dativ Plural (den Kollegen)","We are going to eat with the colleagues.","mit + Dativ Plural (die Kollegen -> den Kollegen)"
"Sie lernt null ihrer Freundin. (with)","mit","mit","with + Dativ (ihrer Freundin)","She studies with her friend.","mit + Dativ (die Freundin -> ihrer Freundin)"
"Ich bin krank, null bleibe ich zu Hause. (therefore)","deshalb","deshalb","therefore (starts main clause)","I am sick, therefore I am staying home.","deshalb + Verb + Subjekt (Konsequenz)"
"Der Job ist gut bezahlt. null nehme ich ihn. (Therefore)","Deshalb","deshalb","Therefore (starts main clause)","The job is well paid. Therefore I am taking it.","Deshalb + Verb + Subjekt (Konsequenz)"
"Ich mag Mathe nicht, null habe ich es nicht studiert. (therefore)","deshalb","deshalb","therefore (starts main clause)","I don't like math, therefore I didn't study it.","deshalb + Verb + Subjekt (Konsequenz)"
"Er hat keine Zeit, null sagt er den Termin ab. (therefore)","deshalb","deshalb","therefore (starts main clause)","He has no time, therefore he cancels the appointment.","deshalb + Verb + Subjekt (Konsequenz)"
"Ich freue mich, null ich den Job bekomme. (if/when)","wenn","wenn","if (sends verb to end)","I will be happy if I get the job.","wenn + Subjekt ... Verb am Ende (Bedingung)"
"null du Zeit hast, können wir sprechen. (If)","Wenn","wenn","If (sends verb to end)","If you have time, we can speak.","Wenn + Subjekt ... Verb am Ende (Bedingung)"
"Wir machen eine Party, null ich die Prüfung bestehe. (if)","wenn","wenn","if (sends verb to end)","We will have a party if I pass the exam.","wenn + Subjekt ... Verb am Ende (Bedingung)"
"null ich früh aufstehe, bin ich müde. (If/When)","Wenn","wenn","If/When (sends verb to end)","If I get up early, I am tired.","Wenn + Subjekt ... Verb am Ende (Bedingung)"
"Ich denke, null das eine gute Idee ist. (that)","dass","dass","that (sends verb to end)","I think that this is a good idea.","dass + Subjekt ... Verb am Ende"
"Er sagt, null er den Job mag. (that)","dass","dass","that (sends verb to end)","He says that he likes the job.","dass + Subjekt ... Verb am Ende"
"Wir hoffen, null du pünktlich kommst. (that)","dass","dass","that (sends verb to end)","We hope that you come on time.","dass + Subjekt ... Verb am Ende"
"Weißt du, null sie heute Geburtstag hat? (that)","dass","dass","that (sends verb to end)","Do you know that it's her birthday today?","dass + Subjekt ... Verb am Ende"
"Ich glaube, null die Arbeit sehr stressig ist. (that)","dass","dass","that (sends verb to end)","I believe that the work is very stressful.","dass + Subjekt ... Verb am Ende"
"null durftest du als Kind nicht? (What)","Was","dürfen","What","What weren't you allowed to do as a child?","W-Frage"
"In Kunst null ich immer gute Noten. (had)","hatte","haben","Präteritum: ich hatte","In art I always had good grades.","Präteritum: haben -> hatte"
"Mein Lieblingslehrer null Herr Klein. (was)","war","sein","Präteritum: er war","My favorite teacher was Mr. Klein.","Präteritum: sein -> war"
"null du heute ein Meeting mit dem Chef? (Did you have)","Hattest","haben","Präteritum: du hattest","Did you have a meeting with the boss today?","Präteritum: haben -> hattest"
"Ich komme null meinen Rucksack. (without)","ohne","ohne","without + Akkusativ (meinen Rucksack)","I come without my backpack.","ohne + Akkusativ (der Rucksack -> meinen Rucksack)"
"Ich arbeite gerne null dir. (with)","mit","mit","with + Dativ (dir)","I like working with you.","mit + Dativ (du -> dir)"
"null ich den Chef sehe, frage ich ihn. (When/If)","Wenn","wenn","When (sends verb to end)","When I see the boss, I will ask him.","Wenn + Subjekt ... Verb am Ende"
"Die Arbeit ist toll, null bin ich glücklich. (therefore)","deshalb","deshalb","therefore (starts main clause)","The work is great, therefore I am happy.","deshalb + Verb + Subjekt"
"Ich finde, null du das gut gemacht hast. (that)","dass","dass","that (sends verb to end)","I find that you did that well.","dass + Subjekt ... Verb am Ende"
"Ich null (was supposed to) die E-Mail schreiben.","sollte","sollen","Präteritum: ich sollte","I was supposed to write the email.","Modalverb Präteritum: ich sollte"
