test_text,answer,test_verb,tip,meaning,grammar_tip
"Ich null mein Auto reparieren. (let/have done)","lasse","lassen","ich lasse","I am having my car repaired.","Verb: lassen (ich lasse)"
"Du null dir die Haare schneiden. (let/have done)","lässt","lassen","du lässt","You are having your hair cut.","Verb: lassen (du lässt)"
"Er null sich die Pizza liefern. (let/have done)","lässt","lassen","er lässt","He is having the pizza delivered.","Verb: lassen (er/sie/es lässt)"
"Wir null den Anzug reinigen. (let/have done)","lassen","lassen","wir lassen","We are having the suit dry-cleaned.","Verb: lassen (wir lassen)"
"Ihr null euer Fahrrad reparieren. (let/have done)","lasst","lassen","ihr lasst","You guys are having your bike repaired.","Verb: lassen (ihr lasst)"
"Sie null das Bad putzen. (let/have done - Plural)","lassen","lassen","sie lassen","They are having the bathroom cleaned.","Verb: lassen (sie/Sie lassen)"
"Ich gebe es null. (him)","ihm","geben","Akkusativ Pronomen vor Dativ Pronomen","I give it to him.","Objektstellung: Pronomen 'es' (Akk) steht vor Pronomen 'ihm' (Dat)."
"Wir zeigen sie null. (her)","ihr","zeigen","Akkusativ Pronomen vor Dativ Pronomen","We show it (e.g. the bag) to her.","Objektstellung: Pronomen 'sie' (Akk) vor Pronomen 'ihr' (Dat)."
"Kaufst du es null? (me)","mir","kaufen","Akkusativ Pronomen vor Dativ Pronomen","Are you buying it for me?","Objektstellung: Pronomen 'es' (Akk) vor Pronomen 'mir' (Dat)."
"Ich gebe null das Buch. (him)","ihm","geben","Dativ Pronomen vor Akkusativ Nomen","I give him the book.","Objektstellung: Dativ-Pronomen steht vor Akkusativ-Nomen."
"Wir zeigen null das Auto. (her)","ihr","zeigen","Dativ Pronomen vor Akkusativ Nomen","We show her the car.","Objektstellung: Dativ-Pronomen steht vor Akkusativ-Nomen."
"Er schenkt null einen Ring. (me)","mir","schenken","Dativ Pronomen vor Akkusativ Nomen","He gives me a ring.","Objektstellung: Dativ-Pronomen steht vor Akkusativ-Nomen."
"Ich zeige null das Buch. (the man)","dem Mann","zeigen","Dativ Nomen vor Akkusativ Nomen","I show the man the book.","Objektstellung: Dativ-Nomen steht vor Akkusativ-Nomen."
