test_text,answer,test_verb,tip,meaning,grammar_tip
"Ich arbeite, null gehe ich ins Kino. (then)","dann","gehen","then (starts main clause)","I work, then I go to the cinema.","dann + Verb + Subjekt"
"Wir essen, und null sehen wir fern. (then)","dann","sehen","then (starts main clause)","We eat, and then we watch TV.","und dann + Verb + Subjekt"
"Zuerst lade ich die App herunter, null installiere ich sie. (then)","dann","installieren","then (starts main clause)","First I download the app, then I install it.","dann + Verb + Subjekt"
"Er kauft einen Laptop, null ruft er mich an. (then)","dann","anrufen","then (starts main clause)","He buys a laptop, then he calls me.","dann + Verb + Subjekt"
"Ich schalte den Fernseher ein, null suche ich einen Film. (then)","dann","suchen","then (starts main clause)","I turn on the TV, then I look for a movie.","dann + Verb + Subjekt"
"Ich kaufe einen neu null Fernseher. (new - akk m)","en","neu","einen neuen (Akkusativ, m)","I am buying a new television.","Adjektivdeklination nach 'ein' (Akk, maskulin): -en"
"Wir sehen eine spannend null Serie. (exciting - akk f)","e","spannend","eine spannende (Akkusativ, f)","We are watching an exciting series.","Adjektivdeklination nach 'ein' (Akk, feminin): -e"
"Sie hat ein teuer null Tablet gekauft. (expensive - akk n)","es","teuer","ein teures (Akkusativ, n)","She bought an expensive tablet.","Adjektivdeklination nach 'ein' (Akk, neutral): -es"
"Ich esse lecker null Snacks. (delicious - akk pl)","e","lecker","leckere (Akkusativ, plural - no article)","I am eating delicious snacks.","Adjektivdeklination ohne Artikel (Akk, Plural): -e"
"Er schenkt mir keine teur null Geschenke. (expensive - akk pl)","en","teuer","keine teuren (Akkusativ, plural)","He gives me no expensive gifts.","Adjektivdeklination nach 'keine' (Akk, Plural): -en"
"Ich habe für einen gut null Freund ein Geschenk. (good - akk m)","en","gut","einen guten (Akkusativ, m)","I have a gift for a good friend.","Adjektivdeklination nach 'ein' (Akk, maskulin): -en"
"Das ist ein Geschenk für eine lieb null Kollegin. (dear - akk f)","e","lieb","eine liebe (Akkusativ, f)","That is a gift for a dear colleague.","Adjektivdeklination nach 'ein' (Akk, feminin): -e"
"Wir suchen ein praktisch null Geschenk. (practical - akk n)","es","praktisch","ein praktisches (Akkusativ, n)","We are looking for a practical gift.","Adjektivdeklination nach 'ein' (Akk, neutral): -es"
"Ich spreche mit einem alt null Freund. (old - dat m)","en","alt","einem alten (Dativ, m)","I am speaking with an old friend.","Adjektivdeklination nach 'ein' (Dativ, maskulin): -en"
"Das Geschenk ist von einer nett null Kollegin. (nice - dat f)","en","nett","einer netten (Dativ, f)","The gift is from a nice colleague.","Adjektivdeklination nach 'ein' (Dativ, feminin): -en"
"Ich spiele mit einem klein null Kind. (small - dat n)","en","klein","einem kleinen (Dativ, n)","I am playing with a small child.","Adjektivdeklination nach 'ein' (Dativ, neutral): -en"
"Wir feiern mit gut null Freunden. (good - dat pl)","en","gut","guten (Dativ, plural - no article)","We celebrate with good friends.","Adjektivdeklination ohne Artikel (Dativ, Plural): -en"
"Ich tippe auf einer neu null Tastatur. (new - dat f)","en","neu","einer neuen (Dativ, f)","I am typing on a new keyboard.","Adjektivdeklination nach 'ein' (Dativ, feminin): -en"
"Das Video ist auf einem groß null Bildschirm. (large - dat m)","en","groß","einem großen (Dativ, m)","The video is on a large screen.","Adjektivdeklination nach 'ein' (Dativ, maskulin): -en"
"Ich schenke null (my brother) ein Buch.","meinem Bruder","schenken","Dativ (maskulin)","I give my brother a book.","Verben mit Dativ und Akkusativ: Wem? -> Dativ (meinem Bruder)"
"Sie gibt null (her mother) Blumen.","ihrer Mutter","geben","Dativ (feminin)","She gives her mother flowers.","Verben mit Dativ und Akkusativ: Wem? -> Dativ (ihrer Mutter)"
"Wir zeigen null (the guests) die Fotos.","den Gästen","zeigen","Dativ (plural)","We show the guests the photos.","Verben mit Dativ und Akkusativ: Wem? -> Dativ Plural (den Gästen)"
"Kannst du null (me) dein neues Handy zeigen?","mir","zeigen","Dativ (ich -> mir)","Can you show me your new cell phone?","Verben mit Dativ und Akkusativ: Wem? -> Dativ (mir)"
"Er bringt null (us) leckere Snacks mit.","uns","mitbringen","Dativ (wir -> uns)","He brings us delicious snacks.","Verben mit Dativ und Akkusativ: Wem? -> Dativ (uns)"
"Ich leihe null (you) meinen Laptop.","dir","leihen","Dativ (du -> dir)","I lend you my laptop.","Verben mit Dativ und Akkusativ: Wem? -> Dativ (dir)"
"Der Gastgeber bietet null (the guests) Getränke an.","den Gästen","anbieten","Dativ (plural)","The host offers the guests drinks.","Verben mit Dativ und Akkusativ: Wem? -> Dativ Plural (den Gästen)"
"Ich kaufe null (my father) einen Pullover.","meinem Vater","kaufen","Dativ (maskulin)","I am buying my father a sweater.","Verben mit Dativ und Akkusativ: Wem? -> Dativ (meinem Vater)"
"Ich schenke meinem Bruder null (a book).","ein Buch","schenken","Akkusativ (neutral)","I give my brother a book.","Verben mit Dativ und Akkusativ: Was? -> Akkusativ (ein Buch)"
"Sie gibt ihrer Mutter null (the flowers).","die Blumen","geben","Akkusativ (plural)","She gives her mother the flowers.","Verben mit Dativ und Akkusativ: Was? -> Akkusativ (die Blumen)"
"Ich zeige dir null (my new app).","meine neue App","zeigen","Akkusativ (feminin)","I show you my new app.","Verben mit Dativ und Akkusativ: Was? -> Akkusativ (meine neue App)"
"Er leiht mir null (his laptop).","seinen Laptop","leihen","Akkusativ (maskulin)","He lends me his laptop.","Verben mit Dativ und Akkusativ: Was? -> Akkusativ (seinen Laptop)"
"Zuerst essen wir Snacks, null trinken wir Cola. (then)","dann","trinken","then","First we eat snacks, then we drink cola.","dann + Verb + Subjekt"
"Wir haben einen kaputt null Drucker. (broken - akk m)","en","kaputt","einen kaputten (Akkusativ, m)","We have a broken printer.","Adjektivdeklination nach 'ein' (Akk, maskulin): -en"
"Ich höre mit einem neu null Smartphone Musik. (new - dat n)","en","neu","einem neuen (Dativ, n)","I listen to music with a new smartphone.","Adjektivdeklination nach 'ein' (Dativ, neutral): -en"
"Gestern habe ich ein lustig null Video gesehen. (funny - akk n)","es","lustig","ein lustiges (Akkusativ, n)","Yesterday I saw a funny video.","Adjektivdeklination nach 'ein' (Akk, neutral): -es"
"Er hat mir eine wichtig null Nachricht geschickt. (important - akk f)","e","wichtig","eine wichtige (Akkusativ, f)","He sent me an important message.","Adjektivdeklination nach 'ein' (Akk, feminin): -e"
"Sie gratulieren einem nett null Kollegen. (nice - dat m)","en","nett","einem netten (Dativ, m)","They congratulate a nice colleague.","Adjektivdeklination nach 'ein' (Dativ, maskulin): -en"
