sentence,words,tip,translation_en
"Was kommt heute Abend im Fernsehen?","Was|kommt|heute|Abend|im|Fernsehen|?","Asking about TV program","What is on TV tonight?"
"Ich schaue sehr gerne spannende Krimis.","Ich|schaue|sehr|gerne|spannende|Krimis|.","TV preferences","I really like watching exciting crime thrillers."
"Um 20 Uhr gucken wir immer die Nachrichten.","Um|20|Uhr|gucken|wir|immer|die|Nachrichten|.","Time and TV","At 8 PM we always watch the news."
"Die Sendung auf diesem Sender ist furchtbar langweilig.","Die|Sendung|auf|diesem|Sender|ist|furchtbar|langweilig|.","TV vocabulary","The show on this channel is terribly boring."
"Kannst du bitte umschalten?","Kannst|du|bitte|umschalten|?","umschalten","Can you please change the channel?"
"Wo ist eigentlich die Fernbedienung?","Wo|ist|eigentlich|die|Fernbedienung|?","TV vocabulary","Where is the remote control actually?"
"Zuerst essen wir, dann gucken wir einen Film.","Zuerst|essen|wir|,|dann|gucken|wir|einen|Film|.","Konnektor dann","First we eat, then we watch a movie."
"Ich schalte den Laptop ein, dann checke ich meine E-Mails.","Ich|schalte|den|Laptop|ein|,|dann|checke|ich|meine|E-Mails|.","Konnektor dann","I turn on the laptop, then I check my emails."
"Wozu nutzt du das Internet am meisten?","Wozu|nutzt|du|das|Internet|am|meisten|?","Asking about internet usage","What do you use the internet for the most?"
"Ich nutze es für die Arbeit und zum Surfen.","Ich|nutze|es|für|die|Arbeit|und|zum|Surfen|.","Internet usage","I use it for work and for surfing."
"Welche Apps benutzt du auf deinem Smartphone?","Welche|Apps|benutzt|du|auf|deinem|Smartphone|?","Asking about apps","Which apps do you use on your smartphone?"
"Ich habe eine neue App heruntergeladen.","Ich|habe|eine|neue|App|heruntergeladen|.","Tech vocabulary","I downloaded a new app."
"Du musst das Programm erst installieren.","Du|musst|das|Programm|erst|installieren|.","Tech vocabulary","You have to install the program first."
"Ich habe die unwichtigen Dateien gelöscht.","Ich|habe|die|unwichtigen|Dateien|gelöscht|.","Tech vocabulary","I deleted the unimportant files."
"Haben Sie hier WLAN? Ich brauche das Internet.","Haben|Sie|hier|WLAN|?|Ich|brauche|das|Internet|.","Asking for Wi-Fi","Do you have Wi-Fi here? I need the internet."
"Der Bildschirm von meinem Tablet ist kaputt.","Der|Bildschirm|von|meinem|Tablet|ist|kaputt|.","Tech vocabulary","The screen of my tablet is broken."
"Als Gastgeber möchte ich euch etwas anbieten.","Als|Gastgeber|möchte|ich|euch|etwas|anbieten|.","Hosting","As a host, I would like to offer you guys something."
"Darf ich Ihnen ein Getränk anbieten?","Darf|ich|Ihnen|ein|Getränk|anbieten|?","Offering drinks (formal)","May I offer you a drink?"
"Möchtet ihr Chips oder Nüsse?","Möchtet|ihr|Chips|oder|Nüsse|?","Offering snacks","Would you guys like chips or nuts?"
"Ich habe auch etwas Schokolade gekauft.","Ich|habe|auch|etwas|Schokolade|gekauft|.","Snacks","I also bought some chocolate."
"Die Gäste haben leckere Snacks mitgebracht.","Die|Gäste|haben|leckere|Snacks|mitgebracht|.","Dativ/Akkusativ & Adjektivdeklination","The guests brought delicious snacks along."
"Ich trinke lieber ein Glas Wein als Cola.","Ich|trinke|lieber|ein|Glas|Wein|als|Cola|.","Drink preferences","I prefer drinking a glass of wine to cola."
"Welches Fest magst du am liebsten?","Welches|Fest|magst|du|am|liebsten|?","Asking about festivals","Which festival do you like the most?"
"Weihnachten ist ein sehr wichtiges Familienfest.","Weihnachten|ist|ein|sehr|wichtiges|Familienfest|.","Holidays","Christmas is a very important family festival."
"Wir feiern Ostern immer mit den Großeltern.","Wir|feiern|Ostern|immer|mit|den|Großeltern|.","Holidays","We always celebrate Easter with the grandparents."
"Was macht ihr an Silvester?","Was|macht|ihr|an|Silvester|?","Holidays","What are you doing on New Year's Eve?"
