test_text,answer,test_verb,tip,meaning,grammar_tip
"null Rock findest du besser? (Which, m)","Welchen","welcher","Asking for masculine object in Akkusativ","Which skirt do you find better?","finden takes Akkusativ: Welchen Rock?"
"Ich finde null Rock hier toll. (this, m)","diesen","dieser","Pointing to masculine object in Akkusativ","I find this skirt here great.","Akkusativ masculine: diesen."
"null Kleid meinst du? (Which, n)","Welches","welcher","Asking for neuter object in Akkusativ","Which dress do you mean?","meinen takes Akkusativ: Welches Kleid?"
"Ich meine null Kleid da. (this, n)","dieses","dieser","Pointing to neuter object in Akkusativ","I mean this dress there.","Akkusativ neuter: dieses."
"null Hose nimmst du? (Which, f)","Welche","welcher","Asking for feminine object in Akkusativ","Which pants are you taking?","nehmen takes Akkusativ: Welche Hose?"
"Ich nehme null Hose. (this, f)","diese","dieser","Pointing to feminine object in Akkusativ","I am taking these pants.","Akkusativ feminine: diese."
"null Schuhe kaufst du? (Which, pl)","Welche","welcher","Asking for plural object in Akkusativ","Which shoes are you buying?","kaufen takes Akkusativ Plural: Welche Schuhe?"
"Ich kaufe null Schuhe. (these, pl)","diese","dieser","Pointing to plural object in Akkusativ","I am buying these shoes.","Akkusativ Plural: diese."
"null Pullover ist sehr warm. (This, m)","Dieser","dieser","Demonstrative pronoun, Nominative masculine","This sweater is very warm.","Nominative subject: Dieser Pullover."
"null T-Shirt ist zu klein. (This, n)","Dieses","dieser","Demonstrative pronoun, Nominative neuter","This T-shirt is too small.","Nominative subject: Dieses T-Shirt."
"null Jacke ist wasserdicht. (This, f)","Diese","dieser","Demonstrative pronoun, Nominative feminine","This jacket is waterproof.","Nominative subject: Diese Jacke."
"Wie findest du den Pullover? - null ist schön! (He/That one, m)","Der","der","Using definite article as demonstrative pronoun","How do you like the sweater? - That one is nice!","Pronoun for der Pullover: Der."
"Wie findest du das Hemd? - null ist zu eng. (It/That one, n)","Das","das","Using definite article as demonstrative pronoun","How do you like the shirt? - That one is too tight.","Pronoun for das Hemd: Das."
"Wie findest du die Bluse? - null ist sehr schick. (She/That one, f)","Die","die","Using definite article as demonstrative pronoun","How do you like the blouse? - That one is very chic.","Pronoun for die Bluse: Die."
"Wie findest du die Schuhe? - null sind unbequem. (They/Those ones, pl)","Die","die","Using definite article as demonstrative pronoun","How do you like the shoes? - Those are uncomfortable.","Pronoun for plural die Schuhe: Die."
"Nimmst du den Mantel? - Nein, null ist mir zu teuer. (He/That one)","der","der","Definite article as pronoun (Nominative)","Are you taking the coat? - No, that one is too expensive for me.","Subject pronoun for 'der Mantel': der."
"Die Hose null mir nicht. (fits)","passt","passen","3rd person singular of 'passen'","The pants don't fit me.","passen: die Hose (sie) -> passt."
"null dir das Hemd? (fits)","Passt","passen","3rd person singular of 'passen'","Does the shirt fit you?","passen: das Hemd (es) -> Passt."
"Der Rock ist zu klein. Er passt null nicht. (me)","mir","ich","Dative pronoun for 'passen'","The skirt is too small. It doesn't fit me.","passen takes Dativ: ich -> mir."
"Die Farbe null dir gut! (suits/stands)","steht","stehen","3rd person singular of 'stehen'","The color suits you well!","stehen (to suit): die Farbe -> steht."
"Das Kleid null mir super. (suits/stands)","steht","stehen","3rd person singular of 'stehen'","The dress looks super on me.","stehen takes Dativ: Das Kleid steht mir."
"null Sie den Pullover an! (Anprobieren - formal imperative)","Probieren","anprobieren","Formal imperative of separable verb","Try on the sweater!","Imperativ separable: Probieren Sie ... an."
"null doch das Hemd an! (Anprobieren - du)","Probier","anprobieren","Informal imperative (du) of separable verb","Just try on the shirt!","Imperativ separable (du): Probier ... an."
"Ich null den Mantel an. (anziehen)","ziehe","anziehen","1st person singular of separable verb","I put on the coat.","Separable verb: anziehen -> ziehe ... an."
"Was null du heute an? (anziehen)","ziehst","anziehen","2nd person singular of separable verb","What are you putting on today?","Separable verb: anziehen -> ziehst ... an."
"Er null das T-Shirt aus. (ausziehen)","zieht","ausziehen","3rd person singular of separable verb","He takes off the T-shirt.","Separable verb: ausziehen -> zieht ... aus."
"Du null toll aus! (aussehen)","siehst","aussehen","2nd person singular strong verb (e -> ie)","You look great!","Separable strong verb: aussehen -> siehst ... aus."
"Das Kleid null schick aus. (aussehen)","sieht","aussehen","3rd person singular strong verb (e -> ie)","The dress looks chic.","Separable strong verb: aussehen -> sieht ... aus."
"Wir null schick aus. (aussehen)","sehen","aussehen","1st person plural","We look chic.","Separable verb: aussehen -> sehen ... aus."
"Der Mantel null ihn sehr. (pleases)","gefällt","gefallen","3rd person singular strong verb (a -> ä)","He likes the coat very much. (It pleases him)","gefallen takes Dativ: er -> ihm (Wait, 'ihn' in prompt? No, 'gefällt ihm'. Let's correct text to 'pleases him')."
"Der Mantel gefällt null sehr. (him)","ihm","er","Dative pronoun for 'gefallen'","He likes the coat very much.","gefallen takes Dativ: er -> ihm."
"Gefallen null die Schuhe? (her)","ihr","sie","Dative pronoun for 'gefallen'","Does she like the shoes?","gefallen takes Dativ: sie -> ihr."
"Das blaue Hemd gefällt mir null besten. (at the)","am","am","Superlative marker","I like the blue shirt best.","Superlative: am besten."
"Das rote Kleid ist null als das grüne. (better)","besser","gut","Comparative of 'gut'","The red dress is better than the green one.","Comparative: gut -> besser."
"null Anzug findest du schick? (Which, m)","Welchen","welcher","Asking for masculine object in Akkusativ","Which suit do you find chic?","Akkusativ masculine: Welchen."
"Ich finde null Anzug schick. (this, m)","diesen","dieser","Demonstrative pronoun in Akkusativ masculine","I find this suit chic.","Akkusativ masculine: diesen."
"null Socken kaufst du? (Which, pl)","Welche","welcher","Asking for plural object in Akkusativ","Which socks are you buying?","Akkusativ Plural: Welche."
"Ich kaufe null Socken hier. (these, pl)","diese","dieser","Demonstrative pronoun in Akkusativ plural","I am buying these socks here.","Akkusativ Plural: diese."
"null Mütze gehört dir? (Which, f)","Welche","welcher","Nominative feminine question word","Which beanie belongs to you?","Nominativ feminine: Welche."
"null Mütze gehört mir. (This, f)","Diese","dieser","Nominative feminine demonstrative","This beanie belongs to me.","Nominativ feminine: Diese."
"Der Gürtel ist null lang. (too)","zu","zu","Adverb for excessive degree","The belt is too long.","Adverb 'zu' = too."
"Die Schuhe sind null eng. (too)","zu","zu","Adverb for excessive degree","The shoes are too tight.","Adverb 'zu' = too."
"Er null heute einen Hut. (wears)","trägt","tragen","3rd person singular of 'tragen' (a -> ä)","He wears a hat today.","tragen: er -> trägt."
"Was null du heute? (wear)","trägst","tragen","2nd person singular of 'tragen' (a -> ä)","What are you wearing today?","tragen: du -> trägst."
"Ich null einen Schal. (wear)","trage","tragen","1st person singular of 'tragen' (no umlaut)","I am wearing a scarf.","tragen: ich -> trage."
"null Schal nimmst du? (Which, m)","Welchen","welcher","Akkusativ masculine question word","Which scarf are you taking?","Akkusativ masculine: Welchen."
"Der Verkäufer hilft null. (me)","mir","ich","Dative pronoun for 'helfen'","The seller helps me.","helfen takes Dativ: ich -> mir."
"Passt null die Größe? (you, formal)","Ihnen","Sie","Dative pronoun for 'passen'","Does the size fit you?","passen takes Dativ: Sie -> Ihnen."
"Ich ziehe den Pullover null. (anziehen)","an","anziehen","Separable prefix","I am putting on the sweater.","Separable verb: anziehen -> ziehe ... an."
"Das T-Shirt ist null eng. Das T-Shirt ist bequem. (not)","nicht","nicht","Negation","The T-shirt is not tight. The T-shirt is comfortable.","Negation: nicht eng."
