sentence,words,tip,translation_en
"Wann hast du Geburtstag?","Wann|hast|du|Geburtstag|?","Asking for a birthday date.","When is your birthday?"
"Ich habe im Januar Geburtstag.","Ich|habe|im|Januar|Geburtstag|.","Answering with the month.","My birthday is in January."
"Ich habe am ersten Mai Geburtstag.","Ich|habe|am|ersten|Mai|Geburtstag|.","Answering with an exact date.","My birthday is on the first of May."
"Wann hat Anna Geburtstag?","Wann|hat|Anna|Geburtstag|?","Asking for someone else's birthday.","When is Anna's birthday?"
"Sie hat am dritten August Geburtstag.","Sie|hat|am|dritten|August|Geburtstag|.","Answering with a specific date.","Her birthday is on the third of August."
"Herzlichen Glückwunsch zum Geburtstag!","Herzlichen|Glückwunsch|zum|Geburtstag|!","Standard birthday greeting.","Happy Birthday! (Congratulations on your birthday)"
"Alles Gute zum Geburtstag!","Alles|Gute|zum|Geburtstag|!","Alternative birthday greeting.","All the best for your birthday!"
"Ich lade dich zu meiner Party ein.","Ich|lade|dich|zu|meiner|Party|ein|.","Inviting someone.","I invite you to my party."
"Vielen Dank für die Einladung!","Vielen|Dank|für|die|Einladung|!","Accepting an invitation.","Thank you very much for the invitation!"
"Was schenkst du Paco?","Was|schenkst|du|Paco|?","Asking about a gift.","What are you giving Paco?"
"Ich schenke ihm einen Gutschein.","Ich|schenke|ihm|einen|Gutschein|.","Stating what you give a male.","I am giving him a voucher."
"Ich schenke ihr Blumen.","Ich|schenke|ihr|Blumen|.","Stating what you give a female.","I am giving her flowers."
"Wo bist du gestern gewesen?","Wo|bist|du|gestern|gewesen|?","Perfekt of 'sein'.","Where were you yesterday?"
"Ich bin in München gewesen.","Ich|bin|in|München|gewesen|.","Answering where you were.","I was in Munich."
"Bist du nach Berlin gefahren?","Bist|du|nach|Berlin|gefahren|?","Perfekt with 'sein' for travel.","Did you travel to Berlin?"
"Ja, ich bin mit dem Zug gefahren.","Ja|,|ich|bin|mit|dem|Zug|gefahren|.","Confirming travel and mode.","Yes, I traveled by train."
"Wir sind nach Spanien geflogen.","Wir|sind|nach|Spanien|geflogen|.","Perfekt of 'fliegen'.","We flew to Spain."
