test_text,answer,test_verb,tip,meaning,grammar_tip
"Ich null nach Spanien reisen. (want)","will","wollen","1st person singular of 'wollen'","I want to travel to Spain.","wollen: ich -> will (irregular!)."
"null du Schauspieler werden? (want)","Willst","wollen","2nd person singular of 'wollen'","Do you want to become an actor?","wollen: du -> willst."
"Sie null unbedingt reich werden. (she wants)","will","wollen","3rd person singular of 'wollen'","She absolutely wants to become rich.","wollen: er/sie/es -> will (no -t ending!)."
"Wir null nächstes Jahr heiraten. (want)","wollen","wollen","1st person plural of 'wollen'","We want to get married next year.","wollen: wir -> wollen."
"Was null ihr machen? (want)","wollt","wollen","2nd person plural of 'wollen'","What do you all want to do?","wollen: ihr -> wollt."
"Sie (plural) null eine Familie gründen. (want)","wollen","wollen","3rd person plural of 'wollen'","They want to start a family.","wollen: sie -> wollen."
"Was null Sie werden? (want, formal)","wollen","wollen","Formal 'you' of 'wollen'","What do you want to become?","wollen: Sie -> wollen."
"Ich null bald Arzt. (become)","werde","werden","1st person singular of 'werden'","I will become a doctor soon.","werden: ich -> werde."
"Was null du von Beruf? (become)","wirst","werden","2nd person singular of 'werden' (e -> i)","What are you becoming by profession?","werden: du -> wirst (irregular!)."
"Sie null Chefin. (becomes)","wird","werden","3rd person singular of 'werden' (e -> i)","She is becoming the boss.","werden: er/sie/es -> wird (irregular!)."
"Wir null bald Eltern. (become)","werden","werden","1st person plural of 'werden'","We are becoming parents soon.","werden: wir -> werden."
"Ihr null immer besser. (become)","werdet","werden","2nd person plural of 'werden'","You are all getting better and better.","werden: ihr -> werdet."
"Sie (plural) null Lehrer. (become)","werden","werden","3rd person plural of 'werden'","They are becoming teachers.","werden: sie -> werden."
"Ich will viel Geld null. (earn)","verdienen","verdienen","Infinitive verb at the end of the sentence","I want to earn a lot of money.","Modal syntax: wollen + Infinitive at the end."
"Willst du die Prüfung null? (pass)","bestehen","bestehen","Infinitive verb at the end of the sentence","Do you want to pass the exam?","Modal syntax: wollen + Infinitive at the end."
"Wir wollen durch Europa null. (travel)","reisen","reisen","Infinitive verb at the end of the sentence","We want to travel through Europe.","Modal syntax: wollen + Infinitive at the end."
"Er will seine Ausbildung null. (finish)","abschließen","abschließen","Infinitive verb at the end of the sentence","He wants to finish his apprenticeship.","Modal syntax: wollen + Infinitive at the end (separable verbs stay together here)."
"Wollen Sie im Ausland null? (study)","studieren","studieren","Infinitive verb at the end of the sentence","Do you want to study abroad?","Modal syntax: wollen + Infinitive at the end."
"Ich null eine Pizza. (would like)","möchte","möchten","1st person singular 'möchten' for polite wishes","I would like a pizza.","Difference: 'möchten' is polite wish, 'wollen' is strong plan."
"Ich null Chef werden! (want strongly)","will","wollen","1st person singular 'wollen' for strong intention","I want to become a boss!","Difference: 'wollen' expresses a firm plan/intention."
"Ich reise null einem Monat durch Europa. (for/since)","seit","seit","Preposition indicating an ongoing past action","I have been traveling through Europe for a month.","seit + Dativ (einem Monat)."
"Ich mache eine Ausbildung null Mechaniker. (as a)","zum","zu","Preposition 'zu dem' for professions","I am doing an apprenticeship to become a mechanic.","Ausbildung zum (masc) / zur (fem)."
"Sie macht eine Ausbildung null Friseurin. (as a)","zur","zu","Preposition 'zu der' for professions","She is doing an apprenticeship to become a hairdresser.","Ausbildung zur (fem)."
"Ich null gestern die Prüfung bestanden! (have)","habe","haben","1st person singular auxiliary for Perfekt","I passed the exam yesterday!","Perfekt: ich habe ... bestanden."
"Wir null viel Geld verdient. (have)","haben","haben","1st person plural auxiliary for Perfekt","We earned a lot of money.","Perfekt: wir haben ... verdient."
"Er ist nach Amerika null. (fliegen - Partizip II)","geflogen","fliegen","Partizip II with auxiliary 'sein'","He flew to America.","Perfekt with 'sein' for motion: geflogen."
