text,question,answer,distractor1,distractor2,distractor3,translation,tip
"Was hast du gestern gemacht? - Ich habe den ganzen Tag gearbeitet.","Was hat die Person gestern gemacht?","Gearbeitet","Gelernt","Eingekauft","Gespielt","What did you do yesterday? - I worked all day.","Listen to the past participle 'gearbeitet'."
"Hast du gestern gelernt? - Ja, am Vormittag habe ich gelernt. Und am Nachmittag habe ich Fußball gespielt.","Was hat die Person am Nachmittag gemacht?","Fußball gespielt","Gelernt","Ferngesehen","Gearbeitet","Did you study yesterday? - Yes, in the morning I studied. And in the afternoon I played soccer.","Pay attention to the time 'am Nachmittag'."
"Ich habe am Wochenende nicht gekocht. Ich habe Pizza bestellt!","Hat die Person am Wochenende gekocht?","Nein, sie hat Pizza bestellt.","Ja, sie hat Pizza gekocht.","Ja, sie hat Suppe gekocht.","Sie hat im Restaurant gegessen.","I didn't cook on the weekend. I ordered pizza!","Listen to the negation 'nicht gekocht'."
"Wir haben gestern Abend einen Film gesehen. Er war super!","Wie war der Film?","Super","Langweilig","Schlecht","Zu lang","We saw a movie last night. It was super!","Listen to the adjective describing the movie."
"Zuerst habe ich gefrühstückt. Dann habe ich E-Mails geschrieben.","Was hat die Person zuerst gemacht?","Gefrühstückt","E-Mails geschrieben","Geduscht","Gelernt","First I had breakfast. Then I wrote emails.","'Zuerst' means first."
"Hast du am Samstag eingekauft? - Nein, ich habe am Freitag eingekauft.","Wann hat die Person eingekauft?","Am Freitag","Am Samstag","Am Sonntag","Am Wochenende","Did you shop on Saturday? - No, I shopped on Friday.","Listen to the correction 'am Freitag'."
"Ich habe gestern lange telefoniert. - Mit wem? - Mit meiner Mutter.","Mit wem hat die Person telefoniert?","Mit ihrer Mutter","Mit Anna","Mit dem Chef","Mit einem Freund","I talked on the phone for a long time yesterday. - With whom? - With my mother.","Listen to the person named after 'Mit'."
"Wir haben das Wohnzimmer aufgeräumt. Es war sehr anstrengend.","Was haben sie aufgeräumt?","Das Wohnzimmer","Die Küche","Das Schlafzimmer","Den Garten","We tidied up the living room. It was very exhausting.","Listen to the room mentioned."
"Was hast du studiert? - Ich habe in Berlin Informatik studiert.","Was hat die Person studiert?","Informatik","Medizin","Deutsch","Mathematik","What did you study? - I studied computer science in Berlin.","Listen for the subject of study."
"Hast du die Hausaufgaben gemacht? - Ja, ich habe alle Vokabeln gelernt.","Hat die Person die Hausaufgaben gemacht?","Ja, sie hat Vokabeln gelernt.","Nein, sie hat es vergessen.","Sie hat den Text gelesen.","Sie hat keine Hausaufgaben.","Did you do the homework? - Yes, I learned all the vocabulary.","Listen to the confirmation 'Ja'."
"Ich habe gestern Musik gehört und dann habe ich geschlafen.","Was hat die Person vor dem Schlafen gemacht?","Musik gehört","Gelesen","Ferngesehen","Gekocht","I listened to music yesterday and then I slept.","'vor dem Schlafen' means before sleeping. She listened to music then slept."
"Hast du das Buch gekauft? - Nein, es war zu teuer.","Hat die Person das Buch gekauft?","Nein, es war zu teuer.","Ja, es war billig.","Ja, im Internet.","Sie hat ein Heft gekauft.","Did you buy the book? - No, it was too expensive.","Listen to the reason for 'Nein'."
"Was habt ihr gestern Abend gemacht? - Wir haben zusammen gekocht und dann ferngesehen.","Was haben sie NACH dem Kochen gemacht?","Ferngesehen","Musik gehört","Geschlafen","Eingekauft","What did you do last night? - We cooked together and then watched TV.","'Nach' means after. After cooking, they watched TV."
"Ich habe gestern Anna getroffen. Wir haben einen Kaffee getrunken.","Wen hat die Person getroffen?","Anna","Tom","Den Chef","Ihre Mutter","I met Anna yesterday. We drank a coffee.","Listen for the name of the person met."
"Der Vormittag war stressig. Ich habe von 8 bis 12 Uhr gearbeitet.","Wie lange hat die Person gearbeitet?","Von 8 bis 12 Uhr","Von 9 bis 12 Uhr","Von 8 bis 13 Uhr","Zwei Stunden","The morning was stressful. I worked from 8 to 12.","Listen to the exact timeframe."
"Hast du die E-Mail geschrieben? - Oh, nein! Das habe ich vergessen!","Hat die Person die E-Mail geschrieben?","Nein, sie hat es vergessen.","Ja, gestern Abend.","Ja, heute Morgen.","Sie schreibt einen Brief.","Did you write the email? - Oh, no! I forgot that!","'vergessen' means forgot."
"Am Samstag habe ich lange geschlafen. Bis 11 Uhr!","Bis wann hat die Person geschlafen?","Bis 11 Uhr","Bis 10 Uhr","Bis 9 Uhr","Bis 12 Uhr","On Saturday I slept late. Until 11 o'clock!","Listen for the exact time."
"Wir haben gestern im Restaurant gegessen. Das Essen war sehr lecker.","Wo haben sie gegessen?","Im Restaurant","Zu Hause","Bei Freunden","In der Kantine","We ate in the restaurant yesterday. The food was very delicious.","Listen for the location 'im Restaurant'."
"Hast du den Zeitungsartikel gelesen? - Ja, sehr interessant!","Wie fand die Person den Zeitungsartikel?","Sehr interessant","Langweilig","Zu lang","Schlecht","Did you read the newspaper article? - Yes, very interesting!","Listen to the adjective 'interessant'."
