sentence,words,tip,translation_en
"Guten Tag, ich brauche einen Termin.","Guten|Tag|,|ich|brauche|einen|Termin|.","Stating the need for an appointment.","Good day, I need an appointment."
"Haben Sie am Montag Zeit?","Haben|Sie|am|Montag|Zeit|?","Asking for availability on a specific day.","Do you have time on Monday?"
"Passt es Ihnen am Dienstag um 15 Uhr?","Passt|es|Ihnen|am|Dienstag|um|15|Uhr|?","Suggesting an appointment time (formal).","Does Tuesday at 3 PM suit you?"
"Ja, das passt mir sehr gut.","Ja|,|das|passt|mir|sehr|gut|.","Confirming an appointment time.","Yes, that suits me very well."
"Nein, da habe ich leider keine Zeit.","Nein|,|da|habe|ich|leider|keine|Zeit|.","Declining a proposed time politely.","No, unfortunately I don't have time then."
"Geht es auch am Mittwoch?","Geht|es|auch|am|Mittwoch|?","Asking for an alternative day.","Does Wednesday also work?"
"Ich muss den Termin leider absagen.","Ich|muss|den|Termin|leider|absagen|.","Canceling an appointment.","I unfortunately have to cancel the appointment."
"Ich bin heute krank.","Ich|bin|heute|krank|.","Giving a reason for canceling.","I am sick today."
"Können wir den Termin verschieben?","Können|wir|den|Termin|verschieben|?","Asking to reschedule.","Can we postpone the appointment?"
"Wir verschieben die Besprechung auf Freitag.","Wir|verschieben|die|Besprechung|auf|Freitag|.","Stating the new time.","We are moving the meeting to Friday."
"Soll ich Ihnen helfen?","Soll|ich|Ihnen|helfen|?","Offering help using 'sollen' (formal).","Should I help you?"
"Soll ich dir helfen?","Soll|ich|dir|helfen|?","Offering help using 'sollen' (informal).","Should I help you?"
"Soll ich das Fenster zumachen?","Soll|ich|das|Fenster|zumachen|?","Offering to do a task.","Should I close the window?"
"Soll ich einen Techniker schicken?","Soll|ich|einen|Techniker|schicken|?","Offering a solution to a problem.","Should I send a technician?"
"Ja, bitte. Das ist sehr nett.","Ja|,|bitte|.|Das|ist|sehr|nett|.","Accepting an offer of help.","Yes, please. That is very nice."
"Nein danke, das mache ich schon.","Nein|danke|,|das|mache|ich|schon|.","Declining an offer of help.","No thanks, I will do that myself."
"Rezeption Hotel Meier, guten Tag.","Rezeption|Hotel|Meier|,|guten|Tag|.","Standard hotel reception greeting.","Reception Hotel Meier, good day."
"Ich habe ein Problem im Zimmer.","Ich|habe|ein|Problem|im|Zimmer|.","Reporting an issue.","I have a problem in the room."
"Der Fernseher ist kaputt.","Der|Fernseher|ist|kaputt|.","Reporting a broken item.","The TV is broken."
"Das Internet funktioniert nicht.","Das|Internet|funktioniert|nicht|.","Reporting a technical issue.","The internet is not working."
"Die Heizung ist kalt.","Die|Heizung|ist|kalt|.","Reporting a heating issue.","The heating is cold."
"Können Sie das reparieren?","Können|Sie|das|reparieren|?","Asking for repairs.","Can you repair that?"
"Ich schicke sofort den Hausmeister.","Ich|schicke|sofort|den|Hausmeister|.","Promising immediate action.","I will send the caretaker immediately."
"Der Monteur kommt gleich.","Der|Monteur|kommt|gleich|.","Reassuring that help is on the way.","The mechanic is coming right away."
"Können Sie mir ein neues Handtuch bringen?","Können|Sie|mir|ein|neues|Handtuch|bringen|?","Requesting an item in a hotel.","Can you bring me a new towel?"
"Wir haben keine Seife mehr.","Wir|haben|keine|Seife|mehr|.","Reporting a missing item.","We have no more soap."
"Seit wann lernen Sie Deutsch?","Seit|wann|lernen|Sie|Deutsch|?","Asking about duration (past to present).","Since when have you been learning German?"
"Ich lerne seit einem Monat Deutsch.","Ich|lerne|seit|einem|Monat|Deutsch|.","Stating duration with 'seit'.","I have been learning German for a month."
"Ich wohne seit einem Jahr hier.","Ich|wohne|seit|einem|Jahr|hier|.","Stating duration of residence.","I have lived here for a year."
"Ab wann ist das Restaurant geöffnet?","Ab|wann|ist|das|Restaurant|geöffnet|?","Asking for a starting time.","From what time is the restaurant open?"
"Das Restaurant ist ab 18 Uhr geöffnet.","Das|Restaurant|ist|ab|18|Uhr|geöffnet|.","Stating a starting time with 'ab'.","The restaurant is open from 6 PM."
"Ab morgen habe ich Urlaub.","Ab|morgen|habe|ich|Urlaub|.","Stating a future status.","Starting tomorrow I am on vacation."
"Von Montag bis Freitag muss ich arbeiten.","Von|Montag|bis|Freitag|muss|ich|arbeiten|.","Stating a schedule span.","From Monday to Friday I have to work."
"Ich bin von 10 bis 12 Uhr in einer Sitzung.","Ich|bin|von|10|bis|12|Uhr|in|einer|Sitzung|.","Stating unavailability.","I am in a meeting from 10 to 12 o'clock."
"Was soll ich dem Chef sagen?","Was|soll|ich|dem|Chef|sagen|?","Asking for instructions.","What should I tell the boss?"
"Sagen Sie ihm, ich komme später.","Sagen|Sie|ihm|,|ich|komme|später|.","Giving instructions to pass on.","Tell him I am coming later."
"Bitte rufen Sie mich zurück.","Bitte|rufen|Sie|mich|zurück|.","Asking for a callback.","Please call me back."
"Ich hinterlasse eine Nachricht auf dem Anrufbeantworter.","Ich|hinterlasse|eine|Nachricht|auf|dem|Anrufbeantworter|.","Describing leaving a message.","I am leaving a message on the answering machine."
"Die Klimaanlage ist zu laut.","Die|Klimaanlage|ist|zu|laut|.","Complaining about noise.","The air conditioning is too loud."
"Das Licht im Bad geht nicht.","Das|Licht|im|Bad|geht|nicht|.","Reporting a light issue.","The light in the bathroom doesn't work."
"Der Wecker hat nicht geklingelt.","Der|Wecker|hat|nicht|geklingelt|.","Explaining why you are late.","The alarm clock didn't ring."
"Ich komme 10 Minuten später.","Ich|komme|10|Minuten|später|.","Announcing a delay.","I will be 10 minutes late."
"Ist der Termin sehr dringend?","Ist|der|Termin|sehr|dringend|?","Asking about urgency.","Is the appointment very urgent?"
"Ja, ich habe Zahnschmerzen.","Ja|,|ich|habe|Zahnschmerzen|.","Giving an urgent reason.","Yes, I have a toothache."
"Die Praxis ist leider schon geschlossen.","Die|Praxis|ist|leider|schon|geschlossen|.","Stating business hours are over.","The practice is unfortunately already closed."
"Wir haben morgen früh noch einen Termin frei.","Wir|haben|morgen|früh|noch|einen|Termin|frei|.","Offering the next available slot.","We still have an appointment free tomorrow morning."
"Sollen wir uns am Wochenende treffen?","Sollen|wir|uns|am|Wochenende|treffen|?","Suggesting a meeting.","Should we meet on the weekend?"
"Ich warte seit 20 Minuten auf dich.","Ich|warte|seit|20|Minuten|auf|dich|.","Complaining about waiting time.","I have been waiting for you for 20 minutes."
"Der Friseur hat den Termin verschoben.","Der|Friseur|hat|den|Termin|verschoben|.","Reporting a changed appointment.","The hairdresser postponed the appointment."
"Die Besprechung fängt pünktlich an.","Die|Besprechung|fängt|pünktlich|an|.","Emphasizing punctuality.","The meeting starts punctually."
"Ich soll dich vom Chef grüßen.","Ich|soll|dich|vom|Chef|grüßen|.","Passing on greetings.","I am supposed to pass on greetings to you from the boss."
"Können wir heute Abend telefonieren?","Können|wir|heute|Abend|telefonieren|?","Asking for a phone call.","Can we talk on the phone tonight?"
"Ich habe Ihre Anzeige gelesen.","Ich|habe|Ihre|Anzeige|gelesen|.","Referring to an advertisement.","I read your ad."
"Das ist sehr wichtig.","Das|ist|sehr|wichtig|.","Emphasizing importance.","That is very important."
"Ich kümmere mich sofort darum.","Ich|kümmere|mich|sofort|darum|.","Promising to take care of something.","I will take care of it immediately."
"Der Zimmerservice bringt Ihnen gleich das Frühstück.","Der|Zimmerservice|bringt|Ihnen|gleich|das|Frühstück|.","Promising service delivery.","Room service will bring you breakfast shortly."
"Das tut mir wirklich leid.","Das|tut|mir|wirklich|leid|.","Apologizing for a problem.","I am really sorry about that."
"Soll ich die Polizei anrufen?","Soll|ich|die|Polizei|anrufen|?","Offering emergency help.","Should I call the police?"
"Wir brauchen Hilfe.","Wir|brauchen|Hilfe|.","Stating an emergency/need.","We need help."
"Alles ist wieder in Ordnung.","Alles|ist|wieder|in|Ordnung|.","Confirming a problem is fixed.","Everything is fine again."
