test_text,answer,test_verb,tip,meaning,grammar_tip
"Ich null gut schwimmen.","kann","können","1st person singular of 'können'","I can swim well.","können: ich -> kann."
"null du kochen?","Kannst","können","2nd person singular of 'können'","Can you cook?","können: du -> kannst."
"Er null toll singen!","kann","können","3rd person singular of 'können'","He can sing great!","können: er/sie/es -> kann."
"Wir null ein bisschen tanzen.","können","können","1st person plural of 'können'","We can dance a little.","können: wir -> können."
"null ihr Schach spielen?","Könnt","können","2nd person plural of 'können'","Can you all play chess?","können: ihr -> könnt."
"Sie (plural) null super Ski fahren.","können","können","3rd person plural of 'können'","They can ski super well.","können: sie (they) -> können."
"null Sie fotografieren?","Können","können","Formal 'you' of 'können'","Can you take photos? (formal)","können: Sie -> können."
"Ich kann sehr gut null. (cook)","kochen","kochen","Infinitive verb at the end of the sentence","I can cook very well.","Modal syntax: Modal verb in pos 2, infinitive at the very end."
"Kannst du im Internet null? (surf)","surfen","surfen","Infinitive verb at the end of the sentence","Can you surf the internet?","Modal syntax: Modal verb in pos 1 (question), infinitive at the very end."
"Er kann fantastisch null. (sing)","singen","singen","Infinitive verb at the end of the sentence","He can sing fantastically.","Modal syntax: Modal verb in pos 2, infinitive at the very end."
"Wir können nicht null. (swim)","schwimmen","schwimmen","Infinitive verb at the end of the sentence","We cannot swim.","Modal syntax: Infinitive stays at the end, even with 'nicht'."
"Könnt ihr einen Kuchen null? (bake)","backen","backen","Infinitive verb at the end of the sentence","Can you all bake a cake?","Modal syntax: Infinitive 'backen' goes at the end."
"Was null du gern? (do)","machst","machen","2nd person singular of 'machen'","What do you like to do?","machen: du -> machst."
"Ich null gern Fußball. (play)","spiele","spielen","1st person singular of 'spielen'","I like to play soccer.","spielen: ich -> spiele."
"Er null gern Freunde. (meets)","trifft","treffen","3rd person singular of 'treffen' (vowel change e->i)","He likes to meet friends.","treffen: er -> trifft (irregular!)."
"Wir null gern Musik. (listen)","hören","hören","1st person plural of 'hören'","We like to listen to music.","hören: wir -> hören."
"Liest null gern? (you, informal)","du","du","Subject pronoun for 'liest'","Do you like to read?","Pronoun: liest -> du."
"Ich null gern. (read)","lese","lesen","1st person singular of 'lesen'","I like to read.","lesen: ich -> lese."
"null du gern Fahrrad? (drive/ride)","Fährst","fahren","2nd person singular of 'fahren' (vowel change a->ä)","Do you like to ride a bike?","fahren: du -> fährst (irregular!)."
"Er null nicht gern Ski. (drive/ride)","fährt","fahren","3rd person singular of 'fahren' (vowel change a->ä)","He does not like to ski.","fahren: er -> fährt (irregular!)."
"Ich spiele null Schach. (gladly/like to)","gern","gern","Adverb expressing preference","I like to play chess.","Adverb: 'gern' shows that you like doing the action."
"Wir surfen null im Internet. (gladly/like to)","gern","gern","Adverb expressing preference","We like to surf the internet.","Adverb: 'gern' shows preference."
"Er kann null nicht backen. (at all)","gar","gar","Part of the phrase 'gar nicht'","He cannot bake at all.","Phrase: gar nicht (not at all)."
"Ich kann ein null singen. (little)","bisschen","bisschen","Part of the phrase 'ein bisschen'","I can sing a little.","Phrase: ein bisschen."
"Das ist null Wahnsinn! (the)","der","der","Definite article for 'Wahnsinn' (masculine)","That is madness/amazing!","Article: der Wahnsinn (m)."
"Du kannst null super fotografieren! (but/really)","aber","aber","Particle used for emphasis in compliments","You can take photos really well!","Particle: 'aber' here means 'wow, really' in a compliment."
"Ich kann null gut kochen. (very)","sehr","sehr","Adverb of degree","I can cook very well.","Adverb: sehr gut."
"Wir gehen ins null. (cinema)","Kino","Kino","Neuter noun","We are going to the cinema.","ins Kino (in + das Kino)."
"Ich treffe null Freunde. (my)","meine","mein","Possessive article, plural accusative","I am meeting my friends.","Possessive: plural -> meine."
"null sind deine Hobbys?","Was","was","Question word 'what'","What are your hobbies?","W-Frage: Was (What)."
"Am null fahre ich Fahrrad. (weekend)","Wochenende","Wochenende","Time expression","On the weekend I ride a bike.","Time phrase: am Wochenende."
"Können Sie das null buchstabieren? (please)","bitte","bitte","Polite request word","Can you please spell that?","Polite word: bitte."
"Er liest null Buch. (a)","ein","ein","Indefinite article, neuter accusative","He reads a book.","Akkusativ: das Buch -> ein Buch."
"Wir spielen null Fußball. (always)","immer","immer","Adverb of frequency","We always play soccer.","Frequency: immer."
"Ich tanze null. (never)","nie","nie","Adverb of frequency","I never dance.","Frequency: nie."
"Ich habe null Freizeit. (no)","keine","kein","Negative article, feminine accusative","I have no free time.","Akkusativ: die Freizeit -> keine Freizeit."
"null spielst du Schach? (How often)","Wie oft","wie oft","Question phrase 'how often'","How often do you play chess?","W-Frage: Wie oft."
"Der Fußball ist null. (round)","rund","rund","Adjective","The soccer ball is round.","Adjective: rund."
"Das Buch ist sehr null. (interesting)","interessant","interessant","Adjective","The book is very interesting.","Adjective: interessant."
"Ich null am Wochenende Sport. (make/do)","mache","machen","1st person singular of 'machen'","I do sports on the weekend.","machen: ich -> mache."
"Was null er in der Freizeit? (does)","macht","machen","3rd person singular of 'machen'","What does he do in his free time?","machen: er -> macht."
"Ich null gern in der Natur. (am)","bin","sein","1st person singular of 'sein'","I like being in nature.","sein: ich -> bin."
"null das Spaß? (Does ... make)","Macht","machen","3rd person singular of 'machen'","Is that fun?","Phrase: Macht das Spaß?"
"Ich kann nicht null gut backen. (so)","so","so","Adverb of degree","I cannot bake so well.","Phrase: nicht so gut."
"Er null das Lied. (sings)","singt","singen","3rd person singular of 'singen'","He sings the song.","singen: er -> singt."
"Du null toll tanzen!","kannst","können","2nd person singular of 'können'","You can dance great!","können: du -> kannst."
"Ihr null sehr schnell laufen.","könnt","können","2nd person plural of 'können'","You all can run very fast.","können: ihr -> könnt."
"Ich treffe null gern Freunde. (me)","mich","mich","Reflexive pronoun (accusative)","I like to meet up with friends.","Reflexive: sich treffen -> ich treffe mich."
"null ihr gern Musik? (listen)","Hört","hören","2nd person plural of 'hören'","Do you all like to listen to music?","hören: ihr -> Hört."
"Das null toll! (is)","ist","sein","3rd person singular of 'sein'","That is great!","sein: das (es) -> ist."
