text,question,answer,distractor1,distractor2,distractor3,translation,tip
"Guten Tag! Was kostet das Bett hier? - Das Bett kostet 199 Euro.","Was kostet das Bett?","199 Euro","109 Euro","99 Euro","299 Euro","Good day! What does the bed here cost? - The bed costs 199 euros.","Listen to the number carefully: 'hundertneunundneunzig'."
"Wie findest du den Schrank? - Ich finde ihn sehr schön. Aber er ist zu teuer.","Wie findet die Person den Schrank?","Schön, aber zu teuer","Hässlich und billig","Klein und billig","Praktisch, aber hässlich","How do you find the closet? - I find it very beautiful. But it is too expensive.","Listen to both the opinion (schön) and the problem (zu teuer)."
"Brauchen wir einen Tisch? - Nein, wir haben einen Tisch. Wir brauchen Stühle.","Was brauchen sie?","Stühle","Einen Tisch","Ein Sofa","Ein Bett","Do we need a table? - No, we have a table. We need chairs.","Listen to what comes after 'Wir brauchen' at the end."
"Ist das eine Lampe? - Nein, das ist keine Lampe. Das ist ein Kunstobjekt!","Was ist das?","Ein Kunstobjekt","Eine Lampe","Ein Tisch","Ein Bild","Is that a lamp? - No, that is not a lamp. That is an art object!","Listen to the correction after 'Nein'."
"Der Teppich ist sehr modern. - Ja, aber die Farbe! Grün ist wirklich hässlich.","Welche Farbe hat der Teppich?","Grün","Blau","Rot","Schwarz","The carpet is very modern. - Yes, but the color! Green is really ugly.","Listen to the color mentioned."
"Schau mal, das Sofa im Prospekt. Es kostet nur 350 Euro.","Wo ist das Sofa?","Im Prospekt","Im Möbelhaus","Im Wohnzimmer","Im Katalog","Look, the sofa in the brochure. It only costs 350 euros.","Listen to the location word 'im Prospekt'."
"Was kostet der Sessel? - Einen Moment... Er kostet 245 Euro und 50 Cent.","Was kostet der Sessel?","245,50 Euro","254,50 Euro","240,50 Euro","205,40 Euro","What does the armchair cost? - One moment... It costs 245 euros and 50 cents.","Pay attention to 'zweihundertfünfundvierzig'."
"Ist das Bett aus Holz? - Nein, das ist aus Metall.","Aus welchem Material ist das Bett?","Metall","Holz","Kunststoff","Glas","Is the bed made of wood? - No, it is made of metal.","Listen to the correction 'aus Metall'."
"Der Tisch ist sehr groß. Was sind die Maße? - Er ist 200 mal 100 Zentimeter.","Wie lang ist der Tisch?","200 Zentimeter","100 Zentimeter","150 Zentimeter","250 Zentimeter","The table is very big. What are the dimensions? - It is 200 by 100 centimeters.","'200 mal 100' usually means Length by Width."
"Wie viel wiegt der Schrank? - Puh, er ist schwer. Er wiegt 85 Kilo.","Wie viel wiegt der Schrank?","85 Kilo","58 Kilo","80 Kilo","95 Kilo","How much does the closet weigh? - Phew, it is heavy. It weighs 85 kilos.","Listen to 'fünfundachtzig'."
"Das ist ein Designer-Stuhl aus Italien. Er kostet 1200 Euro.","Was kostet der Designer-Stuhl?","1200 Euro","120 Euro","200 Euro","1000 Euro","That is a designer chair from Italy. It costs 1200 euros.","Listen for 'zwölfhundert' or 'tausendzweihundert'."
"Ich finde das Bild hässlich. Es ist zu dunkel. - Ich finde es sehr schön!","Wie findet die zweite Person das Bild?","Sehr schön","Hässlich","Zu dunkel","Zu hell","I find the picture ugly. It is too dark. - I find it very beautiful!","Differentiate between the first speaker and the second speaker."
"Welche Farbe hat das Zimmer? - Die Wände sind weiß und der Teppich ist grau.","Welche Farbe hat der Teppich?","Grau","Weiß","Schwarz","Blau","What color is the room? - The walls are white and the carpet is gray.","Match 'Teppich' with its color."
"Haben Sie Betten im Angebot? - Ja, das Bett hier kostet jetzt nur 149 Euro.","Ist das Bett im Angebot?","Ja","Nein","Vielleicht","Weiß nicht","Do you have beds on sale? - Yes, the bed here costs only 149 euros now.","Listen to the confirmation 'Ja'."
"Wir brauchen ein Sofa. Das blaue Sofa hier ist praktisch.","Warum mag die Person das blaue Sofa?","Es ist praktisch.","Es ist billig.","Es ist bequem.","Es ist modern.","We need a sofa. The blue sofa here is practical.","Listen to the adjective 'praktisch'."
"Glaubst du, der Tisch ist zu klein? - Nein, er ist genau richtig für die Küche.","Ist der Tisch zu klein?","Nein, er ist genau richtig.","Ja, er ist zu klein.","Ja, für das Wohnzimmer.","Weiß nicht.","Do you think the table is too small? - No, it is exactly right for the kitchen.","Listen to the second speaker's opinion."
"Das ist kein Sessel, das ist ein Stuhl. Ein sehr teurer Stuhl.","Was ist das Objekt wirklich?","Ein Stuhl","Ein Sessel","Ein Sofa","Ein Tisch","That is not an armchair, that is a chair. A very expensive chair.","Listen to the correction after 'kein Sessel'."
"Ist das Möbelstück neu? - Nein, es ist alt, aber sehr schön.","Ist das Möbelstück neu?","Nein, es ist alt.","Ja, es ist neu.","Es ist modern.","Es ist teuer.","Is the piece of furniture new? - No, it is old, but very beautiful.","Listen to the contrast 'alt, aber sehr schön'."
"Was sagen Sie zu der Lampe? - Die Form ist interessant, sehr eckig.","Wie ist die Form der Lampe?","Eckig","Rund","Groß","Klein","What do you say about the lamp? - The shape is interesting, very angular.","Listen to the adjective describing the shape."
"Das Bett ist bequem, aber die Farbe ist furchtbar. Rosa!","Welche Farbe hat das Bett?","Rosa","Rot","Weiß","Grau","The bed is comfortable, but the color is terrible. Pink!","Listen to the exact color named at the end."
"Haben Sie den Teppich auch in Blau? - Nein, nur in Rot und Schwarz.","In welchen Farben gibt es den Teppich?","Rot und Schwarz","Blau und Rot","Nur Blau","Schwarz und Weiß","Do you have the carpet in blue as well? - No, only in red and black.","Listen to the available colors."
"Das kostet 389 Euro. - Wie bitte? 389? Das ist zu viel.","Was kostet das Objekt?","389 Euro","398 Euro","309 Euro","399 Euro","That costs 389 euros. - Pardon? 389? That is too much.","Listen to the repetition of the number."
"Ist der Tisch aus Glas? - Ja, Glas und Metall.","Aus welchem Material ist der Tisch?","Glas und Metall","Nur Glas","Holz und Metall","Nur Kunststoff","Is the table made of glass? - Yes, glass and metal.","Listen to the combination of materials."
"Das Sofa ist sehr groß. Es wiegt bestimmt 100 Kilo.","Wie viel wiegt das Sofa laut der Person?","100 Kilo","50 Kilo","10 Kilo","200 Kilo","The sofa is very big. It definitely weighs 100 kilos.","Listen to the estimated weight."
"Ich brauche Möbel für mein Wohnzimmer. Einen Schrank und einen Sessel.","Für welches Zimmer sucht die Person Möbel?","Für das Wohnzimmer","Für das Schlafzimmer","Für die Küche","Für das Bad","I need furniture for my living room. A closet and an armchair.","Listen for the room name."
"Der Stuhl ist nicht schwarz, sondern dunkelbraun.","Welche Farbe hat der Stuhl?","Dunkelbraun","Schwarz","Hellbraun","Grau","The chair is not black, but dark brown.","Listen to the correction with 'sondern'."
"Schau mal, das Bild hier. 500 Euro! - Das ist wirklich teuer für ein Bild.","Was kostet das Bild?","500 Euro","50 Euro","100 Euro","1000 Euro","Look, the picture here. 500 euros! - That is really expensive for a picture.","Listen to the clear number."
"Ist das Ihr Schrank? - Nein, das ist der Schrank von meinem Bruder.","Wem gehört der Schrank?","Dem Bruder","Der Person","Der Schwester","Der Mutter","Is that your closet? - No, that is my brother's closet.","Listen for 'von meinem Bruder'."
"Wir finden das Bett sehr bequem. Und es kostet nur 200 Euro.","Wie finden sie das Bett?","Sehr bequem","Zu teuer","Hässlich","Unbequem","We find the bed very comfortable. And it only costs 200 euros.","Listen to the adjective describing the bed."
"Die Küche ist sehr klein, wir brauchen einen kleinen Tisch.","Was für einen Tisch brauchen sie?","Einen kleinen Tisch","Einen großen Tisch","Einen runden Tisch","Einen Glastisch","The kitchen is very small, we need a small table.","Match the table to the kitchen size."
"Der Teppich ist aus der Türkei. Ein Angebot für 80 Euro.","Woher kommt der Teppich?","Aus der Türkei","Aus Deutschland","Aus dem Iran","Aus Italien","The carpet is from Turkey. A special offer for 80 euros.","Listen for the country name."
