text,question,answer,distractor1,distractor2,distractor3,translation,tip
"Wie spät ist es jetzt? - Es ist Viertel nach zwölf.","Wie spät ist es?","12:15","11:45","12:30","12:45","What time is it now? - It is a quarter past twelve.","Viertel nach zwölf means 12:15."
"Wann fängt der Film an? - Um halb acht. Also um 19:30 Uhr.","Wann fängt der Film an?","Um 19:30 Uhr","Um 18:30 Uhr","Um 20:30 Uhr","Um 19:00 Uhr","When does the movie start? - At half past seven. So at 7:30 PM.","halb acht is 19:30 (or 7:30)."
"Entschuldigung, wie viel Uhr ist es? - Es ist fünf vor halb drei.","Wie spät ist es?","14:25","14:35","15:25","14:05","Excuse me, what time is it? - It is five to half past two (2:25).","fünf vor halb drei means 5 minutes before 2:30, so 2:25."
"Gehen wir heute Abend ins Kino? - Nein, ich habe keine Zeit. Ich muss lernen.","Warum geht die Person nicht ins Kino?","Sie muss lernen.","Sie hat keine Lust.","Sie muss arbeiten.","Sie hat kein Geld.","Are we going to the cinema tonight? - No, I have no time. I have to study.","Listen to the reason 'muss lernen'."
"Hast du am Freitag Zeit für einen Kaffee? - Nein, am Freitag spiele ich Fußball.","Wann spielt die Person Fußball?","Am Freitag","Am Wochenende","Am Samstag","Am Donnerstag","Do you have time for a coffee on Friday? - No, on Friday I play soccer.","Listen to the day 'Freitag'."
"Wann treffen wir uns? Um acht? - Nein, das ist zu spät. Geht es um sieben? - Ja, okay.","Wann treffen sie sich?","Um sieben (7 Uhr)","Um acht (8 Uhr)","Um neun (9 Uhr)","Gar nicht","When are we meeting? At eight? - No, that is too late. Does seven work? - Yes, okay.","Listen to the agreed time 'um sieben'."
"Wann stehst du am Wochenende auf? - Sehr spät. Meistens erst um 11 Uhr.","Wann steht die Person auf?","Um 11 Uhr","Um 8 Uhr","Um 10 Uhr","Früh","When do you get up on the weekend? - Very late. Usually not until 11 o'clock.","Listen to the time '11 Uhr'."
"Ich kaufe am Freitagnachmittag ein. Und du? - Ich kaufe immer am Samstagmorgen ein.","Wann kauft die erste Person ein?","Am Freitagnachmittag","Am Samstagmorgen","Am Freitagabend","Am Samstagabend","I shop on Friday afternoon. And you? - I always shop on Saturday morning.","Listen to what the FIRST person says."
"Was machst du am Abend? - Ich sehe fern oder lese ein Buch.","Was macht die Person am Abend?","Fernsehen oder lesen","Schlafen","Einkaufen","Fußball spielen","What do you do in the evening? - I watch TV or read a book.","Listen to the activities."
"Die Bibliothek ist von 10 bis 18 Uhr geöffnet. Am Sonntag ist sie geschlossen.","Wann ist die Bibliothek geschlossen?","Am Sonntag","Am Samstag","Von 10 bis 18 Uhr","Am Montag","The library is open from 10 to 6. On Sunday it is closed.","Listen for the day it is 'geschlossen'."
"Hör mal, der Radiosender sagt: Es ist genau 15 Uhr. Zeit für die Nachrichten!","Wie spät ist es?","15 Uhr","16 Uhr","14 Uhr","15:30 Uhr","Listen, the radio station says: It is exactly 3 PM. Time for the news!","Listen to the exact hour '15 Uhr'."
"Wann rufst du mich an? - Heute Abend, so um halb neun.","Wann ruft die Person an?","Um 20:30 Uhr (halb neun)","Um 21:30 Uhr","Um 20:00 Uhr","Am Nachmittag","When will you call me? - Tonight, around half past eight (8:30 PM).","halb neun means 20:30 (or 8:30)."
"Das Geschäft macht am Samstag schon um 14 Uhr zu.","Wann macht das Geschäft zu?","Um 14 Uhr","Um 16 Uhr","Um 20 Uhr","Um 18 Uhr","The store closes at 2 PM already on Saturday.","Listen to the closing time."
"Gehen wir spazieren? - Gute Idee. Treffen wir uns vor dem Café? - Ja, in zehn Minuten.","Wo treffen sie sich?","Vor dem Café","Im Park","Vor dem Kino","Vor dem Schwimmbad","Shall we go for a walk? - Good idea. Shall we meet in front of the cafe? - Yes, in ten minutes.","Listen to the location 'vor dem Café'."
"Hast du Lust auf Schwimmbad? - Ja! Wann? - Um Viertel vor vier.","Wann gehen sie ins Schwimmbad?","15:45 (Viertel vor vier)","16:15 (Viertel nach vier)","15:15 (Viertel nach drei)","14:45","Do you feel like going to the pool? - Yes! When? - At a quarter to four.","Viertel vor vier is 15:45."
"Kommst du in die Kneipe? - Nein, ich bin müde. Ich gehe schlafen.","Was macht die Person?","Sie geht schlafen.","Sie geht in die Kneipe.","Sie trinkt Bier.","Sie arbeitet.","Are you coming to the pub? - No, I am tired. I am going to sleep.","Listen to the alternative action 'geht schlafen'."
"Der Deutschkurs ist am Montag, Dienstag und Donnerstag.","An wie vielen Tagen ist der Kurs?","An drei Tagen","An zwei Tagen","An vier Tagen","An fünf Tagen","The German course is on Monday, Tuesday, and Thursday.","Count the days mentioned: Montag, Dienstag, Donnerstag (3)."
"Es ist Viertel nach neun. Ich muss zur Arbeit!","Wie spät ist es?","9:15","8:45","9:45","8:15","It is a quarter past nine. I have to go to work!","Viertel nach neun means 9:15."
