test_text,answer,test_verb,tip,meaning,grammar_tip
"null Turm ist das? (Which)","Welcher","welcher","Asking for specific masculine noun in Nominative","Which tower is that?","'Welcher' is used for masculine nouns in the Nominative."
"null Schloss besichtigen wir? (Which)","Welches","welcher","Asking for specific neuter noun in Akkusativ","Which castle are we visiting?","'Welches' is used for neuter nouns in Nom/Akk."
"null Kirche ist das? (Which)","Welche","welcher","Asking for specific feminine noun in Nominative","Which church is that?","'Welche' is used for feminine nouns in Nom/Akk."
"null Museen gibt es hier? (Which)","Welche","welcher","Asking for specific plural noun in Nominative","Which museums are there here?","'Welche' is used for plural nouns in Nom/Akk."
"null Dom besuchen Sie? (Which)","Welchen","welcher","Asking for specific masculine noun in Akkusativ","Which cathedral are you visiting?","'Welchen' is used for masculine nouns in the Akkusativ (after besuchen)."
"null Reiseführer kaufst du? (Which)","Welchen","welcher","Asking for specific masculine noun in Akkusativ","Which travel guide are you buying?","'Welchen' is used for masculine nouns in the Akkusativ (after kaufen)."
"null Ausflug machen wir? (Which)","Welchen","welcher","Asking for specific masculine noun in Akkusativ","Which excursion are we doing?","'Welchen' is used for masculine nouns in the Akkusativ (after machen)."
"null Gebäude ist alt? (Which)","Welches","welcher","Asking for specific neuter noun in Nominative","Which building is old?","'Welches' is used for neuter nouns in Nominative."
"null Altstadt meinst du? (Which)","Welche","welcher","Asking for specific feminine noun in Akkusativ","Which old town do you mean?","'Welche' is used for feminine nouns in Nom/Akk."
"null Turm ist das? (What kind of)","Was für ein","was für ein","Asking for category of masculine noun in Nominative","What kind of a tower is that?","'Was für ein' is for masculine/neuter in Nominative."
"null Museum ist das? (What kind of)","Was für ein","was für ein","Asking for category of neuter noun in Nominative","What kind of a museum is that?","'Was für ein' is for masculine/neuter in Nominative."
"null Stadt ist das? (What kind of)","Was für eine","was für ein","Asking for category of feminine noun in Nominative","What kind of a city is that?","'Was für eine' is for feminine in Nominative."
"null Reiseführer suchst du? (What kind of)","Was für einen","was für ein","Asking for category of masculine noun in Akkusativ","What kind of a travel guide are you looking for?","'Was für einen' is for masculine in Akkusativ (after suchen)."
"null Ticket kaufen Sie? (What kind of)","Was für ein","was für ein","Asking for category of neuter noun in Akkusativ","What kind of a ticket are you buying?","'Was für ein' is for neuter in Akkusativ."
"null Tour machst du? (What kind of)","Was für eine","was für ein","Asking for category of feminine noun in Akkusativ","What kind of a tour are you doing?","'Was für eine' is for feminine in Akkusativ."
"null Souvenirs sind das? (What kind of)","Was für","was für ein","Asking for category of plural noun","What kind of souvenirs are those?","For plurals, drop the article: 'Was für'."
"null Sehenswürdigkeiten gibt es hier? (What kind of)","Was für","was für ein","Asking for category of plural noun","What kind of sights are there here?","For plurals, drop the article: 'Was für'."
"Welcher Dom ist das? - Das ist null Kölner Dom. (the)","der","der","Definite article masculine Nominative","Which cathedral is that? - That is the Cologne Cathedral.","Answering 'welcher' often uses the definite article ('der')."
"Welches Schloss ist das? - Das ist null Schloss Neuschwanstein. (the)","das","der","Definite article neuter Nominative","Which castle is that? - That is Neuschwanstein Castle.","Answering 'welches' often uses the definite article ('das')."
"Welche Brücke ist das? - Das ist null Karlsbrücke. (the)","die","der","Definite article feminine Nominative","Which bridge is that? - That is the Charles Bridge.","Answering 'welche' uses the definite article ('die')."
"Was für ein Hotel suchst du? - Ich suche null romantisches Hotel. (a)","ein","ein","Indefinite article neuter Akkusativ","What kind of hotel are you looking for? - I am looking for a romantic hotel.","Answering 'was für ein' uses the indefinite article ('ein')."
"Was für einen Plan kaufst du? - Ich kaufe null Stadtplan. (a)","einen","ein","Indefinite article masculine Akkusativ","What kind of plan are you buying? - I am buying a city map.","Answering 'was für einen' uses the indefinite article ('einen')."
"Was für eine Kamera hast du? - Ich habe null moderne Kamera. (a)","eine","ein","Indefinite article feminine Akkusativ","What kind of camera do you have? - I have a modern camera.","Answering 'was für eine' uses the indefinite article ('eine')."
"Wir besichtigen null Turm. (the)","den","der","Definite article masculine Akkusativ","We are visiting the tower.","besichtigen takes Akkusativ: der Turm -> den Turm."
"Zeigst du null die Stadt? (me)","mir","ich","Dativ personal pronoun","Are you showing me the city?","zeigen takes Dativ for the person: ich -> mir."
"Ich zeige null den Dom. (you, informal)","dir","du","Dative personal pronoun","I'll show you the cathedral.","zeigen takes Dativ for the person: du -> dir."
"Wir null durch die Altstadt. (bummeln)","bummeln","bummeln","1st person plural of 'bummeln'","We stroll through the old town.","bummeln: wir -> bummeln."
"Er null gern alte Gebäude. (fotografieren)","fotografiert","fotografieren","3rd person singular of 'fotografieren'","He likes to photograph old buildings.","fotografieren: er -> fotografiert."
"Das Museum null mich nicht. (interessieren)","interessiert","interessieren","3rd person singular of 'interessieren'","The museum does not interest me.","interessieren: das Museum (es) -> interessiert."
"Hier null man viel erleben. (können)","kann","können","3rd person singular of 'können' with 'man'","One can experience a lot here.","können: man -> kann."
"Wir schauen null die Kirche an. (us)","uns","anschauen","Reflexive pronoun for 'wir'","We are looking at the church.","Reflexive verb 'sich anschauen': wir schauen uns ... an."
"null du dir das Schloss an? (anschauen)","Schaust","anschauen","2nd person singular of separable verb 'anschauen'","Are you looking at the castle?","Separable verb: schaust ... an."
"Wir haben die Stadt null. (besichtigen)","besichtigt","besichtigen","Partizip II of 'besichtigen' (inseparable)","We visited the city.","Verbs starting with be- don't take 'ge-' in Partizip II."
"Ich habe viele Fotos null. (machen)","gemacht","machen","Partizip II of 'machen'","I took many photos.","Partizip II: gemacht."
"Der Ausflug null fantastisch. (sein - Präteritum)","war","sein","3rd person singular Präteritum of 'sein'","The excursion was fantastic.","Präteritum: der Ausflug (er) -> war."
"Das Wetter null sehr schlecht. (sein - Präteritum)","war","sein","3rd person singular Präteritum of 'sein'","The weather was very bad.","Präteritum: das Wetter (es) -> war."
