sentence,words,tip,translation_en
"Die Wohnung gefällt mir sehr gut.","Die|Wohnung|gefällt|mir|sehr|gut|.","Using 'gefallen' with Dativ 'mir'.","I like the apartment very much."
"Gefällt dir das Haus?","Gefällt|dir|das|Haus|?","Asking someone's opinion with 'gefallen'.","Do you like the house?"
"Nein, das Haus gefällt mir nicht.","Nein|,|das|Haus|gefällt|mir|nicht|.","Negative opinion with 'gefallen'.","No, I don't like the house."
"Das Wohnzimmer gefällt ihm.","Das|Wohnzimmer|gefällt|ihm|.","Stating what a male likes.","He likes the living room."
"Die Möbel gefallen ihr nicht.","Die|Möbel|gefallen|ihr|nicht|.","Plural subject 'Möbel' with 'gefallen'.","She does not like the furniture."
"Gefällt Ihnen die Küche?","Gefällt|Ihnen|die|Küche|?","Formal question with 'gefallen'.","Do you like the kitchen? (formal)"
"Wem gehört das Auto?","Wem|gehört|das|Auto|?","Asking about ownership using 'wem' (Dativ).","Who does the car belong to?"
"Das Auto gehört mir.","Das|Auto|gehört|mir|.","Stating ownership with 'gehören'.","The car belongs to me."
"Gehört der Schlüssel dir?","Gehört|der|Schlüssel|dir|?","Asking about ownership informally.","Does the key belong to you?"
"Der Laptop gehört ihm.","Der|Laptop|gehört|ihm|.","Stating ownership for a male.","The laptop belongs to him."
"Die Tasche gehört ihr.","Die|Tasche|gehört|ihr|.","Stating ownership for a female.","The bag belongs to her."
"Gehört das Haus Ihnen?","Gehört|das|Haus|Ihnen|?","Asking about ownership formally.","Does the house belong to you? (formal)"
"Ich helfe dir gern beim Umzug.","Ich|helfe|dir|gern|beim|Umzug|.","Using 'helfen' with Dativ.","I'll gladly help you with the move."
"Wir danken Ihnen für die Hilfe.","Wir|danken|Ihnen|für|die|Hilfe|.","Using 'danken' with Dativ.","We thank you for the help."
"Die Wohnung ist sehr groß und hell.","Die|Wohnung|ist|sehr|groß|und|hell|.","Describing an apartment positively.","The apartment is very big and bright."
"Das Bad ist leider zu klein.","Das|Bad|ist|leider|zu|klein|.","Describing a negative aspect with 'zu'.","The bathroom is unfortunately too small."
"Der Flur ist sehr dunkel.","Der|Flur|ist|sehr|dunkel|.","Describing a space.","The hallway is very dark."
"Die Straße ist zu laut.","Die|Straße|ist|zu|laut|.","Describing a negative location aspect.","The street is too loud."
"Das Schlafzimmer ist sehr ruhig.","Das|Schlafzimmer|ist|sehr|ruhig|.","Describing a positive room aspect.","The bedroom is very quiet."
"Die Miete ist mir zu teuer.","Die|Miete|ist|mir|zu|teuer|.","Expressing that a price is too high for oneself.","The rent is too expensive for me."
"Guten Tag, ich rufe wegen der Anzeige an.","Guten|Tag|,|ich|rufe|wegen|der|Anzeige|an|.","Standard opening for a phone call regarding an ad.","Good day, I am calling about the advertisement."
"Ist die Wohnung noch frei?","Ist|die|Wohnung|noch|frei|?","Asking if the apartment is still available.","Is the apartment still available?"
"Ja, die Wohnung ist noch frei.","Ja|,|die|Wohnung|ist|noch|frei|.","Confirming availability.","Yes, the apartment is still available."
"Nein, die Wohnung ist schon vermietet.","Nein|,|die|Wohnung|ist|schon|vermietet|.","Stating the apartment is taken.","No, the apartment is already rented out."
"Wie groß ist die Wohnung?","Wie|groß|ist|die|Wohnung|?","Asking for the size of the apartment.","How big is the apartment?"
"Sie ist 80 Quadratmeter groß.","Sie|ist|80|Quadratmeter|groß|.","Stating the size in square meters.","It is 80 square meters."
"Wie viele Zimmer hat die Wohnung?","Wie|viele|Zimmer|hat|die|Wohnung|?","Asking for the room count.","How many rooms does the apartment have?"
"Die Wohnung hat drei Zimmer, Küche und Bad.","Die|Wohnung|hat|drei|Zimmer|,|Küche|und|Bad|.","Listing the rooms (3 ZKB).","The apartment has three rooms, kitchen, and bathroom."
"Gibt es einen Balkon?","Gibt|es|einen|Balkon|?","Asking about a specific feature.","Is there a balcony?"
"Ja, es gibt einen großen Balkon.","Ja|,|es|gibt|einen|großen|Balkon|.","Confirming a feature.","Yes, there is a big balcony."
"Nein, aber es gibt eine Terrasse.","Nein|,|aber|es|gibt|eine|Terrasse|.","Offering an alternative feature.","No, but there is a terrace."
"Wie hoch ist die Miete?","Wie|hoch|ist|die|Miete|?","Asking for the rent amount.","How high is the rent?"
"Die Kaltmiete ist 600 Euro.","Die|Kaltmiete|ist|600|Euro|.","Stating the basic rent.","The basic rent is 600 euros."
"Wie hoch sind die Nebenkosten?","Wie|hoch|sind|die|Nebenkosten|?","Asking for utility costs.","How high are the utilities?"
"Die Nebenkosten sind 150 Euro.","Die|Nebenkosten|sind|150|Euro|.","Stating utility costs.","The utilities are 150 euros."
"Die Warmmiete beträgt also 750 Euro.","Die|Warmmiete|beträgt|also|750|Euro|.","Calculating the total rent.","The total rent is therefore 750 euros."
"Wie hoch ist die Kaution?","Wie|hoch|ist|die|Kaution|?","Asking for the deposit amount.","How high is the deposit?"
