text,question,answer,distractor1,distractor2,distractor3,translation,tip
"Praxis Dr. Müller, guten Tag. - Guten Tag, ich brauche dringend einen Termin. Ich bin krank.","Warum ruft die Person an?","Sie ist krank und braucht einen Termin.","Sie möchte einen Termin absagen.","Sie will mit Herrn Müller sprechen.","Sie sucht das Hotel.","Dr. Müller's practice, good day. - Good day, I urgently need an appointment. I am sick.","Listen to the reason 'dringend einen Termin' and 'krank'."
"Passt es Ihnen am Mittwoch um 10 Uhr? - Nein, da muss ich arbeiten. Geht es auch um 16 Uhr?","Wann möchte der Patient kommen?","Um 16 Uhr","Um 10 Uhr","Um 11 Uhr","Er will gar nicht kommen.","Does Wednesday at 10 AM suit you? - No, I have to work then. Does 4 PM also work?","Listen to the counter-proposal 'um 16 Uhr'."
"Hallo Anna, ich muss unseren Termin leider absagen. Ich liege mit Fieber im Bett.","Was macht die Person?","Sie sagt den Termin ab.","Sie verschiebt den Termin.","Sie vereinbart einen Termin.","Sie geht ins Kino.","Hello Anna, I unfortunately have to cancel our appointment. I am in bed with a fever.","'absagen' means to cancel."
"Wir müssen die Besprechung verschieben. Der Chef hat heute keine Zeit. - Okay, auf wann? - Auf morgen Vormittag.","Auf wann wird die Besprechung verschoben?","Auf morgen Vormittag","Auf heute Nachmittag","Auf nächste Woche","Auf heute Abend","We have to postpone the meeting. The boss has no time today. - Okay, to when? - To tomorrow morning.","Listen to the new time 'morgen Vormittag'."
"Rezeption Hotel Maritim, was kann ich für Sie tun? - Hallo, hier Zimmer 204. Die Heizung ist kaputt. Es ist eiskalt!","Was ist das Problem im Zimmer 204?","Die Heizung ist kaputt.","Das Internet funktioniert nicht.","Der Fernseher ist kaputt.","Das Fenster ist offen.","Reception Hotel Maritim, what can I do for you? - Hello, room 204 here. The heating is broken. It is freezing cold!","Listen to the broken item 'Heizung'."
"Der Fernseher funktioniert nicht. - Soll ich sofort einen Techniker schicken? - Ja, bitte.","Wer soll kommen?","Ein Techniker","Der Chef","Ein Arzt","Ein Polizist","The TV is not working. - Should I send a technician immediately? - Yes, please.","Listen to the proposed helper 'Techniker'."
"Wir haben keine Handtücher mehr im Bad. - Ich bringe Ihnen gleich neue. Entschuldigung!","Was fehlt im Bad?","Handtücher","Seife","Ein Föhn","Toilettenpapier","We have no more towels in the bathroom. - I will bring you new ones right away. Excuse me!","Listen to the missing item 'Handtücher'."
"Das WLAN ist sehr langsam. Können Sie mir helfen? - Haben Sie das Passwort richtig eingegeben?","Was ist das Problem der Person?","Das WLAN ist zu langsam.","Sie hat kein Handy.","Der Fernseher ist kaputt.","Sie sucht die Rezeption.","The WiFi is very slow. Can you help me? - Did you enter the password correctly?","Listen to the complaint about 'WLAN'."
"Soll ich Ihnen mit dem Koffer helfen? - Oh ja, das ist sehr nett. Der ist wirklich schwer.","Was macht die erste Person?","Sie bietet Hilfe an (Koffer).","Sie trägt den Koffer allein.","Sie ruft ein Taxi.","Sie sucht ihr Zimmer.","Should I help you with the suitcase? - Oh yes, that is very nice. It is really heavy.","'Soll ich...' is an offer to help."
"Seit wann wohnst du in Deutschland? - Ich wohne seit fünf Jahren hier.","Seit wann wohnt die Person in Deutschland?","Seit fünf Jahren","Seit einem Jahr","Seit fünf Monaten","Seit zwei Jahren","Since when have you been living in Germany? - I have been living here for five years.","Listen to the duration 'fünf Jahren'."
