test_text,answer,test_verb,tip,meaning,grammar_tip
"null zu Hause! (Bleiben - du)","Bleib","bleiben","Imperativ for 'du' (drop -st)","Stay at home!","Imperativ (du): Drop '-st' (Du bleibst -> Bleib!)."
"null viel Wasser! (Trinken - du)","Trink","trinken","Imperativ for 'du' (drop -st)","Drink lots of water!","Imperativ (du): Du trinkst -> Trink!"
"null zum Arzt! (Gehen - du)","Geh","gehen","Imperativ for 'du' (drop -st)","Go to the doctor!","Imperativ (du): Du gehst -> Geh!"
"null die Tabletten! (Nehmen - du)","Nimm","nehmen","Imperativ for 'du' (vowel change e->i, drop -st)","Take the pills!","Imperativ (du) strong verb: Du nimmst -> Nimm!"
"null gut! (Schlafen - du)","Schlaf","schlafen","Imperativ for 'du' (drop umlaut and -st)","Sleep well!","Imperativ (du) with a->ä: Drop umlaut (Du schläfst -> Schlaf!)."
"null im Bett! (Bleiben - ihr)","Bleibt","bleiben","Imperativ for 'ihr' (same as normal present tense)","Stay in bed! (you all)","Imperativ (ihr): Ihr bleibt -> Bleibt!"
"null viel Tee! (Trinken - ihr)","Trinkt","trinken","Imperativ for 'ihr'","Drink lots of tea! (you all)","Imperativ (ihr): Ihr trinkt -> Trinkt!"
"null zum Arzt! (Gehen - ihr)","Geht","gehen","Imperativ for 'ihr'","Go to the doctor! (you all)","Imperativ (ihr): Ihr geht -> Geht!"
"null die Medizin! (Nehmen - ihr)","Nehmt","nehmen","Imperativ for 'ihr'","Take the medicine! (you all)","Imperativ (ihr): Ihr nehmt -> Nehmt!"
"null Sie zu Hause! (Bleiben - formal)","Bleiben","bleiben","Imperativ for 'Sie' (Infinitive + Sie)","Stay at home! (formal)","Imperativ (Sie): Bleiben Sie!"
"null Sie viel Wasser! (Trinken - formal)","Trinken","trinken","Imperativ for 'Sie' (Infinitive + Sie)","Drink lots of water! (formal)","Imperativ (Sie): Trinken Sie!"
"null Sie zum Arzt! (Gehen - formal)","Gehen","gehen","Imperativ for 'Sie' (Infinitive + Sie)","Go to the doctor! (formal)","Imperativ (Sie): Gehen Sie!"
"null Sie diese Tabletten! (Nehmen - formal)","Nehmen","nehmen","Imperativ for 'Sie' (Infinitive + Sie)","Take these pills! (formal)","Imperativ (Sie): Nehmen Sie!"
"null leise! (Sein - du)","Sei","sein","Imperativ for 'du' (irregular 'sein')","Be quiet!","Imperativ (sein) du: Sei!"
"null leise! (Sein - ihr)","Seid","sein","Imperativ for 'ihr' (irregular 'sein')","Be quiet! (you all)","Imperativ (sein) ihr: Seid!"
"null Sie leise! (Sein - formal)","Seien","sein","Imperativ for 'Sie' (irregular 'sein')","Be quiet! (formal)","Imperativ (sein) Sie: Seien Sie!"
"Hier null man nicht rauchen. (dürfen)","darf","dürfen","3rd person singular of 'dürfen' with 'man'","One is not allowed to smoke here.","dürfen: man -> darf (irregular!)."
"Ich null heute nicht Sport machen. (dürfen)","darf","dürfen","1st person singular of 'dürfen'","I am not allowed to do sports today.","dürfen: ich -> darf."
"null du Schokolade essen? (dürfen)","Darfst","dürfen","2nd person singular of 'dürfen'","Are you allowed to eat chocolate?","dürfen: du -> darfst."
"Wir null nach Hause gehen. (dürfen)","dürfen","dürfen","1st person plural of 'dürfen'","We are allowed to go home.","dürfen: wir -> dürfen."
"null ihr heute fernsehen? (dürfen)","Dürft","dürfen","2nd person plural of 'dürfen'","Are you all allowed to watch TV today?","dürfen: ihr -> dürft."
"Sie (plural) null hier parken. (dürfen)","dürfen","dürfen","3rd person plural of 'dürfen'","They are allowed to park here.","dürfen: sie -> dürfen."
"Darf ich hier null? (fotografieren)","fotografieren","fotografieren","Infinitive at the end with modal verb","May I take photos here?","Modal syntax: dürfen + Infinitive at the end."
"Du darfst heute nicht null. (arbeiten)","arbeiten","arbeiten","Infinitive at the end with modal verb","You may not work today.","Modal syntax: dürfen + Infinitive at the end."
"Mein Kopf null weh. (wehtun)","tut","wehtun","3rd person singular of separable verb 'wehtun'","My head hurts.","Separable verb: wehtun -> tut ... weh."
"Meine Ohren null weh. (wehtun)","tun","wehtun","3rd person plural of 'wehtun'","My ears hurt.","Separable verb: plural subject -> tun ... weh."
"Der Hals null mir weh. (wehtun)","tut","wehtun","3rd person singular of 'wehtun'","My throat hurts.","Separable verb: tut ... weh."
"null du Fieber? (haben)","Hast","haben","2nd person singular 'haben'","Do you have a fever?","haben: du -> hast."
"Der Arzt null, ich soll im Bett bleiben. (sagen)","sagt","sagen","3rd person singular 'sagen'","The doctor says I should stay in bed.","sagen: er -> sagt."
"Ich null im Bett bleiben. (sollen)","soll","sollen","1st person singular 'sollen'","I am supposed to stay in bed.","sollen: ich -> soll (reporting orders/advice)."
"Du null Tee trinken. (sollen)","sollst","sollen","2nd person singular 'sollen'","You should drink tea.","sollen: du -> sollst (giving advice)."
"Der Patient null die Medizin nehmen. (sollen)","soll","sollen","3rd person singular 'sollen'","The patient is supposed to take the medicine.","sollen: er -> soll."
"Wir null nicht arbeiten. (sollen)","sollen","sollen","1st person plural 'sollen'","We are not supposed to work.","sollen: wir -> sollen."
"null dir der Kopf weh? (wehtun)","Tut","wehtun","3rd person singular 'wehtun'","Does your head hurt?","wehtun: der Kopf (er) -> Tut."
"null ist warm. (me)","Mir","ich","Dative pronoun for physical feelings","I am warm. (It is warm to me)","Feelings: mir ist warm/kalt/schlecht."
"Ist null schlecht? (you, informal)","dir","du","Dative pronoun for physical feelings","Do you feel sick/nauseous?","Feelings: dir ist schlecht."
"Dem Kind ist null. (cold)","kalt","kalt","Adjective for feeling","The child is cold.","Feelings: Dativ + ist + Adjective."
"null doch einen Tee! (Trinken - du)","Trink","trinken","Imperativ with emphasis particle 'doch'","Drink a tea! (Just drink a tea)","Imperativ (du) + doch."
"Machen Sie den Mund null! (aufmachen)","auf","aufmachen","Separable prefix in imperative","Open your mouth!","Imperativ separable: Machen Sie ... auf."
"null den Mund auf! (Machen - du)","Mach","machen","Imperativ for 'du' of separable verb","Open your mouth!","Imperativ separable (du): Mach ... auf!"
"Ich null krank. (am)","bin","sein","1st person singular 'sein'","I am sick.","sein: ich -> bin."
"Sie null Medikamente nehmen. (must/formal)","müssen","müssen","Formal 'you' of 'müssen'","You must take medication.","müssen: Sie -> müssen."
"Er null Halsschmerzen. (has)","hat","haben","3rd person singular 'haben'","He has a sore throat.","haben: er -> hat."
"Der Arm tut null weh. (him)","ihm","er","Dative pronoun for 'wehtun'","His arm hurts.","wehtun takes Dativ: er -> ihm."
"Tut null der Rücken weh? (her)","ihr","sie","Dative pronoun for 'wehtun'","Does her back hurt?","wehtun takes Dativ: sie (she) -> ihr."
"null Sie die Tablette. (Nehmen - formal)","Nehmen","nehmen","Formal imperative","Take the pill.","Imperativ (Sie): Nehmen Sie."
"Trinkt null so viel Cola! (not)","nicht","nicht","Negation in imperative","Don't drink so much cola! (you all)","Imperativ negated: Trinkt nicht..."
"Gehen Sie null Apotheke! (to the)","zur","zu","Preposition zu + der","Go to the pharmacy!","zu + der (f) = zur (zur Apotheke)."
"Ich gehe null Arzt. (to the)","zum","zu","Preposition zu + dem","I go to the doctor.","zu + dem (m) = zum (zum Arzt)."
"null Sie sich gut aus! (Ruhen - formal)","Ruhen","ausruhen","Formal imperative of 'sich ausruhen'","Rest well!","Imperativ separable reflexive: Ruhen Sie sich ... aus."
