text,question,answer,distractor1,distractor2,distractor3,translation,tip
"Wann hast du Geburtstag? - Ich habe im Mai Geburtstag. Am fünften Mai.","Wann hat die Person Geburtstag?","Am 5. Mai","Am 1. Mai","Im März","Am 15. Mai","When is your birthday? - My birthday is in May. On the fifth of May.","Listen to the number 'fünften' (5th) and the month 'Mai'."
"Herzlichen Glückwunsch zum Geburtstag! Hier, ein Geschenk für dich! - Oh, ein Buch! Danke!","Was bekommt die Person zum Geburtstag?","Ein Buch","Einen Gutschein","Blumen","Einen Kuchen","Happy Birthday! Here, a gift for you! - Oh, a book! Thanks!","Listen to the reaction 'Oh, ein Buch!'."
"Wann fahrt ihr in den Urlaub? - Im Sommer. Im Juli oder August.","In welcher Jahreszeit fahren sie in den Urlaub?","Im Sommer","Im Winter","Im Frühling","Im Herbst","When are you going on vacation? - In the summer. In July or August.","The question asks for the season (Jahreszeit)."
"Wir sind am Wochenende nach Berlin gefahren. - Mit dem Auto? - Nein, wir sind mit dem Zug gefahren.","Wie sind sie nach Berlin gereist?","Mit dem Zug","Mit dem Auto","Mit dem Flugzeug","Mit dem Bus","We traveled to Berlin on the weekend. - By car? - No, we traveled by train.","Listen to the correction after 'Nein'."
"Wo bist du gestern gewesen? - Ich bin zu Hause geblieben. Ich war krank.","Wo war die Person gestern?","Zu Hause","Im Büro","Im Kino","Beim Arzt","Where were you yesterday? - I stayed at home. I was sick.","'zu Hause geblieben' means stayed at home."
"Was schenkst du Anna zur Hochzeit? - Ich schenke ihr einen Gutschein für ein Restaurant.","Was schenkt die Person Anna?","Einen Gutschein","Blumen","Geld","Ein Buch","What are you giving Anna for her wedding? - I am giving her a restaurant voucher.","Listen to the noun 'Gutschein'."
"Wie war die Reise nach Spanien? - Toll! Wir sind nach Madrid geflogen.","Wie sind sie nach Spanien gereist?","Sie sind geflogen.","Sie sind mit dem Auto gefahren.","Sie sind mit dem Zug gefahren.","Sie sind mit dem Schiff gefahren.","How was the trip to Spain? - Great! We flew to Madrid.","'geflogen' implies traveling by airplane."
"Wir haben am Samstag eine Grillparty gemacht. Es sind viele Freunde gekommen.","Was haben sie am Samstag gemacht?","Eine Grillparty","Sie waren im Kino.","Sie haben geheiratet.","Sie sind nach Berlin gefahren.","We had a barbecue party on Saturday. Many friends came.","Listen to the event 'Grillparty'."
"Wann beginnt der Kurs? - Am zwanzigsten Oktober.","Wann beginnt der Kurs?","Am 20. Oktober","Am 12. Oktober","Am 2. Oktober","Am 20. November","When does the course begin? - On the twentieth of October.","'zwanzigsten' means 20th."
"Frohe Weihnachten! Habt ihr schön gefeiert? - Ja, wir haben gut gegessen und gesungen.","Welches Fest haben sie gefeiert?","Weihnachten","Silvester","Ostern","Geburtstag","Merry Christmas! Did you celebrate nicely? - Yes, we ate well and sang.","Listen to the greeting 'Frohe Weihnachten'."
"Ich liebe den Winter. Ich fahre so gern Ski! - Ich mag lieber den Sommer und das Meer.","Welche Jahreszeit liebt die erste Person?","Den Winter","Den Sommer","Den Frühling","Den Herbst","I love winter. I like skiing so much! - I prefer summer and the sea.","The question specifically asks about the *first* person."
"Bist du am Wochenende ins Kino gegangen? - Nein, ich bin auf ein Konzert gegangen.","Wohin ist die Person gegangen?","Auf ein Konzert","Ins Kino","Ins Museum","Ins Theater","Did you go to the cinema on the weekend? - No, I went to a concert.","Listen to the alternative after 'Nein'."
"Was ist passiert? Warum bist du so spät gekommen? - Der Bus hatte Verspätung.","Warum ist die Person zu spät gekommen?","Der Bus hatte Verspätung.","Sie hat verschlafen.","Das Auto war kaputt.","Sie war noch beim Arzt.","What happened? Why did you come so late? - The bus was delayed.","Listen to the reason involving 'Bus' and 'Verspätung'."
"Ich habe am einunddreißigsten Dezember Geburtstag. - Oh, an Silvester!","Wann hat die Person Geburtstag?","Am 31. Dezember (Silvester)","Am 30. Dezember","Am 1. Januar","Am 13. Dezember","I have my birthday on the thirty-first of December. - Oh, on New Year's Eve!","'einunddreißigsten' is 31st."
"Was machst du im Herbst? - Im Oktober reise ich nach Italien.","Wann reist die Person nach Italien?","Im Oktober","Im September","Im November","Im August","What are you doing in autumn? - In October I travel to Italy.","Listen to the specific month mentioned."
"Habt ihr im Urlaub im Hotel geschlafen? - Nein, wir sind bei Freunden geblieben.","Wo haben sie geschlafen?","Bei Freunden","Im Hotel","Im Zelt","Im Auto","Did you sleep in a hotel on vacation? - No, we stayed with friends.","Listen to the correction."
"Wir haben an Neujahr lange geschlafen. Und was habt ihr gemacht?","An welchem Tag haben sie lange geschlafen?","An Neujahr","An Heiligabend","An Ostern","Am Geburtstag","We slept late on New Year's Day. And what did you do?","Listen to the holiday 'Neujahr'."
"Wie war das Wetter in Berlin? - Leider sehr schlecht. Es hat viel geregnet.","Wie war das Wetter?","Sehr schlecht (Regen)","Sehr schön","Heiß und sonnig","Es hat geschneit.","How was the weather in Berlin? - Unfortunately very bad. It rained a lot.","Listen to the adjectives describing the weather."
"Bist du gut in München angekommen? - Ja, der Zug war sehr pünktlich.","Womit ist die Person nach München gereist?","Mit dem Zug","Mit dem Auto","Mit dem Flugzeug","Mit dem Bus","Did you arrive safely in Munich? - Yes, the train was very punctual.","The mention of 'der Zug' implies train travel."
"Ich habe Anna Blumen geschenkt. Und du? - Ich habe ihr ein Buch gekauft.","Was hat die ERSTE Person Anna geschenkt?","Blumen","Ein Buch","Einen Gutschein","Einen Kuchen","I gave Anna flowers. And you? - I bought her a book.","The question asks what the *first* speaker gave."
"Wann heiraten Paul und Lisa? - Die Hochzeit ist am siebten Mai.","Wann ist die Hochzeit?","Am 7. Mai","Am 17. Mai","Am 7. März","Am 27. Mai","When are Paul and Lisa getting married? - The wedding is on the seventh of May.","'siebten' is 7th."
"Wo wart ihr im Sommer? - Wir sind ans Meer gefahren. Das Wetter war toll.","Wohin sind sie im Sommer gefahren?","Ans Meer","In die Berge","In die Stadt","Zum See","Where were you in the summer? - We traveled to the sea. The weather was great.","Listen to the destination 'ans Meer'."
"Gehst du heute auf die Party? - Nein, ich bin gestern schon spät ins Bett gegangen. Ich bin müde.","Warum geht die Person nicht auf die Party?","Sie ist müde (gestern spät im Bett).","Sie hat keine Einladung.","Die Party ist langweilig.","Sie muss arbeiten.","Are you going to the party today? - No, I already went to bed late yesterday. I am tired.","Listen to the reason 'müde'."
"Wer ist alles gekommen? - Alle waren da, nur Markus ist zu Hause geblieben.","Wer ist NICHT gekommen?","Markus","Anna","Paco","Alle sind gekommen.","Who all came? - Everyone was there, only Markus stayed at home.","If Markus stayed at home, he didn't come."
"Was ist mit deinem Auto passiert? - Ich habe einen kleinen Unfall gehabt.","Was ist passiert?","Ein Unfall","Das Auto ist weg.","Das Auto ist neu.","Gar nichts.","What happened to your car? - I had a minor accident.","Listen to the noun 'Unfall'."
"Wie lange bist du in Wien geblieben? - Nur das Wochenende. Von Freitag bis Sonntag.","Wie lange war die Person in Wien?","Ein Wochenende (Freitag bis Sonntag)","Eine Woche","Zwei Tage","Einen Monat","How long did you stay in Vienna? - Just the weekend. From Friday to Sunday.","Listen to the time frame."
"Ich gratuliere dir zum neuen Job! - Danke! Ich freue mich sehr.","Wozu gratuliert die Person?","Zum neuen Job","Zum Geburtstag","Zur Hochzeit","Zum neuen Auto","I congratulate you on the new job! - Thanks! I am very happy.","Listen to the reason for congratulations."
"Hast du die Einladung von Tom gelesen? Er feiert am dritten April.","Wann feiert Tom?","Am 3. April","Am 13. April","Am 3. August","Am 30. April","Did you read Tom's invitation? He is celebrating on the third of April.","'dritten' means 3rd."
"Macht ihr dieses Jahr Urlaub? - Nein, wir bleiben im Sommer zu Hause.","Wohin fahren sie in den Urlaub?","Sie bleiben zu Hause (fahren nicht weg).","Nach Spanien","Ans Meer","In die Berge","Are you taking a vacation this year? - No, we are staying home in the summer.","Listen to 'bleiben zu Hause'."
"Frohe Ostern! Suchen wir jetzt die Eier? - Ja, im Garten!","Welches Fest feiern sie?","Ostern","Weihnachten","Karneval","Geburtstag","Happy Easter! Are we hunting for the eggs now? - Yes, in the garden!","Listen to the greeting 'Frohe Ostern'."
"Der Winter war sehr kalt. Aber jetzt im März ist es schon wärmer.","Welcher Monat ist jetzt?","März","Januar","Dezember","April","The winter was very cold. But now in March it is already warmer.","Listen to the phrase 'jetzt im März'."
"Wie seid ihr zum Flughafen gekommen? - Wir sind mit dem Taxi gefahren.","Wie sind sie zum Flughafen gereist?","Mit dem Taxi","Mit der U-Bahn","Mit dem Bus","Mit dem Auto","How did you get to the airport? - We went by taxi.","Listen to the vehicle 'Taxi'."
"Was schenken wir Peter? - Vielleicht einen Gutschein für das Kino?","Was ist die Idee für ein Geschenk?","Ein Kino-Gutschein","Ein Buch","Ein Restaurant-Gutschein","Geld","What are we giving Peter? - Maybe a voucher for the cinema?","Listen to the suggestion 'Gutschein für das Kino'."
"Wann bist du gestern nach Hause gekommen? - Sehr spät, erst um 23 Uhr.","Wann ist die Person nach Hause gekommen?","Um 23 Uhr","Um 22 Uhr","Um 20 Uhr","Um 21 Uhr","When did you come home yesterday? - Very late, not until 11 PM.","Listen to the time '23 Uhr'."
"Wir haben im Urlaub viel Glück gehabt. Das Hotel war super und das Essen lecker.","Wie war der Urlaub?","Super (sie hatten Glück)","Sehr schlecht","Das Hotel war schlecht.","Sie waren krank.","We were very lucky on vacation. The hotel was super and the food delicious.","Listen to the positive review."
"Geht ihr zum Karneval? - Ja, wir fahren im Februar nach Köln!","Wohin fahren sie zum Karneval?","Nach Köln","Nach Berlin","Nach München","Nach Hause","Are you going to carnival? - Yes, we travel to Cologne in February!","Listen to the city."
"Am siebzehnten November schreiben wir den Test. - Oh, das ist schon bald!","Wann ist der Test?","Am 17. November","Am 7. November","Am 27. November","Am 17. Dezember","On the seventeenth of November we write the test. - Oh, that is soon!","'siebzehnten' means 17th."
"Ich bin am Wochenende nicht da. Ich reise nach London.","Was macht die Person am Wochenende?","Sie reist nach London.","Sie bleibt zu Hause.","Sie arbeitet.","Sie macht eine Party.","I am not here on the weekend. I am traveling to London.","Listen to the destination."
"Hast du das Geschenk für Maria gekauft? - Ja, Blumen und Schokolade.","Was hat die Person gekauft?","Blumen und Schokolade","Ein Buch und Blumen","Geld und Schokolade","Einen Gutschein","Did you buy the gift for Maria? - Yes, flowers and chocolate.","Listen to the items."
"Wann fängt der Frühling an? - Offiziell am einundzwanzigsten März.","Wann fängt der Frühling an?","Am 21. März","Am 1. März","Am 21. April","Am 12. März","When does spring start? - Officially on the twenty-first of March.","'einundzwanzigsten' means 21st."
"Wir sind gestern nicht ins Kino gegangen. Wir haben zu Hause einen Film gesehen.","Wo haben sie den Film gesehen?","Zu Hause","Im Kino","Im Flugzeug","Bei Freunden","We didn't go to the cinema yesterday. We watched a movie at home.","Listen to 'zu Hause'."
"Der September ist mein Lieblingsmonat. Da ist das Wetter oft sehr schön.","Welcher Monat ist der Lieblingsmonat der Person?","September","Sommer","Oktober","August","September is my favorite month. The weather is often very nice then.","Listen to the month named."
"Ich bin gestern um 6 Uhr aufgestanden und sofort zur Arbeit gefahren.","Wann ist die Person aufgestanden?","Um 6 Uhr","Um 7 Uhr","Um 8 Uhr","Um 5 Uhr","I got up at 6 o'clock yesterday and drove to work immediately.","Listen to the time associated with 'aufgestanden'."
"Wie war die Grillparty? - Leider hat es geregnet. Wir sind dann ins Haus gegangen.","Wie war das Wetter bei der Grillparty?","Es hat geregnet.","Die Sonne hat geschienen.","Es war sehr heiß.","Es hat geschneit.","How was the BBQ party? - Unfortunately it rained. We then went into the house.","Listen to the weather 'geregnet'."
"Alles Gute für deinen Urlaub! - Danke, wir fliegen morgen früh.","Was macht die zweite Person morgen früh?","Sie fliegt in den Urlaub.","Sie geht zur Arbeit.","Sie hat Geburtstag.","Sie feiert Karneval.","All the best for your vacation! - Thanks, we fly early tomorrow.","The conversation is about an upcoming vacation."
"Ist der Zug pünktlich angekommen? - Ja, auf die Minute genau.","Hatte der Zug Verspätung?","Nein, er war pünktlich.","Ja, er hatte 10 Minuten Verspätung.","Ja, sehr viel.","Der Zug ist gar nicht gekommen.","Did the train arrive on time? - Yes, exactly to the minute.","'pünktlich' means on time."
