test_text,answer,test_verb,tip,meaning,grammar_tip
"Ich null Anna.","bin","sein","1st person singular of 'sein'","I am Anna.","sein: ich → bin"
"Wer null du?","bist","sein","2nd person singular of 'sein'","Who are you?","sein: du → bist"
"Das null Paco.","ist","sein","3rd person singular of 'sein'","That is Paco.","sein: er/sie/es → ist"
"Wie null Sie?","heißen","heißen","Formal 'you' for 'to be called'","What is your name? (formal)","heißen: Sie → heißen"
"Ich null Nicole.","heiße","heißen","1st person singular of 'heißen'","My name is Nicole.","heißen: ich → heiße"
"Wie null du?","heißt","heißen","2nd person singular of 'heißen'","What is your name? (informal)","heißen: du → heißt (Note: ends in -t, not -st because of ß)"
"Er null Herr Schmidt.","heißt","heißen","3rd person singular of 'heißen'","His name is Mr. Schmidt.","heißen: er/sie/es → heißt"
"Woher null du?","kommst","kommen","2nd person singular of 'kommen'","Where do you come from? (informal)","kommen: du → kommst"
"Ich null aus Spanien.","komme","kommen","1st person singular of 'kommen'","I come from Spain.","kommen: ich → komme"
"Woher null Sie?","kommen","kommen","Formal 'you' for 'to come'","Where do you come from? (formal)","kommen: Sie → kommen"
"Paco null aus Mexiko.","kommt","kommen","3rd person singular of 'kommen'","Paco comes from Mexico.","kommen: er/sie/es → kommt"
"Wir null aus Deutschland.","kommen","kommen","1st person plural of 'kommen'","We come from Germany.","kommen: wir → kommen"
"Sie null Frau Wachter.","sind","sein","Formal 'you' for 'to be'","You are Mrs. Wachter.","sein: Sie → sind"
"Wir null Freunde.","sind","sein","1st person plural of 'sein'","We are friends.","sein: wir → sind"
"Ihr null Studenten.","seid","sein","2nd person plural of 'sein'","You all are students.","sein: ihr → seid"
"null heißt du?","Wie","wie","Question word for 'how'","What is your name? (How are you called?)","W-Frage: use Wie for names (Wie heißen Sie?)"
"null bist du?","Wer","wer","Question word for 'who'","Who are you?","W-Frage: use Wer for identity (Wer bist du?)"
"null kommst du?","Woher","woher","Question word for origin","Where do you come from?","W-Frage: use Woher for origin (Woher kommst du?)"
"Ich komme null Deutschland.","aus","aus","Preposition for origin","I come from Germany.","Preposition: Use 'aus' for countries without articles."
"Sie kommt null Österreich.","aus","aus","Preposition for origin","She comes from Austria.","Preposition: Use 'aus' for countries without articles."
"Ich komme aus null Schweiz.","der","der","Definite article for feminine country","I come from Switzerland.","Preposition: 'aus' takes Dative. Die Schweiz → der Schweiz."
"Er kommt aus null Türkei.","der","der","Definite article for feminine country","He comes from Turkey.","Preposition: 'aus' takes Dative. Die Türkei → der Türkei."
"Wir kommen aus null Iran.","dem","dem","Definite article for masculine country","We come from Iran.","Preposition: 'aus' takes Dative. Der Iran → dem Iran."
"Sie kommen null Frankreich.","aus","aus","Preposition for origin","They come from France.","Preposition: Use 'aus' for countries without articles."
"null geht's?","Wie","wie","Question word for 'how'","How are you?","W-Frage: Wie geht es? -> Wie geht's?"
"null geht es Ihnen?","Wie","wie","Question word for 'how'","How are you? (formal)","W-Frage: Wie geht es Ihnen?"
"Mir null es gut.","geht","gehen","3rd person singular of 'gehen'","I am doing well.","Phrase: Es geht mir gut."
"Danke, null gut.","sehr","sehr","Adverb for 'very'","Thanks, very good.","Phrase: Sehr gut."
"Auch null.","gut","gut","Adjective for 'good'","Also good.","Phrase: Auch gut."
"Guten null! (morning)","Morgen","Morgen","Noun for morning","Good morning!","Greeting: Guten Morgen."
"Guten null! (day)","Tag","Tag","Noun for day","Good day!","Greeting: Guten Tag."
"Guten null! (evening)","Abend","Abend","Noun for evening","Good evening!","Greeting: Guten Abend."
"Gute null! (night)","Nacht","Nacht","Noun for night","Good night!","Greeting: Gute Nacht. (Nacht is feminine, so 'Gute')"
"Auf null!","Wiedersehen","Wiedersehen","Noun for seeing again","Goodbye!","Phrase: Auf Wiedersehen."
"null bitte?","Wie","wie","Question word for 'how'","Pardon?","Phrase: Wie bitte? (used to ask someone to repeat)"
"Noch null, bitte.","einmal","einmal","Adverb for 'once'","Once more, please.","Phrase: Noch einmal, bitte."
"Ich null meinen Namen.","buchstabiere","buchstabieren","1st person singular of 'buchstabieren'","I am spelling my name.","buchstabieren: ich → buchstabiere"
"null Sie das Alphabet.","Hören","hören","Formal imperative of 'hören'","Listen to the alphabet.","Imperative (formal): Verb(en) + Sie"
"null Sie an.","Kreuzen","ankreuzen","Formal imperative of 'ankreuzen'","Tick the box.","Imperative (formal) with separable verb: Verb(en) + Sie + Prefix"
"null Sie zu.","Ordnen","zuordnen","Formal imperative of 'zuordnen'","Match the items.","Imperative (formal) with separable verb: Verb(en) + Sie + Prefix"
"null Sie nach.","Sprechen","nachsprechen","Formal imperative of 'nachsprechen'","Repeat after me.","Imperative (formal) with separable verb: Verb(en) + Sie + Prefix"
"Er null aus Spanien.","kommt","kommen","3rd person singular of 'kommen'","He comes from Spain.","kommen: er → kommt"
"Du null sehr nett.","bist","sein","2nd person singular of 'sein'","You are very nice.","sein: du → bist"
"Sie null aus Mexiko.","kommt","kommen","3rd person singular (she) of 'kommen'","She comes from Mexico.","kommen: sie (she) → kommt"
"Das null Frau Schmidt.","ist","sein","3rd person singular of 'sein'","That is Mrs. Schmidt.","sein: es/das → ist"
"Wir null Paco und Anna.","sind","sein","1st person plural of 'sein'","We are Paco and Anna.","sein: wir → sind"
"Ihr null aus Österreich.","kommt","kommen","2nd person plural of 'kommen'","You all come from Austria.","kommen: ihr → kommt"
"Sie null Englisch.","sprechen","sprechen","Formal 'you' for 'sprechen'","You speak English.","sprechen: Sie → sprechen"
"Ich null Deutsch.","spreche","sprechen","1st person singular of 'sprechen'","I speak German.","sprechen: ich → spreche"
