text,question,answer,distractor1,distractor2,distractor3,translation,tip
"Was isst du gern zum Frühstück, Thomas? - Am liebsten Müsli mit Milch. Und einen Apfel.","Was isst Thomas zum Frühstück?","Müsli mit Milch und Apfel","Ein Brötchen mit Käse","Ein Brot mit Schinken","Zwei Eier und Wurst","What do you like to eat for breakfast, Thomas? - Preferably muesli with milk. And an apple.","Listen to the specific items 'Müsli', 'Milch', 'Apfel'."
"Trinkst du Kaffee? - Nein, Kaffee mag ich gar nicht. Ich trinke immer Tee.","Was trinkt die Person?","Tee","Kaffee","Wasser","Saft","Do you drink coffee? - No, I don't like coffee at all. I always drink tea.","Listen to the correction: 'Ich trinke immer Tee'."
"Wir brauchen noch Brot, Butter und Käse. Hast du alles notiert? - Ja: Brot, Butter, Käse.","Was fehlt noch im Kühlschrank?","Brot, Butter, Käse","Wurst, Eier, Tomaten","Milch, Saft, Bier","Obst und Gemüse","We still need bread, butter, and cheese. Did you note everything down? - Yes: bread, butter, cheese.","Listen to the three items on the grocery list."
"Guten Tag, was möchten Sie? - Ich nehme ein Stück Kuchen und einen Kaffee.","Was bestellt die Person?","Kuchen und Kaffee","Pizza und Wasser","Ein Brötchen und Tee","Eis und Apfelsaft","Good day, what would you like? - I'll take a piece of cake and a coffee.","Listen to the order in the cafe."
"Magst du Tomaten? - Nein, Tomaten mag ich nicht. Aber ich liebe Kartoffeln!","Was mag die Person NICHT?","Tomaten","Kartoffeln","Käse","Zwiebeln","Do you like tomatoes? - No, I don't like tomatoes. But I love potatoes!","The question asks what they do NOT like."
"Wir essen heute Mittag Nudeln mit Fleisch. Kommst du? - Oh, ich esse kein Fleisch. Ich bin Vegetarier.","Warum isst die Person nicht mit?","Sie ist Vegetarier (isst kein Fleisch).","Sie mag keine Nudeln.","Sie hat keinen Hunger.","Sie hat keine Zeit.","We are eating pasta with meat for lunch today. Are you coming? - Oh, I don't eat meat. I am a vegetarian.","Listen to the reason 'Vegetarier'."
"Möchten Sie noch ein Glas Wein? - Nein danke, ich möchte lieber ein Wasser.","Was möchte der Gast jetzt trinken?","Ein Wasser","Noch ein Glas Wein","Einen Kaffee","Ein Bier","Would you like another glass of wine? - No thanks, I would rather like a water.","Listen to what the guest prefers ('lieber')."
"Der Fisch schmeckt fantastisch! Wirklich sehr gut. - Das freut mich.","Wie schmeckt der Fisch?","Fantastisch (sehr gut)","Nicht gut","Zu salzig","Langweilig","The fish tastes fantastic! Really very good. - I am glad to hear that.","Listen to the strong compliment 'fantastisch'."
"Ich habe großen Hunger. Gibt es schon Abendessen? - Ja, in fünf Minuten.","Was möchte die Person?","Essen (sie hat Hunger)","Schlafen","Trinken (sie hat Durst)","Fernsehen","I am very hungry. Is dinner ready yet? - Yes, in five minutes.","'Hunger' means wanting to eat."
"Was kochen wir heute? Eine Suppe? - Nein, ich möchte lieber Pizza machen.","Was kochen sie heute?","Pizza","Suppe","Nudeln","Reis mit Hähnchen","What are we cooking today? A soup? - No, I would rather make pizza.","Listen to the final decision 'Pizza'."
"Haben wir noch Obst? - Ja, wir haben Bananen und Äpfel. Aber keine Orangen.","Welches Obst haben sie NICHT?","Orangen","Bananen","Äpfel","Kartoffeln","Do we still have fruit? - Yes, we have bananas and apples. But no oranges.","Listen to what follows 'keine'."
"Das Hähnchen ist sehr lecker. Aber der Reis ist kalt.","Was ist das Problem?","Der Reis ist kalt.","Das Hähnchen ist kalt.","Das Essen ist teuer.","Das Hähnchen schmeckt nicht.","The chicken is very delicious. But the rice is cold.","Distinguish between the chicken (lecker) and the rice (kalt)."
"Isst du gern Wurst? - Nein, Wurst und Schinken mag ich nicht. Zum Frühstück esse ich nur Marmelade.","Was isst die Person zum Frühstück?","Nur Marmelade","Wurst und Schinken","Käse und Ei","Müsli","Do you like eating sausage? - No, I don't like sausage and ham. For breakfast I only eat jam.","Listen to the statement 'esse ich nur Marmelade'."
"Ich brauche noch eine Gabel für den Salat. Hier ist nur ein Messer. - Oh, Entschuldigung.","Was fehlt der Person?","Eine Gabel","Ein Messer","Ein Löffel","Ein Teller","I still need a fork for the salad. Here is only a knife. - Oh, excuse me.","She has a knife, but she lacks a fork."
"Trinkst du ein Bier mit uns? - Nein, ich habe Durst, aber ich möchte nur ein Mineralwasser.","Was bestellt die Person?","Ein Mineralwasser","Ein Bier","Einen Saft","Einen Wein","Are you drinking a beer with us? - No, I am thirsty, but I only want a mineral water.","Listen to the specific drink ordered."
"Das Essen hier im Restaurant ist zu teuer. 20 Euro für eine Pizza!","Wie findet die Person das Restaurant?","Zu teuer","Sehr billig","Sehr lecker","Schlecht","The food here in the restaurant is too expensive. 20 euros for a pizza!","Listen to the complaint 'zu teuer'."
"Was nimmst du? - Ich nehme die Tomatensuppe und danach den Fisch.","Was isst die Person als Erstes?","Die Tomatensuppe","Den Fisch","Eine Pizza","Einen Salat","What are you having? - I'll take the tomato soup and then the fish.","'danach' means after that, so the soup is first."
"Schmeckt dir der Kuchen? - Ja, er ist sehr süß, aber wirklich lecker.","Wie ist der Kuchen?","Süß und lecker","Süß und hässlich","Nicht süß","Nicht gut","Do you like the cake? - Yes, it is very sweet, but really delicious.","Listen to the two adjectives 'süß' and 'lecker'."
"Guten Appetit! - Danke, gleichfalls. Lasst es euch schmecken.","Wann sagt man das?","Vor dem Essen","Nach dem Essen","Im Supermarkt","Beim Bezahlen","Enjoy your meal! - Thanks, you too. Bon appetit.","'Guten Appetit' is said before starting to eat."
"Wir laden euch am Samstag zum Grillen ein. Es gibt viel Fleisch und Gemüse.","Was machen sie am Samstag?","Grillen (Fleisch und Gemüse essen)","Ins Kino gehen","Einen Kuchen backen","Sport machen","We are inviting you to a barbecue on Saturday. There will be lots of meat and vegetables.","Listen to the event 'Grillen'."
"Wo ist die Milch? - Im Kühlschrank, ganz unten.","Wo steht die Milch?","Im Kühlschrank","Auf dem Tisch","Im Supermarkt","Im Schrank","Where is the milk? - In the fridge, at the very bottom.","Listen to the location."
"Möchtest du ein Ei zum Frühstück? - Ja, bitte! Ein weiches Ei.","Was möchte die Person zum Frühstück?","Ein Ei","Einen Apfel","Ein Brötchen","Eine Wurst","Would you like an egg for breakfast? - Yes, please! A soft-boiled egg.","Listen to the requested item."
"Haben Sie auch Apfelsaft? - Nein, leider nicht. Wir haben nur Orangensaft.","Welchen Saft gibt es?","Orangensaft","Apfelsaft","Beide","Keinen Saft","Do you also have apple juice? - No, unfortunately not. We only have orange juice.","Listen to the available option 'Orangensaft'."
"Ich schneide die Zwiebeln für die Suppe. - Oh nein, ich hasse Zwiebeln!","Was mag die zweite Person nicht?","Zwiebeln","Suppe","Tomaten","Kartoffeln","I am cutting the onions for the soup. - Oh no, I hate onions!","'hasse' means hate, indicating a strong dislike."
"Das Rezept ist super. Man braucht nur Kartoffeln, Käse und ein bisschen Butter.","Welche drei Dinge braucht man für das Rezept?","Kartoffeln, Käse, Butter","Nudeln, Tomaten, Zwiebeln","Reis, Fleisch, Gemüse","Fisch, Salat, Öl","The recipe is super. You only need potatoes, cheese, and a little butter.","Listen to the ingredient list."
"Zahlen, bitte! - Zusammen oder getrennt? - Zusammen, bitte. Das macht 34 Euro.","Wie bezahlen die Gäste?","Zusammen","Getrennt","Gar nicht","Mit Karte","Pay, please! - Together or separately? - Together, please. That makes 34 euros.","Listen to the choice 'Zusammen'."
"Kaufst du noch Getränke? Wir haben kein Wasser mehr. - Okay, ich gehe schnell in den Supermarkt.","Was soll die Person einkaufen?","Getränke (Wasser)","Gemüse","Brot","Fleisch","Are you going to buy drinks? We have no more water. - Okay, I will quickly go to the supermarket.","Listen to what is missing."
"Essen wir heute draußen? Das Wetter ist so warm. - Gute Idee, auf dem Balkon.","Wo essen sie heute?","Draußen (auf dem Balkon)","Im Wohnzimmer","Im Restaurant","In der Küche","Are we eating outside today? The weather is so warm. - Good idea, on the balcony.","Listen to the location."
