text,question,answer,distractor1,distractor2,distractor3,translation,tip
"Was willst du nach der Schule machen? - Ich will Medizin studieren! Ich will Arzt werden.","Was will die Person von Beruf werden?","Arzt","Lehrer","Mechaniker","Schauspieler","What do you want to do after school? - I want to study medicine! I want to become a doctor.","Listen to the profession 'Arzt'."
"Hast du einen Plan für die Zukunft? - Ja, ich mache zuerst eine Ausbildung. Später will ich studieren.","Was macht die Person ZUERST?","Eine Ausbildung","Studieren","Arbeiten","Ins Ausland gehen","Do you have a plan for the future? - Yes, I will do an apprenticeship first. Later I want to study.","'zuerst' means first. She does the 'Ausbildung' first."
"Ich will unbedingt Schauspieler werden! - Wow, das finde ich toll! Dann wirst du berühmt!","Was möchte die Person werden?","Schauspieler","Sänger","Politiker","Chef","I absolutely want to become an actor! - Wow, I find that great! Then you will be famous!","Listen to the profession 'Schauspieler'."
"Bist du noch in der Schule? - Nein, ich habe gerade mein Abitur gemacht. Jetzt mache ich ein Praktikum.","Was macht die Person jetzt?","Ein Praktikum","Sie geht zur Schule.","Sie studiert.","Sie macht Urlaub.","Are you still in school? - No, I just did my Abitur. Now I am doing an internship.","Listen to what she is doing 'Jetzt' (ein Praktikum)."
"Was ist dir wichtig im Leben? Viel Geld? - Nein, Geld ist mir nicht so wichtig. Ich will eine Familie gründen.","Was ist der Person wichtig?","Eine Familie gründen","Viel Geld verdienen","Berühmt werden","Viel reisen","What is important to you in life? A lot of money? - No, money is not that important to me. I want to start a family.","Listen to her goal 'eine Familie gründen'."
"Wie läuft die Ausbildung? - Super! Im Sommer bin ich fertig, dann verdiene ich endlich mein eigenes Geld.","Wann ist die Ausbildung fertig?","Im Sommer","Im Winter","Nächstes Jahr","Gar nicht","How is the apprenticeship going? - Super! In the summer I am finished, then I'll finally earn my own money.","Listen to the time frame 'Im Sommer'."
"Willst du später mal heiraten? - Nein, auf keinen Fall! Ich will allein durch die Welt reisen.","Will die Person heiraten?","Nein, auf keinen Fall.","Ja, nächstes Jahr.","Vielleicht später.","Ja, und eine Familie gründen.","Do you want to get married later? - No, under no circumstances! I want to travel the world alone.","'auf keinen Fall' is a strong no."
"Hast du die Prüfung bestanden? - Ja! Ich habe endlich meinen Führerschein!","Was hat die Person bestanden?","Die Prüfung für den Führerschein","Das Abitur","Die Prüfung in der Uni","Einen Sprachtest","Did you pass the exam? - Yes! I finally have my driver's license!","Listen to the document she got 'Führerschein'."
"Meine Schwester geht ins Ausland. - Wohin denn? - Sie macht ein Semester in Spanien.","Wohin geht die Schwester?","Ins Ausland (nach Spanien)","Nach Berlin","Nach Italien","Sie bleibt zu Hause.","My sister is going abroad. - Where to? - She is doing a semester in Spain.","Listen to the specific country 'Spanien'."
"Ich singe in einer Band. Wir wollen bald ein Konzert geben. - Das ist ja fantastisch!","Was macht die Person in der Band?","Sie singt.","Sie spielt Gitarre.","Sie spielt Klavier.","Sie tanzt.","I sing in a band. We want to give a concert soon. - That is fantastic!","'Ich singe' means she is the singer."
