text,question,answer,distractor1,distractor2,distractor3,translation,tip
"Firma Müller, guten Tag. - Guten Tag, hier ist Anna Schmidt. Kann ich bitte Herrn Müller sprechen?","Wen möchte Anna sprechen?","Herrn Müller","Frau Schmidt","Den Techniker","Die Sekretärin","Müller Company, good day. - Good day, Anna Schmidt here. Can I please speak to Mr. Müller?","Listen for the name after 'Kann ich bitte ... sprechen'."
"Herr Müller telefoniert gerade. Möchten Sie eine Nachricht hinterlassen? - Ja, bitte.","Warum kann Anna nicht mit Herrn Müller sprechen?","Er telefoniert gerade.","Er hat keine Zeit.","Er ist nicht da.","Er ist im Urlaub.","Mr. Müller is on the phone right now. Would you like to leave a message? - Yes, please.","Listen to the reason given by the secretary."
"Können Sie bitte Ihren Namen buchstabieren? - Ja, S-C-H-M-I-D-T.","Wie schreibt man den Namen?","S-C-H-M-I-D-T","S-M-I-T-H","S-C-H-M-I-T","S-C-H-M-I-T-T","Can you please spell your name? - Yes, S-C-H-M-I-D-T.","Pay close attention to the letters D and T."
"Bitte rufen Sie mich zurück. Meine Nummer ist 0176 55 44 33.","Wie ist die Telefonnummer?","0176 55 44 33","0167 55 44 33","0176 44 55 33","0156 55 44 33","Please call me back. My number is 0176 55 44 33.","Listen to the pairs of numbers carefully."
"Entschuldigung, der Drucker funktioniert nicht. Haben wir keinen Techniker?","Was ist kaputt?","Der Drucker","Der Computer","Das Telefon","Das Internet","Excuse me, the printer is not working. Do we not have a technician?","Listen to the noun before 'funktioniert nicht'."
"Ich brauche dringend eine E-Mail-Adresse von Ihnen. - Das ist info@firma.de.","Wie lautet die E-Mail-Adresse?","info@firma.de","info.firma.de","info@firma.com","info_firma.de","I urgently need an email address from you. - It is info@firma.de.","'@' is pronounced 'Klammeraffe' or 'at'."
"Ist das a-n-n-a punkt m-e-i-e-r at gmx punkt de? - Nein, mit Unterstrich.","Wie lautet die E-Mail-Adresse wirklich?","anna_meier@gmx.de","anna.meier@gmx.de","anna-meier@gmx.de","annameier@gmx.de","Is that a-n-n-a dot m-e-i-e-r at gmx dot de? - No, with an underscore.","Listen to the correction: 'Unterstrich' (_)."
"Ich habe keinen Stift. Hast du einen Kuli für mich? - Ja, hier.","Was braucht die Person?","Einen Kuli / Stift","Ein Telefon","Eine Maus","Ein Papier","I have no pen. Do you have a pen for me? - Yes, here.","Listen to the object requested."
"Das Internet ist so langsam heute! Ich kann die E-Mail nicht mailen.","Was ist das Problem?","Das Internet ist langsam.","Der Computer ist kaputt.","Der Drucker druckt nicht.","Die E-Mail ist falsch.","The internet is so slow today! I cannot email the email.","Listen to the complaint about the Internet."
"Guten Tag, ich suche das Büro von Frau Berger. - Das ist Zimmer 112.","Wo ist das Büro von Frau Berger?","Zimmer 112","Zimmer 121","Zimmer 122","Zimmer 102","Good day, I am looking for Mrs. Berger's office. - That is room 112.","Listen to the number 'hundertzwölf'."
"Haben Sie heute Zeit für einen Termin? - Leider nicht. Aber morgen um 10 Uhr.","Wann ist der Termin?","Morgen um 10 Uhr","Heute um 10 Uhr","Morgen um 11 Uhr","Heute Nachmittag","Do you have time for an appointment today? - Unfortunately not. But tomorrow at 10 o'clock.","Listen for the day 'morgen'."
"Das ist kein Laptop, das ist ein Tablet.","Was ist der Gegenstand?","Ein Tablet","Ein Laptop","Ein Smartphone","Ein Computer","That is not a laptop, that is a tablet.","Listen to the correction after 'kein'."
"Ich brauche eine Briefmarke. - Für einen normalen Brief? Das macht 80 Cent.","Was kostet die Briefmarke?","80 Cent","18 Cent","8 Cent","1 Euro","I need a stamp. - For a normal letter? That makes 80 cents.","Listen to the price."
"Wer ist am Apparat? - Hier ist Julian Fuchs.","Wer ruft an?","Julian Fuchs","Herr Müller","Frau Schmidt","Der Chef","Who is on the line? - Julian Fuchs is here.","'Hier ist...' is used to identify oneself on the phone."
"Die Chefin ist heute nicht da. Sie ist krank.","Warum ist die Chefin nicht im Büro?","Sie ist krank.","Sie ist im Urlaub.","Sie hat einen Termin.","Sie hat keine Lust.","The boss is not here today. She is sick.","Listen for the reason 'krank'."
"Ich rufe später noch einmal an. Auf Wiederhören! - Auf Wiederhören.","Was macht die Person später?","Sie ruft noch einmal an.","Sie schreibt eine E-Mail.","Sie kommt ins Büro.","Sie geht nach Hause.","I will call again later. Goodbye! - Goodbye.","Listen to the verb 'anrufen'."
"Brauchst du den Drucker noch? - Nein, ich bin fertig.","Braucht die zweite Person den Drucker?","Nein, sie ist fertig.","Ja, noch lange.","Ja, für eine Rechnung.","Sie weiß es nicht.","Do you still need the printer? - No, I am finished.","Listen to the response 'Nein, ich bin fertig'."
"Das Smartphone ist neu. Aber es funktioniert nicht! Ich brauche einen Techniker.","Was ist das Problem?","Das neue Smartphone ist kaputt.","Der Techniker ist nicht da.","Sie hat kein Smartphone.","Das Smartphone ist alt.","The smartphone is new. But it does not work! I need a technician.","Listen to the problem 'funktioniert nicht'."
"Wie ist die Vorwahl von München? Ist das 089? - Ja, genau.","Wie ist die Vorwahl von München?","089","098","080","088","What is the area code for Munich? Is that 089? - Yes, exactly.","Listen to the number confirmation."
