sentence,words,tip,translation_en
"Was ist das?","Was|ist|das|?","Standard question for identifying an object.","What is that?"
"Das ist ein Schlüssel.","Das|ist|ein|Schlüssel|.","Identifying a masculine object.","That is a key."
"Das ist eine Brille.","Das|ist|eine|Brille|.","Identifying a feminine object.","That is a pair of glasses."
"Das ist ein Buch.","Das|ist|ein|Buch|.","Identifying a neuter object.","That is a book."
"Sind das Bücher?","Sind|das|Bücher|?","Plural identification question.","Are those books?"
"Ja, das sind Bücher.","Ja|,|das|sind|Bücher|.","Plural positive identification (no article).","Yes, those are books."
"Ist das eine Uhr?","Ist|das|eine|Uhr|?","Singular identification question.","Is that a watch?"
"Nein, das ist keine Uhr.","Nein|,|das|ist|keine|Uhr|.","Negative identification for feminine noun.","No, that is not a watch."
"Ist das ein Stift?","Ist|das|ein|Stift|?","Singular identification question.","Is that a pen?"
"Nein, das ist kein Stift.","Nein|,|das|ist|kein|Stift|.","Negative identification for masculine noun.","No, that is not a pen."
"Das ist kein Feuerzeug.","Das|ist|kein|Feuerzeug|.","Negative identification for neuter noun.","That is not a lighter."
"Das sind keine Schlüssel.","Das|sind|keine|Schlüssel|.","Negative identification for plural noun.","Those are not keys."
"Wie heißt das auf Deutsch?","Wie|heißt|das|auf|Deutsch|?","Asking for the German word.","What is that called in German?"
"Das ist ein Regenschirm.","Das|ist|ein|Regenschirm|.","Answering 'Wie heißt das...?'","That is an umbrella."
"Das ist eine Geldbörse.","Das|ist|eine|Geldbörse|.","Identifying a feminine object.","That is a wallet."
"Wie schreibt man das?","Wie|schreibt|man|das|?","Asking for spelling.","How do you write that?"
"Buchstabieren Sie das bitte.","Buchstabieren|Sie|das|bitte|.","Asking someone to spell something.","Please spell that."
"R-E-G-E-N-S-C-H-I-R-M.","R-E-G-E-N-S-C-H-I-R-M|.","Spelling out a long word.","R-E-G-E-N-S-C-H-I-R-M."
"Wie bitte? Noch einmal!","Wie|bitte|?|Noch|einmal|!","Asking to repeat something.","Pardon? Once more!"
"Ich verstehe das nicht.","Ich|verstehe|das|nicht|.","Stating lack of understanding.","I don't understand that."
"Aus welchem Material ist das?","Aus|welchem|Material|ist|das|?","Asking about material.","What material is that?"
"Ist der Tisch aus Holz?","Ist|der|Tisch|aus|Holz|?","Asking a specific material question.","Is the table made of wood?"
"Ja, der Tisch ist aus Holz.","Ja|,|der|Tisch|ist|aus|Holz|.","Confirming a material.","Yes, the table is made of wood."
"Nein, er ist aus Plastik.","Nein|,|er|ist|aus|Plastik|.","Correcting a material assumption using 'er'.","No, it is made of plastic."
"Die Flasche ist aus Glas.","Die|Flasche|ist|aus|Glas|.","Stating material for a feminine object.","The bottle is made of glass."
"Das Feuerzeug ist aus Metall.","Das|Feuerzeug|ist|aus|Metall|.","Stating material for a neuter object.","The lighter is made of metal."
"Die Tasche ist aus Leder.","Die|Tasche|ist|aus|Leder|.","Stating material for an accessory.","The bag is made of leather."
"Das Heft ist aus Papier.","Das|Heft|ist|aus|Papier|.","Stating material for school supplies.","The notebook is made of paper."
"Der Rucksack ist aus Stoff.","Der|Rucksack|ist|aus|Stoff|.","Stating material for a backpack.","The backpack is made of fabric."
"Das ist auch aus Plastik.","Das|ist|auch|aus|Plastik|.","Using 'auch' (also) with material.","That is also made of plastic."
"Ist das vielleicht eine Kamera?","Ist|das|vielleicht|eine|Kamera|?","Making a guess with 'vielleicht'.","Is that perhaps a camera?"
"Ja, genau!","Ja|,|genau|!","Confirming a guess strongly.","Yes, exactly!"
"Ich glaube, das ist ein Pass.","Ich|glaube|,|das|ist|ein|Pass|.","Expressing an opinion or guess.","I believe that is a passport."
"Ich habe keine Ahnung.","Ich|habe|keine|Ahnung|.","Admitting lack of knowledge.","I have no idea."
"Entschuldigung, ist das Ihre Tasche?","Entschuldigung|,|ist|das|Ihre|Tasche|?","Politely asking about ownership (formal).","Excuse me, is that your bag?"
"Ja, das ist meine Tasche.","Ja|,|das|ist|meine|Tasche|.","Confirming ownership.","Yes, that is my bag."
"Nein, das ist nicht meine Tasche.","Nein|,|das|ist|nicht|meine|Tasche|.","Denying ownership.","No, that is not my bag."
"Wir sind im Fundbüro.","Wir|sind|im|Fundbüro|.","Stating location.","We are at the lost and found."
"Ich suche mein Handy.","Ich|suche|mein|Handy|.","Stating what you are looking for.","I am looking for my cell phone."
"Ist das Ihr Handy?","Ist|das|Ihr|Handy|?","Asking to confirm a found object.","Is that your cell phone?"
"Nein, mein Handy ist schwarz.","Nein|,|mein|Handy|ist|schwarz|.","Giving a detail to deny an object.","No, my cell phone is black."
"Was ist das Problem?","Was|ist|das|Problem|?","Asking what the issue is.","What is the problem?"
"Ich finde meinen Schlüssel nicht.","Ich|finde|meinen|Schlüssel|nicht|.","Stating a problem.","I cannot find my key."
"Das Produkt ist sehr praktisch.","Das|Produkt|ist|sehr|praktisch|.","Describing an item positively.","The product is very practical."
