test_text,answer,test_verb,tip,meaning,grammar_tip
"Ich stehe um 7 Uhr null. (aufstehen)","auf","aufstehen","Separable prefix goes to the end of the clause","I get up at 7 o'clock.","Separable verbs: 'aufstehen' -> Ich stehe ... auf."
"Wann stehst du null? (aufstehen)","auf","aufstehen","Separable prefix goes to the end of the clause","When do you get up?","Separable verbs: 'aufstehen' -> Wann stehst du ... auf?"
"Er sieht am Abend null. (fernsehen)","fern","fernsehen","Separable prefix goes to the end of the clause","He watches TV in the evening.","Separable verbs: 'fernsehen' -> Er sieht ... fern."
"Siehst du gern null? (fernsehen)","fern","fernsehen","Separable prefix goes to the end of the clause","Do you like watching TV?","Separable verbs: 'fernsehen' -> Siehst du ... fern?"
"Wir kaufen im Supermarkt null. (einkaufen)","ein","einkaufen","Separable prefix goes to the end of the clause","We shop at the supermarket.","Separable verbs: 'einkaufen' -> Wir kaufen ... ein."
"Ich rufe dich heute null. (anrufen)","an","anrufen","Separable prefix goes to the end of the clause","I will call you today.","Separable verbs: 'anrufen' -> Ich rufe ... an."
"Wann fängt der Film null? (anfangen)","an","anfangen","Separable prefix goes to the end of the clause","When does the movie start?","Separable verbs: 'anfangen' -> Wann fängt ... an?"
"Der Kurs hört um 12 Uhr null. (aufhören)","auf","aufhören","Separable prefix goes to the end of the clause","The course stops at 12 o'clock.","Separable verbs: 'aufhören' -> Der Kurs hört ... auf."
"Wir gehen im Park spazieren null. (WAIT! spazieren gehen is special)","spazieren","spazieren gehen","'spazieren' acts like a separable prefix","We go for a walk in the park.","Separable structure: 'spazieren gehen' -> Wir gehen ... spazieren."
"Ich räume das Zimmer null. (aufräumen)","auf","aufräumen","Separable prefix goes to the end of the clause","I tidy up the room.","Separable verbs: 'aufräumen' -> Ich räume ... auf."
"Das Geschäft macht um 9 Uhr null. (aufmachen)","auf","aufmachen","Separable prefix goes to the end of the clause","The store opens at 9 o'clock.","Separable verbs: 'aufmachen' -> Das Geschäft macht ... auf."
"Der Supermarkt macht um 20 Uhr null. (zumachen)","zu","zumachen","Separable prefix goes to the end of the clause","The supermarket closes at 8 PM.","Separable verbs: 'zumachen' -> Der Supermarkt macht ... zu."
"Hast du null Montag Zeit?","am","an","Preposition for days of the week","Do you have time on Monday?","Preposition: Use 'am' for days (am Montag, am Dienstag)."
"Wir treffen uns null Wochenende.","am","an","Preposition for the weekend","We meet on the weekend.","Preposition: Use 'am' for the weekend (am Wochenende)."
"Ich arbeite null Vormittag.","am","an","Preposition for times of day","I work in the morning.","Preposition: Use 'am' for times of day (am Morgen, am Vormittag)."
"null der Nacht schlafe ich.","In","in","Preposition for 'Nacht' (exception)","In the night I sleep.","Preposition: 'Nacht' is feminine, so use 'in der Nacht' (not am)."
"Der Film beginnt null 20 Uhr.","um","um","Preposition for exact clock times","The movie begins at 8 PM.","Preposition: Use 'um' for specific times (um 8 Uhr)."
"Wir haben null 13 Uhr Pause.","um","um","Preposition for exact clock times","We have a break at 1 PM.","Preposition: Use 'um' for specific times (um 13 Uhr)."
"Ich arbeite null 8 bis 17 Uhr.","von","von","Starting point of a time span","I work from 8 to 5.","Preposition pair: von ... bis ..."
"Das Geschäft ist von 9 null 18 Uhr geöffnet.","bis","bis","End point of a time span","The store is open from 9 to 6.","Preposition pair: von ... bis ..."
"Er null lange. (schlafen)","schläft","schlafen","3rd person singular strong verb (a -> ä)","He sleeps long.","schlafen: er -> schläft (vowel change)."
"null du heute lange? (schlafen)","Schläfst","schlafen","2nd person singular strong verb (a -> ä)","Are you sleeping in today?","schlafen: du -> schläfst (vowel change)."
"Was null du am Abend? (sehen)","siehst","sehen","2nd person singular strong verb (e -> ie)","What do you see/watch in the evening?","sehen: du -> siehst (vowel change)."
"Er null heute fern. (sehen)","sieht","sehen","3rd person singular strong verb (e -> ie)","He watches TV today.","sehen: er -> sieht (vowel change)."
"Ich null gern Pizza. (essen)","esse","essen","1st person singular","I like to eat pizza.","essen: ich -> esse (no vowel change for 'ich')."
"Was null du heute? (essen)","isst","essen","2nd person singular strong verb (e -> i)","What are you eating today?","essen: du -> isst (vowel change)."
"Er null am Mittag. (essen)","isst","essen","3rd person singular strong verb (e -> i)","He eats at noon.","essen: er -> isst (vowel change)."
"Wir null ins Kino. (gehen)","gehen","gehen","1st person plural","We are going to the cinema.","gehen: wir -> gehen."
"Ich habe heute keine null. (Zeit)","Zeit","Zeit","Noun for time","I have no time today.","Phrase: keine Zeit haben."
"Es ist Viertel null zehn. (9:45)","vor","vor","Preposition for time before the hour","It is a quarter to ten.","Time: 15 minutes before the hour -> Viertel vor."
"Es ist Viertel null zehn. (10:15)","nach","nach","Preposition for time after the hour","It is a quarter past ten.","Time: 15 minutes past the hour -> Viertel nach."
"Es ist null acht. (7:30)","halb","halb","Half hour before","It is half past seven (literally: half eight).","Time: 7:30 is 'halb acht' (halfway to eight)."
"Wie null ist es? (late)","spät","spät","Asking for the time","What time is it? (How late is it?)","Phrase: Wie spät ist es?"
"Wie viel null ist es? (clock)","Uhr","Uhr","Asking for the time","What time is it?","Phrase: Wie viel Uhr ist es?"
"Gehen wir null Kino? (into the)","ins","in","Preposition + article (in + das)","Are we going to the cinema?","Direction: in + das = ins."
"Gehen wir null Schwimmbad? (into the)","ins","in","Preposition + article (in + das)","Are we going to the pool?","Direction: in + das = ins."
"Gehen wir null Café? (into the)","ins","in","Preposition + article (in + das)","Are we going to the cafe?","Direction: in + das = ins."
"Der Film fängt um acht null. (anfangen)","an","anfangen","Separable prefix goes to end","The movie starts at eight.","Separable verbs: 'anfangen' -> fängt ... an."
"Rufst du mich heute null? (anrufen)","an","anrufen","Separable prefix goes to end","Will you call me today?","Separable verbs: 'anrufen' -> Rufst ... an."
"null du heute ein? (einkaufen)","Kaufst","einkaufen","2nd person singular of 'einkaufen'","Are you shopping today?","Separable verbs: 'einkaufen' -> Kaufst du ... ein?"
"null fängt der Kurs an? (When)","Wann","wann","Question word for time","When does the course start?","W-Frage: Wann (When)."
"Ich stehe um sechs Uhr null. (aufstehen)","auf","aufstehen","Separable prefix","I get up at six o'clock.","Separable verbs: 'aufstehen' -> stehe ... auf."
"Wir gehen am Freitag null Kino. (into the)","ins","in","Preposition + article (in + das)","We are going to the cinema on Friday.","Direction: in + das = ins."
"Hast du null Lust? (no)","keine","kein","Negative article for 'Lust' (die)","Do you have no desire/mood?","Negation: die Lust -> keine Lust."
"Das passt null gut. (me)","mir","ich","Dative pronoun for 'passen'","That suits me well.","Verb 'passen' takes the dative (mir, dir)."
"Passt es null am Dienstag? (you, informal)","dir","du","Dative pronoun for 'passen'","Does Tuesday suit you?","Verb 'passen' takes the dative (mir, dir)."
"Wir treffen null um acht. (us)","uns","wir","Reflexive pronoun","We are meeting at eight.","Reflexive: sich treffen -> wir treffen uns."
"Ich kaufe im Supermarkt null. (einkaufen)","ein","einkaufen","Separable prefix","I shop at the supermarket.","Separable verbs: 'einkaufen' -> kaufe ... ein."
"null der Nacht ist es dunkel. (In)","In","in","Preposition for 'Nacht'","In the night it is dark.","Exception: In der Nacht (not am)."
"Am Wochenende null ich lange. (schlafen)","schlafe","schlafen","1st person singular (no vowel change)","On the weekend I sleep long.","schlafen: ich -> schlafe (no vowel change for 'ich')."
