text,question,answer,distractor1,distractor2,distractor3,translation,tip
"Paco, der Müll ist voll! Bringst du ihn raus? - Oh, tut mir leid. Ich mache das sofort.","Was macht Paco sofort?","Den Müll rausbringen","Das Geschirr spülen","Staubsaugen","Die Fenster putzen","Paco, the trash is full! Are you taking it out? - Oh, I'm sorry. I'll do that immediately.","Listen to the chore 'Müll rausbringen'."
"Die Küche sieht furchtbar aus! Wer spült heute das Geschirr? - Ich spüle es.","Was spült die zweite Person?","Das Geschirr","Die Wäsche","Den Boden","Die Spülmaschine","The kitchen looks terrible! Who is washing the dishes today? - I will wash them.","'Geschirr spülen' means washing dishes."
"Schau mal, das Bad ist total schmutzig. - Ich weiß, ich putze es heute Nachmittag.","Wann putzt die Person das Bad?","Heute Nachmittag","Jetzt sofort","Morgen früh","Am Wochenende","Look, the bathroom is totally dirty. - I know, I will clean it this afternoon.","Listen to the time 'heute Nachmittag'."
"Ich habe deine Hemden gebügelt. - Wirklich? Das ist so nett von dir! Ich hasse bügeln.","Was hasst die zweite Person?","Bügeln","Kochen","Putzen","Müll rausbringen","I ironed your shirts. - Really? That is so nice of you! I hate ironing.","Listen to the verb 'bügeln' after 'hasse'."
"Anna, wo ist der Staubsauger? Ich brauche ihn. - Er steht im Flur.","Was braucht die erste Person?","Den Staubsauger","Den Besen","Den Müllbeutel","Das Waschmittel","Anna, where is the vacuum cleaner? I need it. - It is in the hallway.","Listen to the noun 'Staubsauger'."
"Räumst du bitte dein Zimmer auf? Überall liegt Kleidung! - Ja, Mama, ich mache es gleich.","Was soll das Kind aufräumen?","Sein Zimmer","Die Küche","Das Badezimmer","Das Wohnzimmer","Will you please tidy up your room? Clothes are lying everywhere! - Yes, Mom, I'll do it shortly.","'Zimmer aufräumen' means tidying the room."
"Wer wäscht heute die Wäsche? - Ich wasche sie. Aber du musst sie aufhängen!","Was muss die erste Person machen?","Die Wäsche aufhängen","Die Wäsche waschen","Bügeln","Einkaufen","Who is washing the laundry today? - I am washing it. But you must hang it up!","Listen to the condition 'du musst sie aufhängen'."
"Das WG-Leben nervt mich manchmal. Mein Mitbewohner ist so unordentlich.","Wie ist der Mitbewohner?","Unordentlich","Sehr ordentlich","Fleißig","Sauber","Flatshare life annoys me sometimes. My roommate is so messy.","Listen to the adjective 'unordentlich'."
"Wo ist mein Buch? Hast du es gesehen? - Ja, es liegt im Wohnzimmer auf dem Tisch.","Wo liegt das Buch?","Im Wohnzimmer","In der Küche","Im Flur","Im Keller","Where is my book? Have you seen it? - Yes, it is in the living room on the table.","Listen to the location 'im Wohnzimmer'."
"Der Putzplan funktioniert nicht. Niemand putzt die Toilette! - Dann müssen wir einen neuen Plan machen.","Was wird nicht geputzt?","Die Toilette","Die Dusche","Die Fenster","Der Boden","The cleaning schedule isn't working. Nobody cleans the toilet! - Then we have to make a new schedule.","Listen to the specific room 'Toilette'."
"Ich ärgere mich sehr über dich! Du hast den Herd nicht sauber gemacht. - Entschuldigung, ich habe es vergessen.","Warum ärgert sich die erste Person?","Der Herd ist nicht sauber.","Der Müll ist voll.","Die Musik ist zu laut.","Das Fenster ist offen.","I am very angry at you! You didn't clean the stove. - Sorry, I forgot it.","Listen to the reason 'Herd nicht sauber'."
"Brauchst du das Spülmittel noch? - Nein, ich bin fertig. Du kannst es nehmen.","Was kann die erste Person nehmen?","Das Spülmittel","Das Handtuch","Den Staubsauger","Den Löffel","Do you still need the dish soap? - No, I am finished. You can take it.","Listen to the noun 'Spülmittel'."
"Hast du meine Nachricht gelesen? - Ja, der Zettel hing am Kühlschrank. Ich kaufe Milch.","Wo hing der Zettel?","Am Kühlschrank","An der Tür","Am Fenster","Am Spiegel","Did you read my message? - Yes, the note hung on the fridge. I'll buy milk.","Listen to the location 'am Kühlschrank'."
