test_text,answer,test_verb,tip,meaning,grammar_tip
"Ich null 34 Jahre alt.","bin","sein","1st person singular of 'sein'","I am 34 years old.","sein: ich → bin"
"Wo null du?","wohnst","wohnen","2nd person singular of 'wohnen'","Where do you live?","wohnen: du → wohnst (stem + st)"
"Ich null in Köln.","wohne","wohnen","1st person singular of 'wohnen'","I live in Cologne.","wohnen: ich → wohne (stem + e)"
"Wir null in Berlin.","wohnen","wohnen","1st person plural of 'wohnen'","We live in Berlin.","wohnen: wir → wohnen (infinitive)"
"Wo null ihr?","wohnt","wohnen","2nd person plural of 'wohnen'","Where do you all live?","wohnen: ihr → wohnt (stem + t)"
"Sie (plural) null in Bonn.","wohnen","wohnen","3rd person plural of 'wohnen'","They live in Bonn.","wohnen: sie (they) → wohnen"
"Wo null Sie?","wohnen","wohnen","Formal 'you' for 'wohnen'","Where do you live? (formal)","wohnen: Sie → wohnen"
"Was null Sie von Beruf?","sind","sein","Formal 'you' for 'sein'","What is your profession? (formal)","sein: Sie → sind"
"Was null du von Beruf?","bist","sein","2nd person singular of 'sein'","What is your profession? (informal)","sein: du → bist"
"Wir null verheiratet.","sind","sein","1st person plural of 'sein'","We are married.","sein: wir → sind"
"Ihr null Studenten.","seid","sein","2nd person plural of 'sein'","You all are students.","sein: ihr → seid"
"Wo null Sie?","arbeiten","arbeiten","Formal 'you' for 'arbeiten'","Where do you work? (formal)","arbeiten: Sie → arbeiten"
"Ich null als Journalist.","arbeite","arbeiten","1st person singular of 'arbeiten'","I work as a journalist.","arbeiten: ich → arbeite (stem + e)"
"Du null bei X-Media.","arbeitest","arbeiten","2nd person singular of 'arbeiten'","You work at X-Media.","arbeiten: du → arbeitest (stem ends in -t, add -est)"
"Er null als Architekt.","arbeitet","arbeiten","3rd person singular of 'arbeiten'","He works as an architect.","arbeiten: er → arbeitet (stem ends in -t, add -et)"
"Wir null zusammen.","arbeiten","arbeiten","1st person plural of 'arbeiten'","We work together.","arbeiten: wir → arbeiten"
"Ihr null bei Siemens.","arbeitet","arbeiten","2nd person plural of 'arbeiten'","You all work at Siemens.","arbeiten: ihr → arbeitet (stem ends in -t, add -et)"
"Sie (plural) null als Friseure.","arbeiten","arbeiten","3rd person plural of 'arbeiten'","They work as hairdressers.","arbeiten: sie (they) → arbeiten"
"Ich null ein Kind.","habe","haben","1st person singular of 'haben'","I have a child.","haben: ich → habe"
"Du null zwei Kinder.","hast","haben","2nd person singular of 'haben'","You have two children.","haben: du → hast (irregular!)"
"Er null keine Kinder.","hat","haben","3rd person singular of 'haben'","He has no children.","haben: er → hat (irregular!)"
"Wir null Zeit.","haben","haben","1st person plural of 'haben'","We have time.","haben: wir → haben"
"Ihr null Glück.","habt","haben","2nd person plural of 'haben'","You all have luck.","haben: ihr → habt"
"Sie (plural) null drei Kinder.","haben","haben","3rd person plural of 'haben'","They have three children.","haben: sie (they) → haben"
"Haben null Kinder?","Sie","haben","Formal subject pronoun","Do you have children? (formal)","Capital 'Sie' is formal you."
"Wir null nicht zusammen.","leben","leben","1st person plural of 'leben'","We do not live together.","leben: wir → leben"
