sentence,words,tip,translation_en
"Was sind Sie von Beruf?","Was|sind|Sie|von|Beruf|?","Formal way to ask for a profession.","What is your profession?"
"Was bist du von Beruf?","Was|bist|du|von|Beruf|?","Informal way to ask for a profession.","What is your profession? (informal)"
"Ich bin Journalistin.","Ich|bin|Journalistin|.","Stating profession without an article.","I am a journalist (female)."
"Ich bin Architekt.","Ich|bin|Architekt|.","Stating profession without an article.","I am an architect (male)."
"Er ist Mechatroniker.","Er|ist|Mechatroniker|.","Stating someone else's profession.","He is a mechatronics engineer."
"Sie ist Studentin.","Sie|ist|Studentin|.","Stating someone else's profession (female).","She is a student."
"Ich arbeite als Ingenieur.","Ich|arbeite|als|Ingenieur|.","Using 'arbeiten als' + profession.","I work as an engineer."
"Ich arbeite bei X-Media.","Ich|arbeite|bei|X-Media|.","Using 'arbeiten bei' + company name.","I work at X-Media."
"Wir arbeiten bei Siemens.","Wir|arbeiten|bei|Siemens|.","Using 'arbeiten bei' with 'wir'.","We work at Siemens."
"Sie arbeitet als Friseurin.","Sie|arbeitet|als|Friseurin|.","Using 'arbeiten als' for a female profession.","She works as a hairdresser."
"Wo arbeiten Sie?","Wo|arbeiten|Sie|?","Formal question about workplace.","Where do you work?"
"Wo arbeitest du?","Wo|arbeitest|du|?","Informal question about workplace.","Where do you work? (informal)"
"Wie alt sind Sie?","Wie|alt|sind|Sie|?","Formal question about age.","How old are you? (formal)"
"Wie alt bist du?","Wie|alt|bist|du|?","Informal question about age.","How old are you?"
"Ich bin 34 Jahre alt.","Ich|bin|34|Jahre|alt|.","Standard way to state age.","I am 34 years old."
"Ich bin auch 34!","Ich|bin|auch|34|!","Expressing similarity in age.","I am also 34!"
"Er ist 50 Jahre alt.","Er|ist|50|Jahre|alt|.","Stating someone else's age.","He is 50 years old."
"Wir sind 20 Jahre alt.","Wir|sind|20|Jahre|alt|.","Stating plural age.","We are 20 years old."
"Wo wohnen Sie?","Wo|wohnen|Sie|?","Formal question about residence.","Where do you live? (formal)"
"Wo wohnst du?","Wo|wohnst|du|?","Informal question about residence.","Where do you live?"
"Ich wohne in Berlin.","Ich|wohne|in|Berlin|.","Stating place of residence.","I live in Berlin."
"Wir wohnen in Frankfurt.","Wir|wohnen|in|Frankfurt|.","Stating plural place of residence.","We live in Frankfurt."
"Wo wohnt ihr?","Wo|wohnt|ihr|?","Plural informal question about residence.","Where do you all live?"
"Sie wohnen in München.","Sie|wohnen|in|München|.","Stating they live in Munich.","They live in Munich."
"Sind Sie verheiratet?","Sind|Sie|verheiratet|?","Formal question about marital status.","Are you married? (formal)"
"Bist du verheiratet?","Bist|du|verheiratet|?","Informal question about marital status.","Are you married?"
"Ja, ich bin verheiratet.","Ja|,|ich|bin|verheiratet|.","Confirming marital status.","Yes, I am married."
