text,question,answer,distractor1,distractor2,distractor3,translation,tip
"Entschuldigung, Sie dürfen hier nicht parken. Sehen Sie das Schild nicht? - Oh, tut mir leid, das habe ich nicht gesehen.","Was darf die Person hier nicht?","Parken","Hupen","Fahrrad fahren","Rauchen","Excuse me, you may not park here. Do you not see the sign? - Oh, I'm sorry, I didn't see that.","Listen to the verb 'parken' after 'nicht'."
"Dürfen wir hier auf der Wiese grillen? - Nein, grillen ist im ganzen Park verboten.","Darf man auf der Wiese grillen?","Nein, es ist verboten.","Ja, überall.","Ja, aber ohne Feuer.","Nur am Wochenende.","Are we allowed to grill here on the lawn? - No, grilling is forbidden in the whole park.","Listen to the clear 'Nein' and 'verboten'."
"Haben Sie einen Fahrradhelm? Sie müssen einen Helm tragen! - Nein, ich habe keinen.","Was muss die Person tragen?","Einen Fahrradhelm","Eine Brille","Eine Jacke","Handschuhe","Do you have a bicycle helmet? You must wear a helmet! - No, I don't have one.","Listen to the required item 'Helm'."
"Guten Tag! Ihr Hund hat keine Leine. Hunde müssen im Park an die Leine! - Tut mir leid, ich nehme ihn sofort an die Leine.","Was ist das Problem mit dem Hund?","Er hat keine Leine.","Er bellt zu laut.","Er ist gefährlich.","Er ist zu groß.","Good day! Your dog has no leash. Dogs must be on a leash in the park! - I'm sorry, I'll put him on the leash immediately.","Listen to the word 'Leine'."
"Warum fährst du so schnell? Die Ampel ist rot! Du musst bremsen! - Oh Gott, das war knapp!","Warum muss die Person bremsen?","Die Ampel ist rot.","Ein Fußgänger kommt.","Ein Auto steht da.","Die Polizei ist da.","Why are you driving so fast? The traffic light is red! You must brake! - Oh God, that was close!","Listen to the reason 'Ampel ist rot'."
"Bitte seien Sie leise! Dies ist eine Bibliothek. Man darf hier nicht laut sprechen. - Entschuldigung!","Was darf man in der Bibliothek nicht?","Laut sprechen","Lesen","Sitzen","Lernen","Please be quiet! This is a library. One may not speak loudly here. - Excuse me!","Listen to the prohibited action 'laut sprechen'."
"Sie können den Müll nicht einfach hierhin werfen! Da ist ein Mülleimer. - Entschuldigung, ich räume das sofort weg.","Was hat die Person falsch gemacht?","Sie hat Müll auf den Boden geworfen.","Sie hat falsch geparkt.","Sie ist zu schnell gefahren.","Sie hat den Hund nicht an der Leine.","You cannot just throw the trash here! There is a trash can. - Excuse me, I will clear that away immediately.","Listen to the object 'Müll'."
"Darf man hier im See schwimmen? - Ja, schwimmen ist hier erlaubt. Aber nicht für Hunde.","Darf die Person im See schwimmen?","Ja, es ist erlaubt.","Nein, das ist verboten.","Nur am Abend.","Nur mit einem Boot.","Is one allowed to swim here in the lake? - Yes, swimming is allowed here. But not for dogs.","Listen to the confirmation 'erlaubt'."
"Fahrradfahren ist auf dem Bürgersteig verboten! Sie müssen schieben! - Okay, ich steige ab.","Was muss die Person mit dem Fahrrad tun?","Es schieben","Schneller fahren","Es parken","Es verkaufen","Bicycle riding is forbidden on the sidewalk! You must push! - Okay, I'll get off.","Listen to the imperative/obligation 'müssen schieben'."
"Ich finde es nicht gut, dass Motorroller auf dem Radweg fahren. Das ist gefährlich. - Ja, das finde ich auch!","Was finden die Personen gefährlich?","Motorroller auf dem Radweg","Fahrräder auf der Straße","Hunde ohne Leine","Autos im Park","I do not think it's good that scooters drive on the bike path. That is dangerous. - Yes, I think so too!","Listen to the subject 'Motorroller auf dem Radweg'."
"Achtung! Du musst hier aufpassen. Hier sind viele Fußgänger. - Ich fahre ja schon ganz langsam.","Warum muss die Person aufpassen?","Es gibt viele Fußgänger.","Die Straße ist nass.","Es gibt eine rote Ampel.","Die Polizei kontrolliert.","Attention! You must watch out here. There are many pedestrians here. - I am already driving very slowly.","Listen to the reason 'viele Fußgänger'."
"Das kostet 20 Euro Strafe. Sie haben im Parkauf dem Rasen geparkt! - Aber ich war nur fünf Minuten weg!","Warum muss die Person Strafe zahlen?","Sie hat auf dem Rasen geparkt.","Sie ist zu schnell gefahren.","Sie hat kein Ticket gekauft.","Sie hat telefoniert.","That costs a 20 euro fine. You parked on the grass in the park! - But I was only gone for five minutes!","Listen to the violation 'auf dem Rasen geparkt'."
"Ich finde die Regeln im Park zu streng. Man darf nicht baden, nicht grillen und nicht Rad fahren.","Wie findet die Person die Regeln im Park?","Zu streng","Sehr gut","Genau richtig","Viel zu locker","I find the rules in the park too strict. You may not bathe, not grill, and not ride a bike.","Listen to the opinion 'zu streng'."
"Hupen Sie nicht! Es ist mitten in der Nacht! - Der Mann da vorne fährt nicht los!","Warum hupt die Person?","Der Mann vor ihm fährt nicht los.","Er grüßt einen Freund.","Er hat Angst.","Sein Auto ist kaputt.","Do not honk! It is the middle of the night! - The man in front is not driving off!","Listen to the excuse given by the driver."
"Dürfen wir unser Picknick hier machen? - Ja, das ist in Ordnung. Bitte nehmen Sie danach Ihren Abfall mit.","Was müssen sie nach dem Picknick machen?","Ihren Abfall mitnehmen","Die Wiese putzen","Eine Strafe zahlen","Den Grill ausmachen","Are we allowed to have our picnic here? - Yes, that is fine. Please take your trash with you afterwards.","Listen to the instruction 'Abfall mitnehmen'."
"Warum fährt der Bus so langsam? - Vorne ist viel Verkehr. Vielleicht ein Unfall.","Warum fährt der Bus langsam?","Viel Verkehr (vielleicht ein Unfall)","Der Bus ist kaputt.","Es ist eine Fußgängerzone.","Der Busfahrer ist müde.","Why is the bus driving so slowly? - There is a lot of traffic ahead. Maybe an accident.","Listen to the reason 'viel Verkehr'."
"Haben Sie das Schild 'Einbahnstraße' nicht gesehen? Sie fahren in die falsche Richtung!","Was hat die Person falsch gemacht?","Sie fährt in die falsche Richtung (Einbahnstraße).","Sie hat die Ampel ignoriert.","Sie hat den Blinker nicht gesetzt.","Sie ist zu schnell.","Did you not see the 'One-way street' sign? You are driving in the wrong direction!","Listen to the mistake 'falsche Richtung'."
"Ich finde es richtig, dass man im Auto nicht telefonieren darf. Das ist zu gefährlich.","Wie findet die Person das Telefonverbot im Auto?","Richtig (weil es gefährlich ist)","Falsch","Langweilig","Viel zu streng","I think it is right that one is not allowed to talk on the phone in the car. That is too dangerous.","Listen to the opinion 'richtig'."
"Werfen Sie Ihren Zigarettenstummel bitte nicht auf die Straße! - Oh, Entschuldigung. Wo ist ein Mülleimer?","Was soll die Person nicht auf die Straße werfen?","Ihren Zigarettenstummel","Ihren Kaugummi","Ihr Papier","Ihre Flasche","Please do not throw your cigarette butt on the street! - Oh, excuse me. Where is a trash can?","Listen to the object 'Zigarettenstummel'."
"Ist das Ihr Hund? Er muss hier an die Leine. - Das ist nicht mein Hund! Er läuft mir nur hinterher.","Wem gehört der Hund?","Nicht der befragten Person.","Der befragten Person.","Dem Polizisten.","Einem Kind.","Is that your dog? He must be on a leash here. - That is not my dog! He is just following me.","Listen to the denial 'nicht mein Hund'."
"Darf man hier rauchen? - Nein, im ganzen Bahnhof ist das Rauchen streng verboten.","Darf man im Bahnhof rauchen?","Nein, es ist streng verboten.","Ja, auf dem Gleis.","Ja, aber nur draußen.","Nur mit Erlaubnis.","May one smoke here? - No, smoking is strictly forbidden in the whole train station.","Listen to the rule 'streng verboten'."
