text,question,answer,distractor1,distractor2,distractor3,translation,tip
"Was ist das? - Ich glaube, das ist ein Schlüssel.","Was ist das?","Ein Schlüssel","Eine Brille","Ein Handy","Ein Feuerzeug","What is that? - I think that is a key.","Listen for the noun after 'das ist ein'."
"Ist das eine Uhr? - Nein, das ist keine Uhr. Das ist eine Kamera.","Was ist das Objekt?","Eine Kamera","Eine Uhr","Ein Handy","Eine Brille","Is that a watch? - No, that is not a watch. That is a camera.","Listen to the correction after 'Nein'."
"Wie heißt das auf Deutsch? - Das ist eine Geldbörse.","Wie heißt das Objekt auf Deutsch?","Geldbörse","Geld","Tasche","Rucksack","What is that called in German? - That is a wallet (Geldbörse).","Listen for the specific vocabulary word for wallet."
"Entschuldigung, ist das Ihre Tasche? - Ja! Oh, danke!","Wem gehört die Tasche?","Der gefragten Person (Ihre Tasche)","Dem Mann","Der Frau im Fundbüro","Niemandem","Excuse me, is that your bag? - Yes! Oh, thank you!","'Ja' confirms the bag belongs to the person addressed."
"Ich suche mein Handy. - Ist das Ihr Handy? - Nein, das ist kein Handy, das ist eine Kamera!","Was sucht die Person?","Ihr Handy","Eine Kamera","Einen Schlüssel","Einen Stift","I am looking for my cell phone. - Is that your cell phone? - No, that is not a cell phone, that is a camera!","Listen to the first sentence: 'Ich suche...'"
"Aus welchem Material ist die Flasche? Aus Plastik? - Nein, aus Glas.","Aus welchem Material ist die Flasche?","Aus Glas","Aus Plastik","Aus Holz","Aus Metall","What material is the bottle made of? Plastic? - No, glass.","Listen to the correction after 'Nein'."
"Ist der Stift aus Holz? - Ja, das ist ein Bleistift.","Aus welchem Material ist der Stift?","Holz","Plastik","Metall","Glas","Is the pen made of wood? - Yes, that is a pencil.","A 'Bleistift' (pencil) is traditionally made of wood."
"Wie schreibt man das? B-R-I-L-E? - Nein, B-R-I-L-L-E. Mit zwei L.","Wie schreibt man Brille richtig?","B-R-I-L-L-E","B-R-I-L-E","P-R-I-L-E","B-R-I-E-L","How do you write that? B-R-I-L-E? - No, B-R-I-L-L-E. With two Ls.","Pay attention to the spelling correction."
"Ich habe keine Ahnung. Was ist das? - Vielleicht ist das ein Feuerzeug.","Was ist das Objekt vielleicht?","Ein Feuerzeug","Ein Kuli","Eine Dose","Ein Stift","I have no idea. What is that? - Maybe that is a lighter.","Listen for the word after 'vielleicht'."
"Das ist ein Koffer. Er ist sehr schwer!","Wie ist der Koffer?","Schwer","Leicht","Klein","Teuer","That is a suitcase. It is very heavy!","Listen to the adjective describing the suitcase."
"Was ist das Problem? - Ich finde meinen Pass nicht.","Was sucht der Mann?","Seinen Pass","Seinen Ausweis","Seinen Koffer","Sein Ticket","What is the problem? - I cannot find my passport.","Listen to what he cannot find."
"Guten Tag, Fundbüro. - Hallo. Ich suche meinen Regenschirm.","Wo sind die Personen?","Im Fundbüro","Im Supermarkt","Im Zug","Zu Hause","Good day, lost and found. - Hello. I am looking for my umbrella.","Listen to the greeting location."
