test_text,answer,test_verb,tip,meaning,grammar_tip
"Wir brauchen mehr null. (entspannen)","Entspannung","entspannen","Noun from 'entspannen'","We need more relaxation.","Verb + -ung creates a feminine noun: die Entspannung."
"Die null in den Bergen ist wunderbar. (erholen)","Erholung","erholen","Noun from 'erholen'","The recovery in the mountains is wonderful.","Verb + -ung creates a feminine noun: die Erholung."
"Ich habe eine null für das Hotel gemacht. (buchen)","Buchung","buchen","Noun from 'buchen'","I made a booking for the hotel.","Verb + -ung creates a feminine noun: die Buchung."
"Die null war sehr teuer. (übernachten)","Übernachtung","übernachten","Noun from 'übernachten'","The overnight stay was very expensive.","Verb + -ung creates a feminine noun: die Übernachtung."
"Wir machen morgen eine null im Wald. (wandern)","Wanderung","wandern","Noun from 'wandern'","We are taking a hike in the forest tomorrow.","Verb + -ung creates a feminine noun: die Wanderung."
"Die null im Reisebüro hilft uns sehr. (beraten)","Beratung","beraten","Noun from 'beraten'","The consultation at the travel agency helps us a lot.","Verb + -ung creates a feminine noun: die Beratung."
"Vielen Dank für die null! (einladen)","Einladung","einladen","Noun from 'einladen'","Thank you very much for the invitation!","Verb + -ung creates a feminine noun: die Einladung."
"Die null im Zimmer ist kaputt. (heizen)","Heizung","heizen","Noun from 'heizen'","The heating in the room is broken.","Verb + -ung creates a feminine noun: die Heizung."
"Die neue null ist sehr geräumig. (wohnen)","Wohnung","wohnen","Noun from 'wohnen'","The new apartment is very spacious.","Verb + -ung creates a feminine noun: die Wohnung."
"Die Reise war eine tolle null. (erfahren)","Erfahrung","erfahren","Noun from 'erfahren'","The trip was a great experience.","Verb + -ung creates a feminine noun: die Erfahrung."
"Bitte lesen Sie die null am Strand. (warnen)","Warnung","warnen","Noun from 'warnen'","Please read the warning at the beach.","Verb + -ung creates a feminine noun: die Warnung."
"Das ist eine große null im Programm. (ändern)","Änderung","ändern","Noun from 'ändern'","That is a big change in the program.","Verb + -ung creates a feminine noun: die Änderung."
"Wir warten auf die null der Tickets. (liefern)","Lieferung","liefern","Noun from 'liefern'","We are waiting for the delivery of the tickets.","Verb + -ung creates a feminine noun: die Lieferung."
"Die null für den Kurs dauert zwei Stunden. (prüfen)","Prüfung","prüfen","Noun from 'prüfen'","The exam for the course lasts two hours.","Verb + -ung creates a feminine noun: die Prüfung."
"Wir haben die null, dass es morgen sonnig ist. (hoffen)","Hoffnung","hoffen","Noun from 'hoffen'","We have the hope that it will be sunny tomorrow.","Verb + -ung creates a feminine noun: die Hoffnung."
"Unser null ist sehr nett und hilft immer. (vermieten)","Vermieter","vermieten","Person noun from 'vermieten'","Our landlord is very nice and always helps.","Verb + -er creates a masculine person noun: der Vermieter."
"Der null geht jeden Tag durch den Wald. (wandern)","Wanderer","wandern","Person noun from 'wandern'","The hiker walks through the forest every day.","Verb + -er creates a masculine person noun: der Wanderer."
"Der null im Reisebüro hat uns ein Hotel empfohlen. (beraten)","Berater","beraten","Person noun from 'beraten'","The consultant at the travel agency recommended a hotel.","Verb + -er creates a masculine person noun: der Berater."
"Der null fährt das Auto sehr schnell. (fahren)","Fahrer","fahren","Person noun from 'fahren'","The driver drives the car very fast.","Verb + -er creates a masculine person noun: der Fahrer."
"Der null im Supermarkt ist freundlich. (verkaufen)","Verkäufer","verkaufen","Person noun from 'verkaufen'","The salesman in the supermarket is friendly.","Verb + -er creates a masculine person noun: der Verkäufer."
"Ein null darf hier nicht stehen. (rauchen)","Raucher","rauchen","Person noun from 'rauchen'","A smoker is not allowed to stand here.","Verb + -er creates a masculine person noun: der Raucher."
"Der Skikurs ist für null. (anfangen)","Anfänger","anfangen","Person noun from 'anfangen'","The ski course is for beginners.","Verb + -er creates a masculine person noun: der Anfänger."
"Der null arbeitet auf dem Bauernhof. (arbeiten)","Arbeiter","arbeiten","Person noun from 'arbeiten'","The worker works on the farm.","Verb + -er creates a masculine person noun: der Arbeiter."
"Das Museum hat heute viele null. (besuchen - Plural)","Besucher","besuchen","Person noun from 'besuchen' (Plural)","The museum has many visitors today.","Verb + -er creates a masculine person noun: der Besucher (Plural matches Singular)."
"Der null macht jeden Morgen frisches Brot. (backen)","Bäcker","backen","Person noun from 'backen' (ä)","The baker makes fresh bread every morning.","Verb + -er creates a masculine person noun (often adds umlaut): der Bäcker."
"Jeder null bekommt eine Karte. (spielen)","Spieler","spielen","Person noun from 'spielen'","Every player gets a card.","Verb + -er creates a masculine person noun: der Spieler."
"Der null aus Spanien spricht gut Deutsch. (teilnehmen)","Teilnehmer","teilnehmen","Person noun from 'teilnehmen'","The participant from Spain speaks good German.","Verb + -er creates a masculine person noun: der Teilnehmer."
