test_text,answer,test_verb,tip,meaning,grammar_tip
"Ich null die Kommode neben die Tür. (stellen)","stelle","stellen","1st person sing. present","I place the dresser next to the door.","Action (Wohin?): Use 'stellen' for placing things upright."
"Die Kommode null neben der Tür. (stehen)","steht","stehen","3rd person sing. present","The dresser stands next to the door.","Location (Wo?): Use 'stehen' for things standing upright."
"null du das Buch auf den Tisch? (legen)","Legst","legen","2nd person sing. present","Are you laying the book on the table?","Action (Wohin?): Use 'legen' for placing things flat."
"Das Buch null auf dem Tisch. (liegen)","liegt","liegen","3rd person sing. present","The book is lying on the table.","Location (Wo?): Use 'liegen' for things lying flat."
"Er null das Bild an die Wand. (hängen)","hängt","hängen","3rd person sing. present","He is hanging the picture on the wall.","Action (Wohin?): Active hanging uses 'hängen'."
"Das Bild null an der Wand. (hängen)","hängt","hängen","3rd person sing. present","The picture is hanging on the wall.","Location (Wo?): The state of hanging uses 'hängen'."
"Wir null den Sessel ans Fenster. (stellen)","stellen","stellen","1st person pl. present","We place the armchair at the window.","Action (Wohin?): 'stellen' requires the Accusative (ans = an das)."
"Der Sessel null am Fenster. (stehen)","steht","stehen","3rd person sing. present","The armchair stands at the window.","Location (Wo?): 'stehen' requires the Dative (am = an dem)."
"Wo null die Zeitung? (liegen)","liegt","liegen","3rd person sing. present","Where is the newspaper lying?","The question word 'Wo?' (where) requires a state verb like 'liegen'."
"Wohin null du die Zeitung? (legen)","legst","legen","2nd person sing. present","Where are you laying the newspaper?","The question word 'Wohin?' (where to) requires an action verb like 'legen'."
"Der Stuhl steht neben null Tisch. (the, m)","dem","der","Dative masculine","The chair stands next to the table.","Location (Wo?): neben + Dative (der Tisch -> dem Tisch)."
"Die Lampe steht auf null Kommode. (the, f)","der","die","Dative feminine","The lamp stands on the dresser.","Location (Wo?): auf + Dative (die Kommode -> der Kommode)."
"Das Buch liegt unter null Bett. (the, n)","dem","das","Dative neuter","The book lies under the bed.","Location (Wo?): unter + Dative (das Bett -> dem Bett)."
"Der Teppich liegt vor null Sofa. (the, n)","dem","das","Dative neuter","The rug lies in front of the sofa.","Location (Wo?): vor + Dative (das Sofa -> dem Sofa)."
"Die Schuhe stehen hinter null Tür. (the, f)","der","die","Dative feminine","The shoes stand behind the door.","Location (Wo?): hinter + Dative (die Tür -> der Tür)."
"Das Bild hängt über null Fernseher. (the, m)","dem","der","Dative masculine","The picture hangs over the TV.","Location (Wo?): über + Dative (der Fernseher -> dem Fernseher)."
"Die Katze schläft in null Kiste. (the, f)","der","die","Dative feminine","The cat sleeps in the box.","Location (Wo?): in + Dative (die Kiste -> der Kiste)."
"Der Schlüssel liegt zwischen null Büchern. (the, pl)","den","die","Dative plural","The key lies between the books.","Location (Wo?): zwischen + Dative Plural (die Bücher -> den Büchern)."
