test_text,answer,test_verb,tip,meaning,grammar_tip
"Mein Opa null auch schon Bäcker. (was)","war","sein","1st/3rd person singular Präteritum","My grandpa was also a baker.","Präteritum of sein: ich/er/sie/es war."
"Ich null auch einen Opa. (had)","hatte","haben","1st/3rd person singular Präteritum","I also had a grandpa.","Präteritum of haben: ich/er/sie/es hatte."
"Wir null gestern in der Bäckerei. (were)","waren","sein","1st/3rd person plural Präteritum","We were in the bakery yesterday.","Präteritum of sein: wir/sie/Sie waren."
"null ihr schon in der Schule? (Were)","Wart","sein","2nd person plural Präteritum","Were you all already in the school?","Präteritum of sein: ihr wart."
"Wo null du gestern? (were)","warst","sein","2nd person singular Präteritum","Where were you yesterday?","Präteritum of sein: du warst."
"Wir null keine Zeit für das Skateboard. (had)","hatten","haben","1st/3rd person plural Präteritum","We had no time for the skateboard.","Präteritum of haben: wir/sie/Sie hatten."
"Er null schon verrückt, mein Onkel Willi! (was)","war","sein","3rd person singular Präteritum","He was crazy, my Uncle Willi!","Präteritum of sein: er war."
"Das null meine Eltern vor ihrer Bäckerei. (were)","waren","sein","3rd person plural Präteritum","Those were my parents in front of their bakery.","Präteritum of sein: sie waren."
"null du als Kind ein Haustier? (Did you have)","Hattest","haben","2nd person singular Präteritum","Did you have a pet as a child?","Präteritum of haben: du hattest."
"Mein Großvater null Arzt. (was)","war","sein","3rd person singular Präteritum","My grandfather was a doctor.","Präteritum of sein: er war."
"Das ist null Opa. (our, m)","unser","unser","Nominative masculine","That is our grandpa.","Nominative masculine: unser Opa."
"Ist das null Baby? (your all's, n)","euer","euer","Nominative neuter","Is that your (pl) baby?","Nominative neuter: euer Baby."
"Das ist null Tante. (our, f)","unsere","unser","Nominative feminine","That is our aunt.","Nominative feminine: unsere Tante."
"Sind das null Schlüssel? (your all's, Pl)","eure","euer","Nominative plural","Are those your (pl) keys?","Nominative plural: eure Schlüssel."
"Das sind null Neffen. (our, Pl)","unsere","unser","Nominative plural","Those are our nephews.","Nominative plural: unsere Neffen."
"Siehst du null Opa? (our, m)","unseren","unser","Accusative masculine","Do you see our grandpa?","Accusative masculine adds -en: unseren Opa."
