sentence,words,tip,translation_en
"Mein Großvater war Arzt.","Mein|Großvater|war|Arzt|.","Stating a past profession (Präteritum sein).","My grandfather was a doctor."
"Mein Vater ist auch Arzt.","Mein|Vater|ist|auch|Arzt|.","Stating a present profession.","My father is also a doctor."
"Ich möchte auf keinen Fall Arzt werden!","Ich|möchte|auf|keinen|Fall|Arzt|werden|!","Expressing a strong negative wish.","I absolutely do not want to become a doctor!"
"Mir dauert das Studium zu lange.","Mir|dauert|das|Studium|zu|lange|.","Giving a reason (Dative 'mir').","The university studies take too long for me."
"Mein Opa war Bäcker von Beruf.","Mein|Opa|war|Bäcker|von|Beruf|.","Stating a past profession.","My grandpa was a baker by profession."
"Wir waren gestern in der Bäckerei.","Wir|waren|gestern|in|der|Bäckerei|.","Stating past location (Präteritum sein).","We were in the bakery yesterday."
"Warst du als Kind oft bei deinem Opa?","Warst|du|als|Kind|oft|bei|deinem|Opa|?","Asking about childhood (Präteritum sein).","Were you often at your grandpa's as a child?"
"Onkel Willi war schon verrückt!","Onkel|Willi|war|schon|verrückt|!","Describing past character.","Uncle Willi was quite crazy!"
"Ich hatte früher einen großen Hund.","Ich|hatte|früher|einen|großen|Hund|.","Stating past possession (Präteritum haben).","I used to have a big dog."
"Wir hatten gestern leider keine Zeit.","Wir|hatten|gestern|leider|keine|Zeit|.","Stating past lack of time (Präteritum haben).","We unfortunately had no time yesterday."
"Hattet ihr als Kinder viele Süßigkeiten?","Hattet|ihr|als|Kinder|viele|Süßigkeiten|?","Asking about past possessions.","Did you guys have a lot of sweets as children?"
"Habe ich euch schon von meiner Familie erzählt?","Habe|ich|euch|schon|von|meiner|Familie|erzählt|?","Introducing a story (Perfekt).","Have I already told you about my family?"
"Also passt auf!","Also|passt|auf|!","Getting attention (Imperativ Plural).","So listen up!"
"Wisst ihr, was dann passiert ist?","Wisst|ihr|,|was|dann|passiert|ist|?","Building suspense in a story.","Do you guys know what happened then?"
"Das ist unser Opa.","Das|ist|unser|Opa|.","Possessive article 'unser' (Nominative masculine).","That is our grandpa."
"Ist das euer Baby?","Ist|das|euer|Baby|?","Possessive article 'euer' (Nominative neuter).","Is that your guys' baby?"
"Das ist unsere Tante.","Das|ist|unsere|Tante|.","Possessive article 'unser' (Nominative feminine).","That is our aunt."
