text,question,answer,distractor1,distractor2,distractor3,translation,tip
"Wo warst du gestern? - Ich war den ganzen Tag bei meinem Opa in der Bäckerei.","Wo war die Person gestern?","In der Bäckerei","In der Schule","Im Büro","Zu Hause","Where were you yesterday? - I was at my grandpa's bakery all day.","Listen to the location 'in der Bäckerei'."
"Hattest du als Kind einen Hund? - Nein, wir hatten eine Katze. Sie hieß Mimi.","Welches Haustier hatte die Person?","Eine Katze","Einen Hund","Einen Vogel","Kein Haustier","Did you have a dog as a child? - No, we had a cat. Her name was Mimi.","The speaker says 'Nein' to dog and 'wir hatten eine Katze'."
"Mein Opa war Bäcker von Beruf. - Wirklich? Mein Großvater war Arzt in München.","Was war der zweite Opa von Beruf?","Arzt","Bäcker","Lehrer","Ingenieur","My grandpa was a baker by profession. - Really? My grandfather was a doctor in Munich.","Listen to the SECOND speaker's grandpa ('Arzt')."
"Wie sah dein Onkel früher aus? - Er hatte dunkle Haare und einen großen Bart.","Was hatte der Onkel früher?","Einen Bart","Eine Brille","Eine Glatze","Helle Haare","What did your uncle look like in the past? - He had dark hair and a big beard.","Listen to the physical description 'Bart'."
"Paul und Franka backen heute in der Schule Brezeln. - Das macht bestimmt Spaß!","Was machen die Kinder in der Schule?","Brezeln backen","Einen Kuchen essen","Sport machen","Ein Bild malen","Paul and Franka are baking pretzels in school today. - That is surely fun!","Listen to the activity 'Brezeln backen'."
"Hat das Backen gut funktioniert? - Ja, am Ende hat alles super geklappt.","Wie war das Backen?","Es hat gut geklappt.","Es war eine Katastrophe.","Es war sehr langweilig.","Es hat nicht funktioniert.","Did the baking work out well? - Yes, in the end everything worked out super.","The phrase 'hat geklappt' means it was successful."
"Wir können mit dem Teig noch 30 Brezeln backen! - Wow, das ist viel!","Wie viele Brezeln können sie noch machen?","30","13","3","100","We can bake 30 more pretzels with the dough! - Wow, that is a lot!","Listen to the number 30 (dreißig)."
"Ist das euer Auto? - Nein, unser Wagen ist leider kaputt. Das ist das Auto von Tom.","Warum nehmen sie nicht ihr eigenes Auto?","Es ist kaputt.","Tom braucht es.","Es ist zu klein.","Sie haben kein Auto.","Is that your car? - No, our car is unfortunately broken. That is Tom's car.","'kaputt' means broken."
"Können wir heute eure Fahrräder nehmen? - Ja, klar. Die stehen in der Garage.","Was wollen die Personen ausleihen?","Die Fahrräder","Das Auto","Den Roller","Die Skier","Can we take your bicycles today? - Yes, sure. They are in the garage.","Listen to the requested item 'Fahrräder'."
"Hattet ihr am Wochenende Spaß in den Bergen? - Oh ja, das Wetter war fantastisch!","Wie war das Wochenende?","Fantastisch","Regnerisch","Langweilig","Sehr stressig","Did you have fun in the mountains on the weekend? - Oh yes, the weather was fantastic!","Listen to the adjective 'fantastisch'."
