text,question,answer,distractor1,distractor2,distractor3,translation,tip
"Guten Tag, wir suchen Ruhe und Erholung. Haben Sie ein Angebot? - Ja, unser Öko-Wellness-Bauernhof ist perfekt für Sie!","Was suchen die Kunden?","Ruhe und Erholung","Stress und Arbeit","Ein schnelles Auto","Eine große Party","Hello, we are looking for peace and relaxation. Do you have an offer? - Yes, our eco-wellness farm is perfect for you!","Listen to the nouns 'Ruhe' (peace) and 'Erholung' (relaxation)."
"Wo liegt der Bauernhof von Familie Lindthaler? - Er liegt mitten in der Natur, in der Nähe von Innsbruck.","Wo befindet sich der Bauernhof?","In der Nähe von Innsbruck","Mitten in Berlin","Auf einer Insel","Direkt am Meer","Where is the Lindthaler family's farm located? - It is located in the middle of nature, near Innsbruck.","Listen for the Austrian city 'Innsbruck'."
"Ist der Urlaub auch gut für sportliche Leute? - Ja, Urlaub bei Familie Lindthaler ist ideal für Wanderer.","Für wen ist der Urlaub ideal?","Für Wanderer","Für Autofahrer","Für Taucher","Für Piloten","Is the vacation also good for sporty people? - Yes, vacation with the Lindthaler family is ideal for hikers.","Listen to the noun 'Wanderer' (hikers)."
"Was kann man bei 'Windkind' machen? - Bei Windkind machen Sie Sport und sind den ganzen Tag am Wasser.","Wo sind die Gäste bei 'Windkind'?","Am Wasser","Im Wald","Auf dem Berg","In der Stadt","What can you do at 'Windkind'? - At Windkind you do sports and are by the water all day.","Listen to the location 'am Wasser' (by the water)."
"Kann ich bei dem Surfkurs mitmachen? - Nein, leider nicht. Nur als Fortgeschrittener dürfen Sie beim Unterricht mitmachen.","Wer darf bei dem Kurs mitmachen?","Nur Fortgeschrittene","Jeder Anfänger","Nur Kinder","Nur Frauen","Can I join the surfing course? - No, unfortunately not. You can only participate in the lesson as an advanced learner.","Listen to the requirement 'Fortgeschrittener' (advanced)."
"Ich brauche ein Fahrrad für die Berge. - Der Velovermieter in den Schweizer Alpen hat tolle Angebote.","Wo ist der Velovermieter?","In den Schweizer Alpen","In Berlin","An der Spree","In Rostock","I need a bicycle for the mountains. - The bike rental in the Swiss Alps has great offers.","Listen to the location 'Schweizer Alpen'."
"Was bietet das Reisebüro an? - Sie können dort Fahrräder mieten, aber auch eine gute Beratung bekommen.","Was bekommt man im Reisebüro?","Eine gute Beratung","Kostenloses Essen","Ein neues Auto","Ein Flugticket geschenkt","What does the travel agency offer? - You can rent bicycles there, but also get good advice.","Listen to the noun 'Beratung' (advice/consultation)."
"Was bietet N&K-Reisen an? - N&K-Reisen bietet eine tolle Wanderung auf der Spree an.","Was bietet N&K-Reisen an?","Eine Wanderung auf der Spree","Einen Skikurs","Eine Übernachtung im Hotel","Einen Flug ans Meer","What does N&K-Reisen offer? - N&K-Reisen offers a great hike on the Spree.","Listen to the activity 'Wanderung' (hike)."
"Warum fahren wir nach Berlin? - Wir wollen sportlich aktiv sein, die Natur genießen und Berlin erleben.","Was wollen sie in Berlin machen?","Die Natur genießen und die Stadt erleben","Nur im Hotel schlafen","Ein neues Haus kaufen","Den ganzen Tag fernsehen","Why are we going to Berlin? - We want to be athletically active, enjoy nature, and experience Berlin.","Listen to the phrase 'Natur genießen' (enjoy nature)."
"Warum machst du Urlaub auf dem Bauernhof? - Zu viel Stress! Ich brauche eine Pause.","Warum macht die Person Urlaub?","Wegen zu viel Stress","Weil sie Geld hat","Weil sie Tiere hasst","Weil sie arbeiten muss","Why are you taking a vacation on the farm? - Too much stress! I need a break.","Listen to the reason 'Zu viel Stress' (Too much stress)."
"Wo wollen wir heute spazieren gehen? - Lass uns im Wald spazieren gehen, dort ist es schön kühl.","Wo wollen sie spazieren gehen?","Im Wald","Am Strand","In der Wüste","Auf der Straße","Where do we want to go for a walk today? - Let's go for a walk in the forest, it's nice and cool there.","Listen to the location 'im Wald' (in the forest)."
"Guck mal, auf der Wiese sind so viele bunte Blumen! - Ja, im Frühling ist es hier wunderschön.","Wo sind die vielen Blumen?","Auf der Wiese","Auf dem Dach","Im Wasser","Im Keller","Look, there are so many colorful flowers on the meadow! - Yes, it is beautiful here in spring.","Listen to the location 'auf der Wiese' (on the meadow)."
"Braucht diese Pflanze viel Wasser? - Nein, sie braucht nur Sonne und ein bisschen Erde.","Was braucht die Pflanze?","Sonne und ein bisschen Erde","Ganz viel Wasser","Einen großen Topf","Schnee und Eis","Does this plant need a lot of water? - No, it only needs sun and a little bit of soil.","Listen to the requirement for the 'Pflanze' (plant)."
"Das Dorf in den Bergen ist wirklich sehr klein. Es hat nur hundert Einwohner.","Wie groß ist das Dorf?","Sehr klein (hundert Einwohner)","Es ist eine Millionenstadt","Es ist sehr groß","Es hat gar keine Einwohner","The village in the mountains is really very small. It has only a hundred inhabitants.","Listen to the description of the 'Dorf' (village) as 'sehr klein'."
"Gibt es auf dem Bauernhof auch Haustiere? - Ja, wir haben eine Katze und zwei Hunde.","Welche Haustiere gibt es auf dem Bauernhof?","Eine Katze und zwei Hunde","Zwei Pferde und ein Schwein","Nur Vögel","Einen Tiger","Are there also pets on the farm? - Yes, we have a cat and two dogs.","Listen to the specific pets 'Katze' and 'Hunde'."
"Der kleine Vogel sitzt im Baum und singt sehr laut. - Ich höre ihn jeden Morgen.","Welches Tier singt im Baum?","Ein kleiner Vogel","Eine Katze","Ein Frosch","Ein Hund","The small bird sits in the tree and sings very loudly. - I hear him every morning.","Listen to the animal 'Vogel' (bird)."
"Oh, da am Seeufer sitzt ein dicker, grüner Frosch! - Sei leise, sonst springt er ins Wasser.","Welches Tier sitzt am Seeufer?","Ein grüner Frosch","Ein weißer Hund","Eine schwarze Katze","Ein kleiner Vogel","Oh, there's a fat, green frog sitting on the lakeshore! - Be quiet, otherwise he'll jump into the water.","Listen for the amphibian 'Frosch' (frog)."
"Wie sieht dein Bild aus? - In der Mitte ist ein großer See und rechts steht ein Haus.","Was ist in der Mitte auf dem Bild?","Ein großer See","Ein Berg","Ein Wald","Ein Dorf","What does your picture look like? - In the middle is a large lake and on the right stands a house.","Listen to what is 'in der Mitte' (in the middle)."
"Und was ist hinter dem See? - Hinter dem See sieht man einen dunklen Wald.","Was befindet sich hinter dem See?","Ein dunkler Wald","Ein Supermarkt","Eine Stadt","Eine Autobahn","And what is behind the lake? - Behind the lake you can see a dark forest.","Listen to the location 'Hinter dem See' (behind the lake)."
"Kannst du auch Berge zeichnen? - Ja, hinter dem Wald zeichne ich große Berge mit Schnee.","Was zeichnet die Person hinter den Wald?","Große Berge","Einen kleinen Fluss","Ein tiefes Tal","Eine Straße","Can you also draw mountains? - Yes, behind the forest I am drawing large mountains with snow.","Listen to what comes behind the forest 'Berge' (mountains)."
"Wer ist der Herr dort drüben? - Das ist unser Vermieter. Das Ferienhaus gehört ihm.","Wer ist der Mann?","Der Vermieter","Der Bürgermeister","Der Arzt","Der Lehrer","Who is the gentleman over there? - That is our landlord. The vacation home belongs to him.","Listen to the noun 'Vermieter' (landlord/renter)."
"War das Wetter bei eurer Wanderung gut? - Ja, die Wanderung war toll und die Sonne hat geschienen.","Wie war die Wanderung?","Toll (bei gutem Wetter)","Sehr schlecht","Viel zu kurz","Langweilig und nass","Was the weather good during your hike? - Yes, the hike was great and the sun shone.","Listen to the evaluation of the 'Wanderung' (hike)."
"Warum rufst du den Techniker? - Die Heizung in unserem Hotelzimmer funktioniert nicht.","Was ist im Hotelzimmer kaputt?","Die Heizung","Das Bett","Der Fernseher","Das Fenster","Why are you calling the technician? - The heating in our hotel room doesn't work.","Listen to the noun 'Heizung' (heating)."
"Ist die Übernachtung im Hotel sehr teuer? - Nein, mit Frühstück kostet es nur 60 Euro.","Was kostet 60 Euro?","Die Übernachtung mit Frühstück","Nur das Abendessen","Die Fahrt mit dem Taxi","Der Eintritt ins Museum","Is the overnight stay in the hotel very expensive? - No, with breakfast it only costs 60 euros.","Listen to the noun 'Übernachtung' (overnight stay)."
"Wie war dein Urlaub in der Wüste? - Es war eine tolle Erfahrung, aber sehr heiß!","Wie fand er den Urlaub?","Es war eine tolle Erfahrung","Er war schrecklich","Es war zu kalt","Es war extrem langweilig","How was your vacation in the desert? - It was a great experience, but very hot!","Listen to the noun 'Erfahrung' (experience)."
"Hast du die Warnung am Strand nicht gelesen? - Nein, warum? Darf man hier nicht schwimmen?","Was hat die Person am Strand nicht gelesen?","Die Warnung","Die Speisekarte","Das Buch","Die Zeitung","Didn't you read the warning on the beach? - No, why? Are we not allowed to swim here?","Listen to the noun 'Warnung' (warning)."
"Es gibt eine Änderung im Programm. - Oh, fahren wir heute doch nicht in die Berge?","Was gibt es beim Programm?","Eine Änderung","Eine Pause","Einen Fehler","Eine Überraschung","There is a change in the program. - Oh, are we not going to the mountains today after all?","Listen to the noun 'Änderung' (change)."
"Wann kommen endlich unsere Flugtickets? - Ich warte auch schon lange auf die Lieferung.","Worauf warten die Personen?","Auf die Lieferung der Tickets","Auf den Bus","Auf das Abendessen","Auf den Vermieter","When are our flight tickets finally arriving? - I've been waiting a long time for the delivery too.","Listen to the noun 'Lieferung' (delivery)."
"Ich habe ein bisschen Angst. - Keine Sorge, die Prüfung im Skikurs ist ganz einfach.","Wovor hat die Person Angst?","Vor der Prüfung","Vor dem Schnee","Vor dem Hund","Vor dem Vermieter","I am a little scared. - Don't worry, the exam in the ski course is quite easy.","Listen to the noun 'Prüfung' (exam/test)."
"Es regnet schon wieder! - Ich habe die Hoffnung, dass morgen endlich die Sonne scheint.","Worauf hat die Person Hoffnung?","Auf Sonne am nächsten Tag","Auf mehr Regen","Auf Schnee","Auf einen Sturm","It's raining again! - I have the hope that tomorrow the sun will finally shine.","Listen to the noun 'Hoffnung' (hope)."
"Wer hat euch dieses tolle Hotel empfohlen? - Der Berater im Reisebüro war wirklich super.","Wer hat das Hotel empfohlen?","Der Berater im Reisebüro","Der Taxifahrer","Der Bruder","Der Wanderer","Who recommended this great hotel to you? - The consultant at the travel agency was really super.","Listen to the person noun 'Berater' (consultant/advisor)."
"Wo ist unser Fahrer? Wir müssen zum Flughafen. - Er steht schon mit dem Auto vor der Tür.","Auf wen warten sie?","Auf den Fahrer","Auf den Piloten","Auf den Koch","Auf den Arzt","Where is our driver? We have to go to the airport. - He is already standing with the car at the door.","Listen to the person noun 'Fahrer' (driver)."
"Entschuldigung, arbeiten Sie hier? - Nein, ich bin kein Verkäufer, ich bin auch nur Kunde.","Was ist der Mann von Beruf?","Er ist kein Verkäufer (nur Kunde)","Er ist der Chef","Er arbeitet an der Kasse","Er ist Bäcker","Excuse me, do you work here? - No, I am not a salesman, I am just a customer too.","Listen to the person noun 'Verkäufer' (salesman/seller)."
"Kommst du mit auf die schwere Piste? - Nein, ich bin noch Anfänger und bleibe hier unten.","Warum fährt er nicht mit auf die schwere Piste?","Er ist noch Anfänger","Er hat keine Lust","Sein Bein tut weh","Er hat keine Ski","Are you coming along to the difficult slope? - No, I am still a beginner and will stay down here.","Listen to the person noun 'Anfänger' (beginner)."
"Das Schloss Neuschwanstein ist berühmt. - Ja, es hat jeden Tag tausende Besucher.","Wer kommt jeden Tag zum Schloss?","Tausende Besucher","Nur der König","Viele Handwerker","Niemand","Neuschwanstein Castle is famous. - Yes, it has thousands of visitors every day.","Listen to the person noun 'Besucher' (visitors)."
