test_text,answer,test_verb,tip,meaning,grammar_tip
"Das ist ein null Käse. (mild)","milder","mild","Nominative masculine","That is a mild cheese.","After 'ein' (Nom m), adjective ends in -er."
"Ich hätte gern einen null Käse. (mild)","milden","mild","Accusative masculine","I would like a mild cheese.","After 'einen' (Acc m), adjective ends in -en."
"Hier ist ein null Apfel. (fresh)","frischer","frisch","Nominative masculine","Here is a fresh apple.","After 'ein' (Nom m), adjective ends in -er."
"Ich kaufe einen null Apfel. (fresh)","frischen","frisch","Accusative masculine","I am buying a fresh apple.","After 'einen' (Acc m), adjective ends in -en."
"Das ist kein null Schinken. (lean)","magerer","mager","Nominative masculine","That is not a lean ham.","After 'kein' (Nom m), adjective ends in -er."
"Wir möchten einen null Schinken. (lean)","mageren","mager","Accusative masculine","We would like a lean ham.","After 'einen' (Acc m), adjective ends in -en."
"Ist das ein null Wein? (good)","guter","gut","Nominative masculine","Is that a good wine?","After 'ein' (Nom m), adjective ends in -er."
"Ich trinke gern einen null Wein. (good)","guten","gut","Accusative masculine","I like to drink a good wine.","After 'einen' (Acc m), adjective ends in -en."
"Das ist mein null Kugelschreiber. (blue)","blauer","blau","Nominative masculine","That is my blue pen.","After 'mein' (Nom m), adjective ends in -er."
"Ich suche meinen null Kugelschreiber. (blue)","blauen","blau","Accusative masculine","I am looking for my blue pen.","After 'meinen' (Acc m), adjective ends in -en."
"Das ist ein null Brot. (fresh)","frisches","frisch","Nominative neuter","That is a fresh bread.","After 'ein' (Nom n), adjective ends in -es."
"Wir brauchen ein null Brot. (fresh)","frisches","frisch","Accusative neuter","We need a fresh bread.","After 'ein' (Acc n), adjective ends in -es."
"Ist das ein null Handy? (new)","neues","neu","Nominative neuter","Is that a new cell phone?","After 'ein' (Nom n), adjective ends in -es."
"Sie hat ein null Handy. (new)","neues","neu","Accusative neuter","She has a new cell phone.","After 'ein' (Acc n), adjective ends in -es."
